 Date Time CO NO2 CHX NO PM10
 02.05.13 00:00 0.26 0.49 1.62 0.28 0.25
 -------- 01:00 0.23 0.50 1.59 0.34 0.29
 -------- 02:00 0.25 0.46 1.59 0.33 0.23
 -------- 03:00 0.17 0.44 1.56 0.18 0.17
 -------- 04:00 0.14 0.46 1.60 0.16 0.15
 02.05.13 05:00 0.14 0.41 1.61 0.14 0.13
 -------- 06:00 0.13 0.40 1.58 0.19 0.12
 -------- 07:00 0.11 0.35 1.53 0.08 0.10
 -------- 08:00 0.11 0.35 1.50 0.09 0.12
 -------- 09:00 0.10 0.33 1.43 0.07 0.11
 02.05.13 10:00 0.06 0.15 1.28 0.02 0.05
 -------- 11:00 0.06 0.06 1.24 0.01 0.05
 -------- 12:00 0.05 0.05 1.25 0.01 0.04
 -------- 13:00 0.04 0.06 1.24 0.01 0.04
 -------- 14:00 0.04 0.05 1.24 0.01 0.04
 02.05.13 15:00 0.04 0.05 1.24 0.01 0.04
 -------- 16:00 0.04 0.05 1.23 0.01 0.04
 -------- 17:00 0.05 0.06 1.24 0.01 0.04
 -------- 18:00 0.04 0.05 1.24 0.00 0.04
 -------- 19:00 0.04 0.06 1.25 0.00 0.04
 02.05.13 20:00 0.05 0.10 1.26 0.00 0.05
 -------- 21:00 0.06 0.20 1.29 ---- 0.07
 -------- 22:00 0.09 0.33 1.35 0.00 0.10
 -------- 23:00 0.11 0.48 1.48 0.01 0.13
 -------- 00:00 0.09 0.46 1.42 0.01 0.12
 03.05.13 01:00 0.08 0.32 1.36 0.00 0.13
 -------- 02:00 0.08 0.35 1.38 0.01 0.12
 -------- 03:00 0.06 0.19 1.31 0.00 0.11
 -------- 04:00 0.06 0.14 1.29 0.00 0.09
 -------- 05:00 0.06 0.16 1.30 0.00 0.08
 03.05.13 06:00 0.06 0.19 1.33 0.00 0.09
 -------- 07:00 0.06 0.20 1.33 0.01 0.08
 -------- 08:00 0.07 0.21 1.33 0.01 0.10
 -------- 09:00 0.07 0.22 1.33 0.02 0.12
 -------- 10:00 0.07 0.21 1.32 0.02 0.12
 03.05.13 11:00 0.06 0.18 1.29 0.01 0.11
 -------- 12:00 0.06 0.17 1.30 0.01 0.11
 -------- 13:00 0.06 0.09 1.27 0.01 0.11
 -------- 14:00 0.05 0.07 1.26 0.00 0.07
 -------- 15:00 0.06 0.07 1.25 0.01 0.09
 03.05.13 16:00 0.05 0.07 1.25 0.01 0.09
 -------- 17:00 0.04 0.05 1.25 0.00 0.08
 -------- 18:00 0.04 0.07 1.25 0.00 0.09
 -------- 19:00 0.05 0.09 1.25 0.01 0.07
 -------- 20:00 0.05 0.12 1.27 0.01 0.09
 03.05.13 21:00 0.06 0.17 1.30 0.00 0.10
 -------- 22:00 0.06 0.20 1.32 0.00 0.10
 -------- 23:00 0.08 0.23 1.34 0.00 0.11
