 Date Time CO NO2 CHX NO PM10
 07.11.12 12:00 0.06 0.10 1.31 0.01 0.02
 -------- 13:00 0.04 0.08 1.30 0.01 0.02
 -------- 14:00 0.05 0.11 1.32 0.01 0.03
 -------- 15:00 0.06 0.14 1.33 0.01 0.05
 -------- 16:00 0.06 0.14 1.33 0.01 0.05
 07.11.12 17:00 0.06 0.14 1.33 0.01 0.03
 -------- 18:00 0.06 0.19 1.35 0.01 0.04
 -------- 19:00 0.06 0.18 1.35 0.01 0.03
 -------- 20:00 0.06 0.16 1.35 0.00 0.03
 -------- 21:00 0.05 0.15 1.34 0.01 0.04
 07.11.12 22:00 0.04 0.16 1.34 0.01 0.04
 -------- 23:00 0.04 0.13 1.33 0.00 0.03
 -------- 00:00 0.04 0.09 1.33 0.00 0.02
 -------- 01:00 0.04 0.08 1.34 0.00 0.02
 -------- 02:00 0.04 0.07 1.34 0.00 0.02
 08.11.12 03:00 0.03 0.09 1.33 0.00 0.02
 -------- 04:00 0.05 0.09 1.32 0.00 0.02
 -------- 05:00 0.02 0.06 1.30 0.00 0.01
 -------- 06:00 0.03 0.07 1.30 0.01 0.01
 -------- 07:00 0.05 0.11 1.31 0.01 0.01
 08.11.12 08:00 0.06 0.14 1.31 0.01 0.02
 -------- 09:00 0.06 0.15 1.32 0.01 0.02
 -------- 10:00 0.06 0.13 1.32 0.01 0.03
 -------- 11:00 0.06 0.12 1.30 0.01 0.03
 -------- 12:00 0.06 0.12 1.31 0.01 0.03
 08.11.12 13:00 0.05 0.12 1.31 0.01 0.03
 -------- 14:00 0.05 0.14 1.31 0.02 0.02
 -------- 15:00 0.05 0.12 1.30 0.01 0.02
 -------- 16:00 0.04 0.12 1.29 0.01 0.02
 -------- 17:00 0.06 0.15 1.31 0.01 0.02
 08.11.12 18:00 0.07 0.19 1.33 0.01 0.03
 -------- 19:00 0.06 0.17 1.32 0.01 0.03
 -------- 20:00 0.06 0.14 1.31 0.01 0.03
 -------- 21:00 0.06 0.15 1.31 0.01 0.03
 -------- 22:00 0.06 0.15 1.31 0.01 0.03
 08.11.12 23:00 0.06 0.14 1.31 0.01 0.04
 -------- 00:00 0.05 0.14 1.31 0.01 0.04
 -------- 01:00 0.04 0.12 1.31 0.00 0.03
 -------- 02:00 0.04 0.09 1.29 0.00 0.02
 -------- 03:00 0.04 0.11 1.30 0.01 0.02
 09.11.12 04:00 0.05 0.15 1.32 0.00 0.02
 -------- 05:00 0.05 0.19 1.34 0.01 0.03
 -------- 06:00 0.05 0.23 1.37 0.03 0.04
 -------- 07:00 0.07 0.22 1.38 0.06 0.06
 -------- 08:00 0.11 0.22 1.47 0.12 0.06
 09.11.12 09:00 0.19 0.23 1.55 0.27 0.09
 -------- 10:00 0.16 0.23 1.51 0.21 0.06
 -------- 11:00 0.17 0.23 1.50 0.21 0.06
