 Date Time CO NO2 CHX NO PM10
 21.03.13 12:00 0.07 0.15 1.35 0.07 0.06
 -------- 13:00 0.07 0.16 1.39 0.07 0.05
 -------- 14:00 0.06 0.14 1.40 0.06 0.08
 -------- 15:00 0.06 0.13 1.36 0.05 0.06
 -------- 16:00 0.06 0.13 1.33 0.05 0.04
 21.03.13 17:00 0.07 0.13 1.32 0.04 0.03
 -------- 18:00 0.08 0.17 1.37 0.05 0.03
 -------- 19:00 0.08 0.17 1.37 0.05 0.02
 -------- 20:00 0.07 0.16 1.33 0.04 0.03
 -------- 21:00 0.06 0.17 1.30 0.04 0.02
 21.03.13 22:00 0.08 0.20 1.30 0.05 0.03
 -------- 23:00 0.08 0.25 1.30 0.06 0.03
 -------- 00:00 0.09 0.29 1.31 0.08 0.03
 -------- 01:00 0.09 0.37 1.35 0.10 0.04
 -------- 02:00 0.07 0.29 1.35 0.05 0.04
 22.03.13 03:00 0.09 0.34 1.34 0.09 0.04
 -------- 04:00 0.06 0.24 1.34 0.06 0.03
 -------- 05:00 0.06 0.21 1.40 0.05 0.03
 -------- 06:00 0.07 0.23 1.37 0.05 0.03
 -------- 07:00 0.10 0.34 1.39 0.15 0.04
 22.03.13 08:00 0.13 0.34 1.43 0.16 0.06
 -------- 09:00 0.14 0.35 1.48 0.20 0.06
 -------- 10:00 0.15 0.39 1.56 0.27 0.07
 -------- 11:00 0.13 0.35 1.59 0.22 0.10
 -------- 12:00 0.09 0.28 1.53 0.14 0.12
 22.03.13 13:00 0.08 0.17 1.44 0.09 0.09
 -------- 14:00 0.07 0.14 1.35 0.07 0.06
 -------- 15:00 0.06 0.13 1.27 0.08 0.06
 -------- 16:00 0.06 0.15 1.28 0.08 0.05
 -------- 17:00 0.06 0.14 1.30 0.06 0.05
 22.03.13 18:00 0.07 0.15 1.34 0.06 0.04
 -------- 19:00 0.08 0.19 1.34 0.06 0.02
 -------- 20:00 0.07 0.14 1.32 0.05 0.03
 -------- 21:00 0.06 0.14 1.26 0.05 0.03
 -------- 22:00 0.08 0.17 1.27 0.08 0.04
 22.03.13 23:00 0.08 0.18 1.27 0.08 0.04
 -------- 00:00 0.08 0.18 1.29 0.08 0.03
 -------- 01:00 0.07 0.17 1.27 0.06 0.03
 -------- 02:00 0.06 0.15 1.27 0.03 0.04
 -------- 03:00 0.04 0.19 1.29 0.02 0.03
 23.03.13 04:00 0.05 0.26 1.34 0.03 0.04
 -------- 05:00 0.05 0.23 1.36 0.06 0.03
 -------- 06:00 0.06 0.26 1.42 0.03 0.04
 -------- 07:00 0.07 0.28 1.38 0.05 0.05
 -------- 08:00 0.07 0.28 1.31 0.06 0.05
 23.03.13 09:00 0.09 0.27 1.33 0.09 0.06
 -------- 10:00 0.08 0.20 1.30 0.05 0.06
 -------- 11:00 0.07 0.15 1.28 0.05 0.10
