 Date Time CO NO2 CHX NO PM10
 12.12.12 12:00 0.08 0.21 ---- 0.09 0.08
 -------- 13:00 0.08 0.20 ---- 0.09 0.06
 -------- 14:00 0.08 0.21 ---- 0.09 0.06
 -------- 15:00 0.09 0.22 ---- 0.08 0.06
 -------- 16:00 0.09 0.25 ---- 0.07 0.06
 12.12.12 17:00 0.11 0.28 ---- 0.08 0.08
 -------- 18:00 0.09 0.26 ---- 0.04 0.06
 -------- 19:00 0.09 0.25 ---- 0.04 0.06
 -------- 20:00 0.09 0.23 ---- 0.03 0.05
 -------- 21:00 0.07 0.19 ---- 0.02 0.04
 12.12.12 22:00 0.06 0.18 ---- 0.02 0.04
 -------- 23:00 0.06 0.16 ---- 0.01 0.04
 -------- 00:00 0.05 0.14 ---- 0.01 0.04
 -------- 01:00 0.04 0.11 ---- 0.00 0.04
 -------- 02:00 0.04 0.09 ---- 0.00 0.04
 13.12.12 03:00 0.04 0.09 ---- 0.00 0.03
 -------- 04:00 0.04 0.09 ---- 0.00 0.03
 -------- 05:00 0.04 0.09 ---- 0.00 0.03
 -------- 06:00 0.04 0.10 ---- 0.00 0.04
 -------- 07:00 0.05 0.12 1.29 0.00 0.05
 13.12.12 08:00 0.06 0.13 1.29 0.00 0.05
 -------- 09:00 0.06 0.18 1.30 0.01 0.06
 -------- 10:00 0.06 0.19 1.30 0.01 0.06
 -------- 11:00 0.06 0.19 1.30 0.02 0.06
 -------- 12:00 0.06 0.18 1.31 0.02 0.06
 13.12.12 13:00 0.06 0.16 1.29 0.02 0.07
 -------- 14:00 0.06 0.15 1.29 0.01 0.13
 -------- 15:00 0.06 0.17 1.30 0.01 0.08
 -------- 16:00 0.06 0.18 1.31 0.01 0.09
 -------- 17:00 0.04 0.19 1.30 0.01 0.08
 13.12.12 18:00 0.04 0.18 1.30 0.00 0.06
 -------- 19:00 0.04 0.16 1.29 0.00 0.06
 -------- 20:00 0.04 0.16 1.29 0.01 0.07
 -------- 21:00 0.04 0.16 1.29 0.00 0.06
 -------- 22:00 0.04 0.16 1.29 0.01 0.05
 13.12.12 23:00 0.03 0.15 1.29 0.01 0.05
 -------- 00:00 0.02 0.15 1.29 0.01 0.04
 -------- 01:00 0.02 0.13 1.29 0.00 0.04
 -------- 02:00 0.02 0.13 1.29 0.00 0.04
 -------- 03:00 0.04 0.12 1.29 0.00 0.05
 14.12.12 04:00 0.04 0.13 1.28 0.00 0.04
 -------- 05:00 0.04 0.13 1.29 0.00 0.05
 -------- 06:00 0.04 0.14 1.29 0.00 0.04
 -------- 07:00 0.05 0.19 1.32 0.01 0.05
 -------- 08:00 0.06 0.20 1.35 0.01 0.05
 14.12.12 09:00 0.06 0.21 1.34 0.01 0.05
 -------- 10:00 0.06 0.23 1.32 0.02 0.06
 -------- 11:00 0.06 0.24 1.31 0.03 0.06
