 Date Time CO NO2 CHX NO PM10
 06.10.12 12:00 0.10 0.13 1.37 0.01 0.05
 -------- 13:00 0.05 0.08 1.31 0.00 0.06
 -------- 14:00 0.05 0.08 1.31 0.01 0.03
 -------- 15:00 0.05 0.09 1.32 0.01 0.03
 -------- 16:00 0.06 0.11 1.33 0.01 0.05
 06.10.12 17:00 0.05 0.07 1.27 0.01 0.04
 -------- 18:00 0.05 0.05 1.27 0.00 0.03
 -------- 19:00 0.06 0.04 1.26 0.00 0.04
 -------- 20:00 0.06 0.05 1.27 0.00 0.04
 -------- 21:00 0.06 0.05 1.27 0.00 0.02
 06.10.12 22:00 0.06 0.05 1.27 0.01 0.02
 -------- 23:00 0.06 0.06 1.29 0.01 0.02
 -------- 00:00 0.05 0.07 1.29 0.01 0.03
 -------- 01:00 0.05 0.07 1.30 0.01 0.02
 -------- 02:00 0.06 0.08 1.31 0.00 0.02
 07.10.12 03:00 0.06 0.15 1.34 0.00 0.03
 -------- 04:00 0.06 0.17 1.16 0.01 0.03
 -------- 05:00 0.07 0.22 ---- 0.02 0.05
 -------- 06:00 0.05 0.20 ---- 0.01 0.03
 -------- 07:00 0.04 0.19 ---- 0.01 0.02
 07.10.12 08:00 0.02 0.19 ---- 0.01 0.02
 -------- 09:00 0.05 0.16 ---- 0.01 0.05
 -------- 10:00 0.06 0.14 ---- 0.01 0.08
 -------- 11:00 0.06 0.09 ---- 0.01 0.06
 -------- 12:00 0.05 0.04 ---- 0.01 0.02
 07.10.12 13:00 0.04 0.02 ---- 0.00 0.09
 -------- 14:00 0.03 0.04 ---- 0.01 0.04
 -------- 15:00 0.04 0.04 ---- 0.00 0.12
 -------- 16:00 0.04 0.05 ---- 0.01 0.02
 -------- 17:00 0.04 0.07 ---- 0.01 0.03
 07.10.12 18:00 0.07 0.10 ---- 0.02 0.03
 -------- 19:00 0.06 0.11 ---- 0.01 0.02
 -------- 20:00 0.06 0.15 ---- 0.00 0.02
 -------- 21:00 0.08 0.21 ---- 0.00 0.05
 -------- 22:00 0.11 0.26 ---- 0.03 0.04
 07.10.12 23:00 0.13 0.27 ---- 0.06 0.05
 -------- 00:00 0.13 0.25 ---- 0.09 0.05
 -------- 01:00 0.17 0.24 ---- 0.17 0.06
 -------- 02:00 0.21 0.23 ---- 0.25 0.07
 -------- 03:00 0.26 0.18 ---- 0.31 0.09
 08.10.12 04:00 0.30 0.17 ---- 0.39 0.09
 -------- 05:00 0.29 0.19 ---- 0.43 0.14
 -------- 06:00 0.27 0.21 ---- 0.39 0.12
 -------- 07:00 0.18 0.26 ---- 0.20 0.11
 -------- 08:00 0.17 0.34 ---- 0.14 0.07
 08.10.12 09:00 0.11 0.32 ---- 0.08 0.05
 -------- 10:00 0.10 0.28 ---- 0.06 0.05
 -------- 11:00 0.11 0.29 ---- 0.07 0.04
