 Date Time CO NO2 CHX NO PM10
 17.02.13 12:00 0.08 0.16 1.42 0.06 0.18
 -------- 13:00 0.09 0.14 1.39 0.05 0.21
 -------- 14:00 0.09 0.17 1.41 0.06 0.22
 -------- 15:00 0.09 0.17 1.41 0.05 0.17
 -------- 16:00 0.09 0.19 1.40 0.05 0.16
 17.02.13 17:00 0.09 0.20 1.43 0.05 0.17
 -------- 18:00 0.10 0.20 1.45 0.05 0.16
 -------- 19:00 0.08 0.20 1.48 0.03 0.13
 -------- 20:00 0.09 0.19 1.40 0.05 0.12
 -------- 21:00 0.08 0.14 1.33 0.03 0.08
 17.02.13 22:00 0.08 0.14 1.32 0.04 0.06
 -------- 23:00 0.07 0.14 1.33 0.04 0.06
 -------- 00:00 0.07 0.11 1.30 0.02 0.06
 -------- 01:00 0.05 0.08 1.29 0.01 0.04
 -------- 02:00 0.06 0.09 1.29 0.01 0.03
 18.02.13 03:00 0.04 0.07 1.29 0.01 0.03
 -------- 04:00 0.04 0.07 1.29 0.01 0.03
 -------- 05:00 0.04 0.10 1.29 0.02 0.03
 -------- 06:00 0.05 0.10 1.36 0.02 0.04
 -------- 07:00 0.08 0.17 1.41 0.04 0.04
 18.02.13 08:00 0.09 0.21 1.45 0.06 0.05
 -------- 09:00 0.11 0.23 1.42 0.10 0.05
 -------- 10:00 0.09 0.23 1.39 0.10 0.05
 -------- 11:00 0.09 0.21 1.33 0.10 0.05
 -------- 12:00 0.08 0.17 1.31 0.08 0.07
 18.02.13 13:00 0.08 0.21 1.34 0.08 0.14
 -------- 14:00 0.11 0.32 1.49 0.10 0.09
 -------- 15:00 0.09 0.29 1.56 0.08 0.09
 -------- 16:00 0.09 0.26 1.48 0.09 0.12
 -------- 17:00 0.11 0.29 1.51 0.10 0.17
 18.02.13 18:00 0.11 0.33 1.48 0.10 0.18
 -------- 19:00 0.14 0.32 1.50 0.10 0.09
 -------- 20:00 0.11 0.25 1.40 0.07 0.14
 -------- 21:00 0.11 0.30 1.40 0.09 0.15
 -------- 22:00 0.13 0.33 1.42 0.10 0.13
 18.02.13 23:00 0.11 0.33 1.43 0.10 0.09
 -------- 00:00 0.15 0.37 1.59 0.11 0.09
 -------- 01:00 0.11 0.37 1.77 0.07 0.09
 -------- 02:00 0.11 0.37 1.86 0.07 0.08
 -------- 03:00 0.08 0.35 1.65 0.04 0.08
 19.02.13 04:00 0.07 0.31 1.51 0.03 0.06
 -------- 05:00 0.07 0.27 1.45 0.03 0.05
 -------- 06:00 0.07 0.21 1.47 0.03 0.05
 -------- 07:00 0.11 0.24 1.49 0.04 0.07
 -------- 08:00 0.13 ---- 1.52 ---- 0.07
 19.02.13 09:00 0.10 ---- 1.45 ---- 0.06
 -------- 10:00 0.08 ---- 1.40 ---- 0.06
 -------- 11:00 0.09 ---- 1.44 ---- 0.08
