 Date Time CO NO2 CHX NO PM10
 13.02.13 00:00 0.06 0.15 1.35 0.03 0.07
 -------- 01:00 0.07 0.18 1.39 0.04 0.06
 -------- 02:00 0.06 0.15 1.38 0.02 0.06
 -------- 03:00 0.06 0.14 1.36 0.01 0.06
 -------- 04:00 0.06 0.16 1.37 0.02 0.07
 13.02.13 05:00 0.06 0.19 1.39 0.02 0.08
 -------- 06:00 0.08 0.24 1.42 0.06 0.07
 -------- 07:00 0.11 0.29 1.46 0.13 0.09
 -------- 08:00 0.17 0.33 1.51 0.25 0.10
 -------- 09:00 0.19 0.37 1.54 0.29 0.11
 13.02.13 10:00 0.12 0.39 1.51 0.13 0.10
 -------- 11:00 0.13 0.38 1.47 0.19 0.14
 -------- 12:00 0.09 0.29 1.42 0.07 0.10
 -------- 13:00 0.09 0.31 1.42 0.10 0.11
 -------- 14:00 0.09 0.31 1.45 0.11 0.14
 13.02.13 15:00 0.07 0.26 1.40 0.08 0.13
 -------- 16:00 0.07 0.23 1.41 0.05 0.13
 -------- 17:00 0.11 0.31 1.42 0.11 0.16
 -------- 18:00 0.09 0.29 1.41 0.08 0.17
 -------- 19:00 0.09 0.27 1.38 0.06 0.16
 13.02.13 20:00 0.09 0.29 1.38 0.09 0.16
 -------- 21:00 0.11 0.31 1.39 0.07 0.14
 -------- 22:00 0.11 0.30 1.40 0.08 0.12
 -------- 23:00 0.10 0.31 1.41 0.08 0.12
 -------- 00:00 0.09 0.31 1.41 0.06 0.11
 14.02.13 01:00 0.08 0.26 1.38 0.04 0.10
 -------- 02:00 0.07 0.25 1.38 0.03 0.09
 -------- 03:00 0.06 0.20 1.38 0.01 0.09
 -------- 04:00 0.06 0.20 1.38 0.01 0.08
 -------- 05:00 0.06 0.28 1.41 0.03 0.10
 14.02.13 06:00 0.09 0.38 1.46 0.09 0.11
 -------- 07:00 0.12 0.39 1.46 0.13 0.10
