 Date Time CO NO2 CHX NO PM10
 21.09.12 14:00 0.06 0.15 1.33 0.01 0.11
 -------- 15:00 0.06 0.13 1.33 0.01 0.09
 -------- 16:00 0.06 0.14 1.32 0.02 0.06
 -------- 17:00 0.05 0.10 1.31 0.01 0.07
 -------- 18:00 0.09 0.14 1.36 0.02 0.15
 21.09.12 19:00 0.08 0.09 1.32 0.03 0.08
 -------- 20:00 0.11 0.11 1.32 0.05 0.07
 -------- 21:00 0.11 0.13 1.33 0.06 0.07
 -------- 22:00 0.12 0.13 1.33 0.05 0.07
 -------- 23:00 0.10 0.11 1.32 0.04 0.06
 22.09.12 00:00 0.11 0.11 1.32 0.04 0.06
 -------- 01:00 0.10 0.10 1.32 0.03 0.06
 -------- 02:00 0.09 0.10 1.32 0.03 0.06
 -------- 03:00 0.06 0.07 1.32 0.02 0.06
 -------- 04:00 0.06 0.07 1.33 0.02 0.05
 22.09.12 05:00 0.06 0.07 1.34 0.02 0.05
 -------- 06:00 0.06 0.07 1.34 0.02 0.04
 -------- 07:00 0.07 0.11 1.34 0.03 0.05
 -------- 08:00 0.07 0.12 1.36 0.04 0.06
 -------- 09:00 0.10 0.14 1.33 0.06 0.07
 22.09.12 10:00 0.11 0.14 1.34 0.07 0.08
 -------- 11:00 0.09 0.10 1.33 0.04 0.06
 -------- 12:00 0.08 0.08 1.33 0.03 0.07
 -------- 13:00 0.09 0.09 1.34 0.04 0.09
 -------- 14:00 0.10 0.10 1.35 0.03 0.08
 22.09.12 15:00 0.10 0.13 1.34 0.03 0.10
 -------- 16:00 0.10 0.14 1.35 0.02 0.10
 -------- 17:00 0.13 0.23 1.37 0.05 0.12
 -------- 18:00 0.15 0.23 1.38 0.07 0.13
 -------- 19:00 0.19 0.26 1.43 0.09 0.17
 22.09.12 20:00 0.14 0.22 1.41 0.05 0.15
 -------- 21:00 0.16 0.22 1.46 0.05 0.14
 -------- 22:00 0.16 0.23 1.54 0.05 0.16
 -------- 23:00 0.11 0.23 1.52 0.01 0.18
 -------- 00:00 0.10 0.24 1.53 0.02 0.16
 23.09.12 01:00 0.10 0.25 1.60 0.03 0.15
 -------- 02:00 0.10 0.23 1.51 0.02 0.14
 -------- 03:00 0.13 0.23 1.68 0.07 0.12
 -------- 04:00 0.08 0.19 1.52 0.00 0.08
 -------- 05:00 0.08 0.23 1.55 0.01 0.10
 23.09.12 06:00 0.08 0.22 1.50 0.02 0.10
 -------- 07:00 0.08 0.22 1.47 0.03 0.09
 -------- 08:00 0.08 0.21 1.47 0.03 0.10
 -------- 09:00 0.10 0.23 1.49 0.03 0.11
 -------- 10:00 0.12 0.24 1.56 0.05 0.12
 23.09.12 11:00 0.11 0.21 1.44 0.04 0.10
