 Date Time CO NO2 CHX NO PM10
 20.12.12 12:00 0.12 0.43 1.70 0.38 0.11
 -------- 13:00 0.13 0.46 1.70 0.44 0.11
 -------- 14:00 0.16 0.43 1.82 0.34 0.12
 -------- 15:00 0.18 0.45 1.91 0.37 0.14
 -------- 16:00 0.17 0.41 1.74 0.35 0.12
 20.12.12 17:00 0.18 0.42 1.60 0.32 0.09
 -------- 18:00 0.23 0.43 1.60 0.37 0.10
 -------- 19:00 0.23 0.41 1.57 0.41 0.11
 -------- 20:00 0.25 0.42 1.59 0.48 0.11
 -------- 21:00 0.21 0.41 1.58 0.42 0.09
 20.12.12 22:00 0.21 0.41 1.59 0.41 0.10
 -------- 23:00 0.20 0.39 1.62 0.40 0.10
 -------- 00:00 0.18 0.39 1.60 0.36 0.09
 -------- 01:00 0.15 0.40 1.60 0.32 0.09
 -------- 02:00 0.11 0.36 1.53 0.26 0.09
 21.12.12 03:00 0.09 0.33 1.48 0.15 0.11
 -------- 04:00 0.08 0.34 1.48 0.13 0.09
 -------- 05:00 0.11 0.35 1.50 0.19 0.09
 -------- 06:00 0.11 0.34 1.51 0.20 0.09
 -------- 07:00 0.15 0.37 1.54 0.31 0.11
 21.12.12 08:00 0.19 0.40 1.59 0.41 0.12
 -------- 09:00 0.19 0.38 1.66 0.43 0.12
 -------- 10:00 0.20 0.38 1.68 0.53 0.13
 -------- 11:00 0.21 0.39 1.65 0.50 0.15
 -------- 12:00 0.21 0.40 1.65 0.53 0.17
 21.12.12 13:00 0.20 0.39 1.61 0.49 0.18
 -------- 14:00 0.21 0.41 1.63 0.50 0.21
 -------- 15:00 0.19 0.40 1.60 0.44 0.20
 -------- 16:00 0.17 0.37 1.55 0.38 0.16
 -------- 17:00 0.13 0.36 1.57 0.24 0.13
 21.12.12 18:00 0.13 0.34 1.79 0.23 0.11
 -------- 19:00 0.13 0.34 1.73 0.23 0.10
 -------- 20:00 0.13 0.36 1.60 0.26 0.09
 -------- 21:00 0.13 0.35 1.57 0.22 0.09
 -------- 22:00 0.13 0.33 1.57 0.20 0.09
 21.12.12 23:00 0.11 0.35 1.55 0.19 0.10
 -------- 00:00 0.11 0.35 1.52 0.16 0.10
 -------- 01:00 0.10 0.36 1.50 0.11 0.10
 -------- 02:00 0.09 0.37 1.50 0.14 0.09
 -------- 03:00 0.09 0.36 1.49 0.10 0.09
 22.12.12 04:00 0.08 0.34 1.48 0.10 0.07
 -------- 05:00 0.08 0.34 1.47 0.10 0.09
 -------- 06:00 0.07 0.34 1.48 0.09 0.08
 -------- 07:00 0.07 0.35 1.46 0.09 0.08
 -------- 08:00 0.07 ---- 1.46 ---- 0.08
 22.12.12 09:00 0.08 ---- 1.49 ---- 0.08
 -------- 10:00 0.09 ---- 1.47 ---- 0.09
 -------- 11:00 0.09 ---- 1.45 ---- 0.10
