 Date Time CO NO2 CHX NO PM10
 13.11.12 00:00 0.06 0.13 1.35 0.01 0.05
 -------- 01:00 0.05 0.13 1.34 0.01 0.04
 -------- 02:00 0.04 0.12 1.34 0.00 0.03
 -------- 03:00 0.04 0.09 1.32 0.00 0.03
 -------- 04:00 0.04 0.07 1.33 0.00 0.03
 13.11.12 05:00 0.04 0.08 1.32 0.00 0.03
 -------- 06:00 0.04 0.08 1.32 0.01 0.03
 -------- 07:00 0.06 0.12 1.32 0.01 0.03
 -------- 08:00 0.06 0.12 1.32 0.01 0.03
 -------- 09:00 0.06 0.14 1.33 0.01 0.03
 13.11.12 10:00 0.07 0.14 1.33 0.02 0.03
 -------- 11:00 0.06 0.14 1.32 0.02 0.04
 -------- 12:00 0.07 0.15 1.32 0.03 0.06
 -------- 13:00 0.07 0.15 1.32 0.04 0.07
 -------- 14:00 0.06 0.12 1.31 0.03 0.07
 13.11.12 15:00 0.07 0.15 1.32 0.03 0.08
 -------- 16:00 0.07 0.16 1.32 0.03 0.07
 -------- 17:00 0.06 0.18 1.34 0.02 0.04
 -------- 18:00 0.08 0.19 1.34 0.03 0.08
 -------- 19:00 0.07 0.17 1.32 0.02 0.05
 13.11.12 20:00 0.06 0.15 1.31 0.01 0.04
 -------- 21:00 0.07 0.17 1.33 0.02 0.07
 -------- 22:00 0.06 0.14 1.31 0.02 0.08
 -------- 23:00 0.05 0.10 1.30 0.02 0.06
 -------- 00:00 0.04 0.09 1.30 0.01 0.05
 14.11.12 01:00 0.04 0.07 1.29 0.01 0.03
 -------- 02:00 0.04 0.06 1.29 0.01 0.03
 -------- 03:00 0.04 0.05 1.29 0.01 0.02
 -------- 04:00 0.04 0.09 1.31 0.01 0.04
 -------- 05:00 0.04 0.12 1.30 0.01 0.04
 14.11.12 06:00 0.04 0.11 1.29 0.01 0.05
 -------- 07:00 0.06 0.14 1.30 0.02 0.09
 -------- 08:00 0.07 0.14 1.30 0.02 0.11
 -------- 09:00 0.07 0.18 1.30 0.03 0.14
 -------- 10:00 0.08 0.18 1.31 0.04 0.13
 14.11.12 11:00 0.07 0.14 1.30 0.03 0.11
 -------- 12:00 0.06 0.13 1.30 0.03 0.11
 -------- 13:00 0.06 0.14 1.31 0.04 0.11
 -------- 14:00 0.05 0.12 1.30 0.03 0.11
 -------- 15:00 0.06 0.14 1.30 0.04 0.07
 14.11.12 16:00 0.06 0.18 1.32 0.03 0.09
 -------- 17:00 0.07 0.17 1.32 0.02 0.08
 -------- 18:00 0.07 0.17 1.33 0.03 0.06
 -------- 19:00 0.07 0.16 1.33 0.02 0.03
 -------- 20:00 0.06 0.13 1.31 0.01 0.03
 14.11.12 21:00 0.05 0.12 1.32 0.02 0.03
 -------- 22:00 0.06 0.14 1.33 0.02 0.03
 -------- 23:00 0.04 0.12 1.32 0.01 0.02
