 Date Time CO NO2 CHX NO PM10
 13.04.13 12:00 0.04 0.19 1.34 0.03 0.11
 -------- 13:00 0.04 0.13 1.32 0.01 0.09
 -------- 14:00 0.04 0.12 1.31 0.01 0.09
 -------- 15:00 0.04 0.12 1.32 0.01 0.11
 -------- 16:00 0.05 0.12 1.32 0.01 0.10
 13.04.13 17:00 0.06 0.14 1.33 0.01 0.10
 -------- 18:00 0.06 0.18 1.33 0.01 0.11
 -------- 19:00 0.06 0.18 1.34 0.00 0.09
 -------- 20:00 0.08 0.35 1.37 0.00 0.13
 -------- 21:00 0.08 0.33 1.45 ---- 0.12
 13.04.13 22:00 0.08 0.48 1.41 0.01 0.14
 -------- 23:00 0.08 0.62 1.52 0.04 0.17
 -------- 00:00 0.08 0.61 1.59 0.03 0.17
 -------- 01:00 0.07 0.41 1.44 0.01 0.13
 -------- 02:00 0.07 0.33 1.54 ---- 0.09
 14.04.13 03:00 0.07 0.37 1.48 0.00 0.10
 -------- 04:00 0.07 0.36 1.44 0.00 0.11
 -------- 05:00 0.06 0.35 1.46 ---- 0.09
 -------- 06:00 0.06 0.39 1.48 0.00 0.10
 -------- 07:00 0.06 0.37 1.47 0.01 0.11
 14.04.13 08:00 0.06 0.38 1.48 0.02 0.13
 -------- 09:00 0.07 0.42 1.50 0.04 0.15
 -------- 10:00 0.08 0.45 1.50 0.09 0.19
 -------- 11:00 0.07 0.43 1.46 0.08 0.19
 -------- 12:00 0.07 0.41 1.43 0.07 0.19
 14.04.13 13:00 0.06 0.34 1.38 0.05 0.17
 -------- 14:00 0.07 0.27 1.37 0.02 0.16
 -------- 15:00 0.08 0.23 1.35 0.02 0.14
 -------- 16:00 0.08 0.21 1.35 0.01 0.13
 -------- 17:00 0.08 0.24 1.36 0.01 0.12
 14.04.13 18:00 0.09 0.26 1.36 0.01 0.13
 -------- 19:00 0.10 0.25 1.38 0.01 0.14
 -------- 20:00 0.11 0.28 1.42 ---- 0.16
 -------- 21:00 0.10 0.31 1.37 ---- 0.16
 -------- 22:00 0.08 0.36 1.39 0.00 0.16
 14.04.13 23:00 0.10 0.48 1.46 0.01 0.16
 -------- 00:00 0.18 0.63 1.59 0.18 0.28
 -------- 01:00 0.11 0.64 1.62 0.03 0.21
 -------- 02:00 0.09 0.56 1.64 0.01 0.15
 -------- 03:00 0.07 0.50 1.55 0.00 0.13
 15.04.13 04:00 0.06 0.42 1.50 ---- 0.10
 -------- 05:00 0.10 0.51 1.55 0.17 0.25
 -------- 06:00 0.15 0.56 1.59 0.37 0.25
 -------- 07:00 0.23 0.59 1.71 0.49 0.37
 -------- 08:00 0.25 0.63 1.79 0.49 0.80
 15.04.13 09:00 0.14 0.67 1.65 0.23 0.29
 -------- 10:00 0.15 0.58 1.65 0.16 0.30
 -------- 11:00 0.17 0.59 1.63 0.14 0.35
