 Date Time CO NO2 CHX NO PM10
 10.12.12 12:00 0.10 0.18 1.52 0.12 0.05
 -------- 13:00 0.11 0.18 1.51 0.14 0.06
 -------- 14:00 0.14 0.20 1.56 0.22 0.07
 -------- 15:00 0.15 0.20 1.63 0.24 0.07
 -------- 16:00 0.16 0.23 1.71 0.22 0.08
 10.12.12 17:00 0.13 0.20 1.58 0.14 0.07
 -------- 18:00 0.10 0.18 1.47 0.07 0.06
 -------- 19:00 0.09 0.17 1.49 0.05 0.05
 -------- 20:00 0.08 0.16 1.49 0.04 0.05
 -------- 21:00 0.06 0.18 1.40 0.02 0.05
 10.12.12 22:00 0.04 0.17 1.34 0.00 0.08
 -------- 23:00 0.04 0.15 1.33 0.00 0.03
 -------- 00:00 0.04 0.14 1.33 0.00 0.03
 -------- 01:00 0.04 0.11 1.33 0.00 0.02
 -------- 02:00 0.04 0.17 1.33 0.00 0.03
 11.12.12 03:00 0.04 0.16 1.33 0.00 0.04
 -------- 04:00 0.04 0.13 1.30 0.00 0.03
 -------- 05:00 0.04 0.16 1.31 ---- 0.03
 -------- 06:00 0.04 0.18 1.32 0.00 0.04
 -------- 07:00 0.05 0.17 1.32 0.00 0.04
 11.12.12 08:00 0.06 0.20 1.33 0.01 0.04
 -------- 09:00 0.05 0.22 1.32 0.01 0.04
 -------- 10:00 0.04 0.19 1.31 0.01 0.04
 -------- 11:00 0.04 0.15 1.31 0.01 0.04
 -------- 12:00 0.07 0.20 1.33 0.02 0.05
 11.12.12 13:00 0.06 0.22 1.34 0.02 0.06
 -------- 14:00 0.06 0.21 1.33 0.02 0.05
 -------- 15:00 0.06 0.24 1.32 0.03 0.04
 -------- 16:00 0.08 0.31 1.37 0.04 0.06
 -------- 17:00 0.06 0.30 1.37 0.02 0.06
 11.12.12 18:00 0.06 0.28 1.39 0.01 0.05
 -------- 19:00 0.06 0.23 1.34 0.00 0.03
 -------- 20:00 0.06 0.23 1.36 0.02 0.05
 -------- 21:00 0.06 0.23 1.36 0.02 0.03
 -------- 22:00 0.06 0.24 1.36 0.02 0.03
 11.12.12 23:00 0.06 0.25 1.35 0.03 0.04
 -------- 00:00 0.06 0.25 1.35 0.02 0.04
 -------- 01:00 0.06 0.26 1.33 0.03 0.04
 -------- 02:00 0.05 0.25 1.32 0.02 0.03
 -------- 03:00 0.04 0.23 1.31 0.01 0.03
 12.12.12 04:00 0.04 0.22 1.31 0.01 0.03
 -------- 05:00 0.04 0.23 1.32 0.01 0.03
 -------- 06:00 0.04 0.23 1.34 0.01 0.04
 -------- 07:00 0.06 0.26 1.37 0.02 0.04
 -------- 08:00 0.08 0.26 ---- 0.04 0.05
 12.12.12 09:00 0.07 0.27 ---- 0.05 0.06
 -------- 10:00 0.06 0.24 ---- 0.05 0.06
 -------- 11:00 0.08 0.23 ---- 0.09 0.07
