 Date Time CO NO2 CHX NO PM10
 22.11.12 12:00 0.12 0.25 1.40 0.11 0.15
 -------- 13:00 0.11 0.27 1.37 0.06 0.14
 -------- 14:00 0.08 0.24 1.34 0.02 0.12
 -------- 15:00 0.09 0.24 1.35 0.02 0.13
 -------- 16:00 0.08 0.24 1.32 0.01 0.11
 22.11.12 17:00 0.07 0.24 1.32 0.01 0.11
 -------- 18:00 0.04 0.15 1.31 ---- 0.08
 -------- 19:00 0.05 0.15 1.29 0.00 0.08
 -------- 20:00 0.04 0.13 1.29 ---- 0.07
 -------- 21:00 0.04 0.11 1.30 ---- 0.08
 22.11.12 22:00 0.04 0.12 1.32 0.00 0.07
 -------- 23:00 0.04 0.13 1.31 0.00 0.07
 -------- 00:00 0.04 0.11 1.31 0.00 0.06
 -------- 01:00 0.04 0.14 1.33 0.00 0.07
 -------- 02:00 0.05 0.15 1.33 0.00 0.06
 23.11.12 03:00 0.06 0.13 1.33 0.00 0.05
 -------- 04:00 0.05 0.11 1.32 ---- 0.05
 -------- 05:00 0.04 0.12 1.32 ---- 0.04
 -------- 06:00 0.06 0.17 1.33 0.01 0.05
 -------- 07:00 0.06 0.18 1.32 0.01 0.06
 23.11.12 08:00 0.06 0.17 1.32 0.01 0.07
 -------- 09:00 0.07 0.18 1.32 0.01 0.08
 -------- 10:00 0.08 0.21 1.36 0.03 0.12
 -------- 11:00 0.11 0.21 1.41 0.05 0.17
 -------- 12:00 0.09 0.20 1.39 0.06 0.13
 23.11.12 13:00 0.09 0.20 1.39 0.06 0.13
 -------- 14:00 0.08 0.21 1.40 0.07 0.14
 -------- 15:00 0.08 0.23 1.42 0.06 0.14
 -------- 16:00 0.08 0.27 1.43 0.06 0.15
 -------- 17:00 0.13 0.30 1.50 0.13 0.21
 23.11.12 18:00 0.11 0.29 1.48 0.10 0.18
 -------- 19:00 0.11 0.29 1.51 0.10 0.18
 -------- 20:00 0.09 0.28 1.41 0.05 0.18
 -------- 21:00 0.08 0.26 1.38 0.03 0.13
 -------- 22:00 0.06 0.23 1.38 0.01 0.12
 23.11.12 23:00 0.06 0.23 1.37 0.01 0.09
 -------- 00:00 0.08 0.26 1.45 0.04 0.10
 -------- 01:00 0.07 0.25 1.47 0.04 0.09
 -------- 02:00 0.06 0.23 1.43 0.03 0.08
 -------- 03:00 0.06 0.23 1.42 0.02 0.06
 24.11.12 04:00 0.04 0.20 1.39 0.02 0.06
 -------- 05:00 0.04 0.21 1.41 0.03 0.05
 -------- 06:00 0.05 0.19 1.37 0.02 0.05
 -------- 07:00 0.06 0.19 1.35 0.03 0.06
 -------- 08:00 0.07 0.20 1.38 0.06 0.06
 24.11.12 09:00 0.08 0.20 1.38 0.09 0.08
 -------- 10:00 0.09 0.19 1.39 0.09 0.10
 -------- 11:00 0.10 0.19 1.39 0.10 0.12
