 Date Time CO NO2 CHX NO PM10
 17.10.12 12:00 0.13 0.14 1.47 0.21 0.16
 -------- 13:00 0.13 0.13 1.49 0.14 0.17
 -------- 14:00 0.12 0.14 1.49 0.13 0.13
 -------- 15:00 0.11 0.18 1.47 0.09 0.14
 -------- 16:00 0.12 0.23 1.46 0.09 0.11
 17.10.12 17:00 0.13 0.25 1.58 0.11 0.13
 -------- 18:00 0.14 0.25 1.59 0.11 0.13
 -------- 19:00 0.11 0.20 1.46 0.07 0.12
 -------- 20:00 0.10 0.18 1.46 0.08 0.12
 -------- 21:00 0.11 0.17 1.45 0.08 0.14
 17.10.12 22:00 0.09 0.19 1.44 0.05 0.15
 -------- 23:00 0.09 0.20 1.43 0.05 0.15
 -------- 00:00 0.13 0.21 1.46 0.08 0.14
 -------- 01:00 0.12 0.21 1.44 0.08 0.12
 -------- 02:00 0.10 0.21 1.44 0.08 0.10
 18.10.12 03:00 0.10 0.20 1.46 0.07 0.09
 -------- 04:00 0.10 0.19 1.48 0.08 0.08
 -------- 05:00 0.10 0.17 1.49 0.10 0.10
 -------- 06:00 0.13 0.18 1.55 0.17 0.12
 -------- 07:00 0.20 0.19 1.64 0.28 0.11
 18.10.12 08:00 0.32 0.18 1.73 0.49 0.14
 -------- 09:00 0.45 0.21 1.84 0.57 0.15
 -------- 10:00 0.45 0.24 2.03 0.59 0.14
 -------- 11:00 0.19 0.19 1.89 0.20 0.09
 -------- 12:00 0.10 0.14 1.40 0.10 0.05
 18.10.12 13:00 0.07 0.11 1.36 0.08 0.02
 -------- 14:00 0.06 0.12 1.35 0.07 0.03
 -------- 15:00 0.09 0.13 1.37 0.11 0.04
 -------- 16:00 0.07 0.14 1.35 0.08 0.03
 -------- 17:00 0.09 0.15 1.36 0.10 0.03
 18.10.12 18:00 0.09 0.18 1.36 0.09 0.04
 -------- 19:00 0.12 0.20 1.37 0.08 0.04
 -------- 20:00 0.11 0.17 1.36 0.07 0.04
 -------- 21:00 0.15 0.16 1.37 0.09 0.05
 -------- 22:00 0.13 0.14 1.34 0.08 0.06
 18.10.12 23:00 0.13 0.14 1.39 0.10 0.08
 -------- 00:00 0.11 0.15 1.39 0.09 0.08
 -------- 01:00 0.09 0.12 1.32 0.06 0.06
 -------- 02:00 0.07 0.13 1.33 0.04 0.05
 -------- 03:00 0.07 0.13 1.33 0.05 0.04
 19.10.12 04:00 0.07 0.12 1.33 0.04 0.04
 -------- 05:00 0.09 0.14 1.40 0.06 0.05
 -------- 06:00 0.09 0.14 1.45 0.09 0.05
 -------- 07:00 0.14 0.15 1.52 0.20 0.07
 -------- 08:00 0.21 0.18 1.67 0.27 0.08
 19.10.12 09:00 0.21 0.19 1.68 0.27 0.08
 -------- 10:00 0.20 0.21 1.61 0.26 0.09
 -------- 11:00 0.17 0.21 1.49 0.19 0.09
