 Date Time CO NO2 CHX NO PM10
 08.04.13 12:00 0.06 0.20 1.33 0.03 0.10
 -------- 13:00 0.05 0.12 1.30 0.02 0.09
 -------- 14:00 0.05 0.12 1.30 0.02 0.06
 -------- 15:00 0.05 0.13 1.31 0.02 0.09
 -------- 16:00 0.05 0.12 1.29 0.02 0.07
 08.04.13 17:00 0.04 0.06 1.30 0.00 0.04
 -------- 18:00 0.05 0.08 1.29 0.00 0.05
 -------- 19:00 0.04 0.12 1.30 0.00 0.05
 -------- 20:00 0.06 0.19 1.32 0.01 0.08
 -------- 21:00 0.11 0.39 1.35 0.07 0.22
 08.04.13 22:00 0.24 0.61 1.44 0.30 0.50
 -------- 23:00 0.29 0.66 1.52 0.48 0.69
 -------- 00:00 0.29 0.65 1.59 0.56 0.61
 -------- 01:00 0.30 0.61 1.65 0.58 0.60
 -------- 02:00 0.26 0.59 1.66 0.47 0.46
 09.04.13 03:00 0.25 0.58 1.67 0.50 0.66
 -------- 04:00 0.19 0.57 1.67 0.40 0.31
 -------- 05:00 0.20 0.57 1.67 0.46 0.27
 -------- 06:00 0.20 0.59 1.71 0.51 0.35
 -------- 07:00 0.18 0.62 1.71 0.32 0.62
 09.04.13 08:00 0.20 0.62 1.74 0.33 0.58
 -------- 09:00 0.15 0.54 1.58 0.21 0.35
 -------- 10:00 0.11 0.42 1.45 0.11 0.25
 -------- 11:00 0.09 0.43 1.40 0.10 0.28
 -------- 12:00 0.11 0.38 1.40 0.07 0.16
 09.04.13 13:00 0.08 0.33 1.37 0.04 0.11
 -------- 14:00 0.11 0.51 1.39 0.10 0.21
 -------- 15:00 0.11 0.43 1.38 0.10 0.19
 -------- 16:00 0.11 0.43 1.40 0.06 0.10
 -------- 17:00 0.09 0.36 1.37 0.04 0.11
 09.04.13 18:00 0.10 0.38 1.37 0.06 0.25
 -------- 19:00 0.11 0.48 1.38 0.07 0.24
 -------- 20:00 0.18 0.60 1.40 0.13 0.41
 -------- 21:00 0.25 0.67 1.51 0.33 0.66
 -------- 22:00 0.35 0.68 1.59 0.51 0.90
 09.04.13 23:00 0.33 0.64 1.58 0.52 0.70
 -------- 00:00 0.25 0.63 1.60 0.42 0.55
 -------- 01:00 0.26 0.62 1.67 0.46 0.51
 -------- 02:00 0.26 0.59 1.73 0.41 0.36
 -------- 03:00 0.23 0.59 1.74 0.47 0.25
 10.04.13 04:00 0.19 0.59 1.75 0.45 0.22
 -------- 05:00 0.21 0.58 1.90 0.48 0.23
 -------- 06:00 0.21 0.59 1.95 0.52 0.23
 -------- 07:00 0.24 0.64 1.99 0.61 0.35
 -------- 08:00 0.20 0.68 2.00 0.33 0.33
 10.04.13 09:00 0.10 0.51 1.66 0.10 0.16
 -------- 10:00 0.08 0.52 1.51 0.14 0.17
 -------- 11:00 0.05 0.37 1.41 0.07 0.12
