 Date Time CO NO2 CHX NO PM10
 03.04.13 12:00 0.14 0.42 ---- 0.14 0.10
 -------- 13:00 0.12 0.31 ---- 0.11 0.10
 -------- 14:00 0.10 0.26 ---- 0.10 0.07
 -------- 15:00 0.08 0.22 ---- 0.08 0.05
 -------- 16:00 0.09 0.24 ---- 0.08 0.05
 03.04.13 17:00 0.09 0.26 ---- 0.09 0.07
 -------- 18:00 0.08 0.23 ---- 0.06 0.07
 -------- 19:00 0.07 0.21 ---- 0.05 0.07
 -------- 20:00 0.11 0.28 ---- 0.06 0.09
 -------- 21:00 0.11 0.30 ---- 0.07 0.10
 03.04.13 22:00 0.14 0.44 ---- 0.14 0.19
 -------- 23:00 0.14 0.49 ---- 0.14 0.20
 -------- 00:00 0.13 0.45 ---- 0.10 0.14
 -------- 01:00 0.11 0.46 ---- 0.12 0.09
 -------- 02:00 0.13 0.44 ---- 0.15 0.26
 04.04.13 03:00 0.10 0.42 ---- 0.10 0.06
 -------- 04:00 0.07 0.39 ---- 0.05 0.05
 -------- 05:00 0.06 0.35 ---- 0.05 0.03
 -------- 06:00 0.07 0.36 ---- 0.03 0.04
 -------- 07:00 0.11 0.45 ---- 0.08 0.06
 04.04.13 08:00 0.09 0.36 ---- 0.07 0.12
 -------- 09:00 0.09 0.27 ---- 0.07 0.21
 -------- 10:00 0.07 0.26 ---- 0.06 0.17
 -------- 11:00 0.05 0.20 ---- 0.03 0.08
 -------- 12:00 0.06 0.18 ---- 0.03 0.06
 04.04.13 13:00 0.06 0.21 0.77 0.05 0.17
 -------- 14:00 0.05 0.15 1.20 0.03 0.18
 -------- 15:00 0.06 0.18 1.30 0.04 0.13
 -------- 16:00 0.06 0.20 1.26 0.04 0.12
 -------- 17:00 0.06 0.21 1.26 0.03 0.10
 04.04.13 18:00 0.08 0.25 1.27 0.03 0.12
 -------- 19:00 0.06 0.24 1.27 0.02 0.10
 -------- 20:00 0.08 0.31 1.30 0.04 0.16
 -------- 21:00 0.09 0.37 1.37 0.05 0.20
 -------- 22:00 0.09 0.35 1.30 0.04 0.18
 04.04.13 23:00 0.09 0.38 1.33 0.04 0.13
 -------- 00:00 0.06 0.23 1.36 0.00 0.06
 -------- 01:00 0.05 0.20 1.39 0.00 0.05
 -------- 02:00 0.04 0.15 1.43 ---- 0.05
 -------- 03:00 0.05 0.21 1.46 0.01 0.06
 05.04.13 04:00 0.04 0.20 1.41 ---- 0.05
 -------- 05:00 0.05 0.24 1.43 0.00 0.06
 -------- 06:00 0.06 0.29 1.52 0.01 0.07
 -------- 07:00 0.07 0.30 1.48 0.01 0.07
 -------- 08:00 0.11 0.36 1.41 0.03 0.10
 05.04.13 09:00 0.09 0.34 1.46 0.04 0.09
 -------- 10:00 0.09 0.35 1.41 0.05 0.09
 -------- 11:00 0.10 0.36 1.42 0.07 0.11
