 Date Time CO SO2 H2S NO2 CHX NO PM10
 13.02.13 12:00 0.02 0.02 0.12 0.33 1.60 0.09 0.09
 -------- 13:00 0.02 0.03 0.25 0.29 1.60 0.08 0.09
 -------- 14:00 0.02 0.02 0.21 0.24 1.61 0.07 0.08
 -------- 15:00 0.02 0.02 0.12 0.13 1.53 0.04 0.05
 -------- 16:00 0.02 0.02 0.17 0.24 1.63 0.05 0.07
 13.02.13 17:00 0.02 0.02 0.17 0.22 1.64 0.04 0.07
 -------- 18:00 0.02 0.01 0.12 0.21 1.63 0.04 0.07
 -------- 19:00 0.03 0.01 0.12 0.39 2.53 0.06 0.09
 -------- 20:00 0.03 0.01 0.12 0.45 2.36 0.10 0.09
 -------- 21:00 0.02 0.01 0.12 0.43 2.55 0.05 0.08
 13.02.13 22:00 0.02 0.01 0.12 0.40 1.72 0.04 0.07
 -------- 23:00 0.02 0.01 0.17 0.40 2.95 0.04 0.07
 -------- 00:00 0.02 0.01 0.12 0.32 2.09 0.03 0.08
 -------- 01:00 ---- 0.01 0.12 0.32 1.61 0.03 0.07
 -------- 02:00 ---- 0.01 0.12 0.34 1.57 0.03 0.07
 14.02.13 03:00 0.02 0.01 0.12 0.33 1.55 0.03 0.07
 -------- 04:00 0.02 0.01 0.12 0.31 1.55 0.03 0.07
 -------- 05:00 ---- 0.00 0.12 0.24 1.53 0.03 0.06
 -------- 06:00 ---- 0.00 0.12 0.25 1.54 0.04 0.06
 -------- 07:00 0.02 0.00 0.12 0.25 1.55 0.04 0.06
 14.02.13 08:00 0.02 0.00 0.12 0.24 1.56 0.04 0.06
 -------- 09:00 0.02 0.00 0.12 0.26 1.57 0.04 0.06
 -------- 10:00 0.02 0.00 ---- 0.24 1.58 0.05 0.07
 -------- 11:00 0.02 0.01 ---- 0.23 1.60 0.06 0.08
 -------- 12:00 0.03 0.01 0.12 0.26 2.16 0.07 0.08
 14.02.13 13:00 0.03 0.02 0.12 0.26 1.99 0.07 0.08
 -------- 14:00 0.02 0.01 0.17 0.18 1.53 0.05 0.06
 -------- 15:00 0.03 0.01 0.17 0.23 1.52 0.05 0.07
 -------- 16:00 0.02 0.01 0.12 0.27 1.53 0.06 0.07
 -------- 17:00 0.03 0.01 0.33 0.30 4.19 0.05 0.07
 14.02.13 18:00 0.06 0.01 0.33 0.32 5.17 0.05 0.07
 -------- 19:00 0.03 0.01 0.42 0.45 7.04 0.04 0.08
 -------- 20:00 0.02 0.01 0.42 0.47 5.96 0.04 0.08
 -------- 21:00 0.02 0.01 0.38 0.44 5.90 0.04 0.09
 -------- 22:00 0.02 0.01 0.25 0.40 3.88 0.04 0.10
 14.02.13 23:00 0.02 0.00 0.12 0.38 2.79 0.04 0.10
 -------- 00:00 ---- 0.00 0.12 0.46 2.43 0.04 0.10
 -------- 01:00 ---- 0.01 0.21 0.41 2.14 0.03 0.09
 -------- 02:00 ---- 0.00 0.12 0.34 1.96 0.03 0.08
 -------- 03:00 ---- 0.00 0.12 0.33 1.86 0.03 0.09
 15.02.13 04:00 ---- 0.00 ---- 0.40 1.80 0.04 0.09
 -------- 05:00 ---- ---- ---- 0.34 2.60 0.04 0.09
 -------- 06:00 ---- 0.00 ---- 0.32 3.30 0.04 0.12
 -------- 07:00 0.02 ---- 0.12 0.33 3.15 0.05 0.11
 -------- 08:00 0.02 ---- ---- 0.38 2.15 0.04 0.14
 15.02.13 09:00 0.02 0.00 0.12 0.47 3.17 0.09 0.15
 -------- 10:00 0.02 0.00 ---- 0.45 2.67 0.10 0.12
 -------- 11:00 0.02 0.00 ---- 0.43 1.74 0.11 0.14
