 Date Time CO SO2 H2S NO2 CHX NO PM10
 06.01.13 00:00 ---- 0.00 ---- ---- 1.58 0.06 0.02
 -------- 01:00 ---- 0.00 0.12 0.01 1.59 0.06 0.02
 -------- 02:00 ---- 0.00 0.12 0.01 1.60 0.06 0.02
 -------- 03:00 ---- 0.00 0.12 ---- 1.60 0.06 0.02
 -------- 04:00 ---- 0.00 0.12 0.01 1.61 0.06 0.02
 06.01.13 05:00 ---- 0.00 0.12 0.02 1.61 0.06 0.02
 -------- 06:00 ---- 0.00 0.12 0.02 1.62 0.06 0.02
 -------- 07:00 0.02 0.00 0.12 0.04 1.64 0.06 0.02
 -------- 08:00 0.02 0.00 0.12 0.05 1.65 0.06 0.02
 -------- 09:00 0.02 0.00 0.12 0.06 1.68 0.07 0.03
 06.01.13 10:00 0.02 0.00 0.12 0.05 1.69 0.08 0.02
 -------- 11:00 0.02 0.00 0.12 0.02 1.68 0.08 0.03
 -------- 12:00 0.02 0.00 0.12 ---- 1.67 0.08 0.02
 -------- 13:00 0.02 0.01 0.12 ---- 1.62 ---- 0.02
 -------- 14:00 0.02 0.00 0.12 ---- 1.61 ---- 0.02
 06.01.13 15:00 0.02 0.00 0.12 ---- 1.59 ---- 0.02
 -------- 16:00 0.02 0.00 0.12 ---- 1.64 ---- 0.02
 -------- 17:00 0.02 0.00 0.12 ---- 1.61 ---- 0.02
 -------- 18:00 0.02 0.00 0.12 ---- 1.59 ---- 0.02
 -------- 19:00 0.02 0.00 0.12 ---- 1.61 ---- 0.03
 06.01.13 20:00 0.02 0.00 0.12 ---- 1.61 ---- 0.03
 -------- 21:00 0.02 0.00 0.12 ---- 1.61 ---- 0.03
 -------- 22:00 0.02 0.00 0.12 ---- 1.62 ---- 0.02
 -------- 23:00 0.02 0.00 ---- ---- 1.63 ---- 0.03
 -------- 00:00 0.02 0.00 0.12 ---- 1.62 ---- 0.02
 07.01.13 01:00 0.02 0.01 0.12 ---- 1.65 ---- 0.02
 -------- 02:00 0.02 0.01 ---- ---- 1.63 ---- 0.02
 -------- 03:00 0.02 0.00 0.12 ---- 1.59 ---- 0.02
 -------- 04:00 0.02 0.01 0.12 ---- 1.57 ---- 0.02
 -------- 05:00 0.02 0.00 0.12 ---- 1.56 ---- 0.02
 07.01.13 06:00 0.02 0.00 0.12 ---- 1.56 ---- 0.02
 -------- 07:00 0.02 0.00 0.12 ---- 1.56 0.06 0.02
 -------- 08:00 ---- 0.00 0.12 ---- 1.56 0.07 0.02
 -------- 09:00 ---- 0.01 ---- ---- 1.57 0.07 0.02
 -------- 10:00 ---- 0.01 0.12 ---- 1.57 0.07 0.02
 07.01.13 11:00 ---- 0.01 0.12 ---- 1.57 0.07 0.02
 -------- 12:00 ---- 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 13:00 ---- 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 14:00 0.02 0.01 0.12 ---- 1.59 0.07 0.02
 -------- 15:00 0.02 0.01 0.12 ---- 1.61 0.07 0.02
 07.01.13 16:00 0.02 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 17:00 0.02 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 18:00 0.02 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 19:00 0.02 0.01 0.12 ---- 1.59 0.07 0.02
 -------- 20:00 0.02 0.01 0.12 ---- 1.60 0.06 0.02
 07.01.13 21:00 0.02 0.01 0.12 ---- 1.60 0.07 0.02
 -------- 22:00 0.02 0.01 0.12 ---- 1.60 0.07 0.02
 -------- 23:00 0.02 0.01 0.12 ---- 1.60 0.06 0.02
