 Date Time CO SO2 H2S NO2 CHX NO PM10
 10.01.13 00:00 0.02 0.00 ---- 0.31 1.66 0.08 0.02
 -------- 01:00 ---- 0.00 ---- 0.29 1.64 0.08 0.02
 -------- 02:00 ---- 0.00 ---- 0.17 1.62 0.07 0.01
 -------- 03:00 ---- 0.01 ---- 0.09 1.60 0.07 0.02
 -------- 04:00 ---- 0.01 ---- 0.04 1.60 0.07 0.02
 10.01.13 05:00 ---- 0.01 ---- 0.06 1.60 0.07 0.01
 -------- 06:00 ---- 0.02 0.12 0.18 1.63 0.09 0.02
 -------- 07:00 0.02 0.07 0.12 0.29 1.67 0.10 0.03
 -------- 08:00 0.02 0.02 0.12 0.25 1.70 0.10 0.04
 -------- 09:00 0.02 0.01 ---- 0.29 1.69 0.11 0.03
 10.01.13 10:00 0.02 0.01 ---- 0.27 1.70 0.12 0.03
 -------- 11:00 0.02 0.01 ---- 0.26 1.72 0.15 0.04
 -------- 12:00 0.02 0.01 ---- 0.19 1.69 0.14 0.03
 -------- 13:00 0.02 0.01 ---- 0.15 1.67 0.12 0.03
 -------- 14:00 0.02 0.01 ---- 0.19 1.68 0.12 0.03
 10.01.13 15:00 0.02 0.01 0.19 0.18 1.69 0.11 0.04
 -------- 16:00 0.02 0.01 0.17 0.18 1.66 0.10 0.04
 -------- 17:00 0.02 0.01 0.21 0.18 1.63 0.09 0.04
 -------- 18:00 0.02 0.01 0.17 0.20 1.65 0.08 0.04
 -------- 19:00 0.02 0.01 0.21 0.22 1.65 0.08 0.03
 10.01.13 20:00 0.02 0.01 0.21 0.18 1.65 0.09 0.04
 -------- 21:00 0.02 0.01 0.17 0.15 1.61 0.08 0.04
 -------- 22:00 0.02 0.01 0.21 0.17 1.61 0.08 0.03
 -------- 23:00 0.02 0.01 0.12 0.17 1.63 0.08 0.03
 -------- 00:00 0.02 0.01 0.12 0.12 1.62 0.08 0.03
 11.01.13 01:00 0.02 0.01 0.12 0.16 1.64 0.07 0.03
 -------- 02:00 0.02 0.01 0.50 0.16 1.68 0.08 0.04
 -------- 03:00 0.02 0.01 0.71 0.16 1.77 0.08 0.04
 -------- 04:00 0.02 0.01 0.62 0.13 1.75 0.08 0.03
 -------- 05:00 ---- 0.01 0.38 0.12 1.75 0.08 0.03
 11.01.13 06:00 0.02 0.01 0.12 0.18 1.67 0.09 0.03
 -------- 07:00 0.02 0.01 ---- 0.19 1.69 0.10 0.03
 -------- 08:00 0.02 0.01 0.12 0.23 1.67 0.10 0.04
 -------- 09:00 ---- 0.01 0.12 0.22 1.78 0.10 0.04
 -------- 10:00 ---- 0.01 0.12 0.17 1.78 0.10 0.04
 11.01.13 11:00 0.02 0.01 0.12 0.08 1.74 0.10 0.05
 -------- 12:00 ---- 0.01 0.12 0.07 1.77 0.11 0.06
 -------- 13:00 ---- 0.01 0.12 0.06 1.77 0.11 0.05
 -------- 14:00 ---- 0.01 0.12 0.08 1.70 0.11 0.05
 -------- 15:00 ---- 0.02 0.12 0.10 1.83 0.11 0.06
 11.01.13 16:00 ---- 0.02 0.17 0.12 2.19 0.10 0.07
 -------- 17:00 ---- 0.01 0.21 0.13 2.42 0.08 0.06
 -------- 18:00 0.02 0.01 0.25 0.12 2.46 0.08 0.06
 -------- 19:00 0.02 0.01 0.21 0.14 2.05 0.08 0.05
 -------- 20:00 0.02 0.01 0.12 0.12 1.74 0.08 0.05
 11.01.13 21:00 0.02 0.01 0.12 0.10 1.74 0.08 0.05
 -------- 22:00 0.02 0.01 0.12 0.09 1.72 0.11 0.05
 -------- 23:00 0.02 0.01 0.12 0.09 1.72 0.11 0.05
