 Date Time CO SO2 H2S NO2 CHX NO PM10
 23.03.13 12:00 0.04 0.01 0.17 0.09 1.47 0.04 0.03
 -------- 13:00 0.04 0.01 0.21 0.07 1.74 0.04 0.03
 -------- 14:00 0.04 0.01 0.17 0.08 1.42 0.04 0.03
 -------- 15:00 0.04 0.01 0.12 0.07 1.39 0.04 0.02
 -------- 16:00 0.04 0.00 0.12 0.06 1.40 0.03 0.02
 23.03.13 17:00 0.03 0.00 ---- 0.07 1.40 0.03 0.03
 -------- 18:00 0.03 0.00 ---- 0.08 1.40 0.03 0.04
 -------- 19:00 0.05 ---- ---- 0.09 1.40 0.03 0.03
 -------- 20:00 0.06 ---- ---- 0.09 1.40 0.03 0.03
 -------- 21:00 0.06 ---- ---- 0.10 1.40 0.03 0.03
 23.03.13 22:00 0.06 ---- ---- 0.09 1.40 0.03 0.03
 -------- 23:00 0.06 ---- ---- 0.09 1.41 0.03 0.02
 -------- 00:00 0.05 0.01 0.12 0.09 1.41 0.03 0.02
 -------- 01:00 0.05 0.01 0.12 0.09 1.40 0.03 0.02
 -------- 02:00 0.05 0.01 0.12 0.08 1.40 0.03 0.02
 24.03.13 03:00 0.04 0.01 0.12 0.07 1.40 0.03 0.02
 -------- 04:00 0.04 0.01 ---- 0.06 1.40 0.03 0.02
 -------- 05:00 0.05 0.01 0.12 0.06 1.41 0.03 0.02
 -------- 06:00 0.04 0.01 0.12 0.06 1.42 0.03 0.03
 -------- 07:00 0.03 0.01 0.12 0.06 1.39 0.03 0.05
 24.03.13 08:00 0.02 0.00 ---- 0.06 1.39 0.03 0.06
 -------- 09:00 0.02 ---- ---- 0.06 1.39 0.03 0.05
 -------- 10:00 0.02 ---- ---- 0.06 1.40 0.03 0.04
 -------- 11:00 0.02 ---- ---- 0.06 1.40 0.03 0.04
 -------- 12:00 0.02 ---- ---- 0.06 1.40 0.03 0.04
 24.03.13 13:00 0.02 ---- ---- 0.06 1.40 0.03 0.04
 -------- 14:00 0.02 ---- ---- 0.06 1.39 0.03 0.04
 -------- 15:00 0.02 ---- ---- 0.07 1.39 0.04 0.05
 -------- 16:00 0.03 ---- ---- 0.06 1.39 0.03 0.03
 -------- 17:00 0.02 ---- ---- 0.07 1.38 0.03 0.04
 24.03.13 18:00 0.02 ---- ---- 0.08 1.39 0.03 0.03
 -------- 19:00 0.02 ---- ---- 0.07 1.39 0.03 0.03
 -------- 20:00 0.02 ---- ---- 0.07 1.39 0.03 0.02
 -------- 21:00 0.02 ---- ---- 0.07 1.39 0.03 0.02
 -------- 22:00 0.02 ---- ---- 0.07 1.39 0.03 0.01
 24.03.13 23:00 0.02 ---- ---- 0.07 1.39 0.03 0.01
 -------- 00:00 0.02 0.00 0.12 0.07 1.39 0.03 0.01
 -------- 01:00 0.02 0.00 ---- 0.07 1.39 0.03 0.01
 -------- 02:00 0.02 0.00 ---- 0.07 1.39 0.03 0.01
 -------- 03:00 0.02 0.00 ---- 0.07 1.39 0.03 0.01
 25.03.13 04:00 0.02 0.00 0.12 0.07 1.39 0.03 0.01
 -------- 05:00 0.02 0.00 0.12 0.07 1.41 0.03 0.01
 -------- 06:00 0.02 0.00 ---- 0.10 1.43 0.03 0.01
 -------- 07:00 0.03 0.00 0.12 0.12 1.42 0.03 0.03
 -------- 08:00 0.03 0.01 0.12 0.11 1.40 0.04 0.02
 25.03.13 09:00 0.03 0.01 0.12 0.12 1.40 0.04 0.02
 -------- 10:00 0.02 0.01 0.12 0.11 1.41 0.04 0.02
 -------- 11:00 0.03 0.01 0.17 0.10 1.41 0.04 0.02
