 Date Time CO SO2 H2S NO2 CHX NO PM10
 23.01.13 12:00 0.10 0.03 0.62 0.70 2.68 0.78 0.16
 -------- 13:00 0.09 0.03 0.46 0.58 2.04 0.48 0.08
 -------- 14:00 0.08 0.02 0.58 0.51 1.84 0.30 0.06
 -------- 15:00 0.07 0.02 0.62 0.47 1.84 0.25 0.05
 -------- 16:00 0.06 0.02 0.62 0.45 1.80 0.17 0.04
 23.01.13 17:00 0.06 0.02 0.50 0.49 1.73 0.15 0.03
 -------- 18:00 0.06 0.02 0.50 0.52 1.74 0.20 0.04
 -------- 19:00 0.06 0.02 0.50 0.53 1.78 0.22 0.04
 -------- 20:00 0.06 0.01 0.50 0.52 1.83 0.25 0.05
 -------- 21:00 0.05 0.01 0.42 0.45 1.68 0.08 0.03
 23.01.13 22:00 0.03 0.01 0.38 0.25 1.61 0.03 0.02
 -------- 23:00 0.02 0.01 0.38 0.25 1.67 0.04 0.02
 -------- 00:00 0.02 0.01 0.31 0.27 1.81 0.04 0.02
 -------- 01:00 0.02 0.01 ---- 0.43 1.86 0.10 0.03
 -------- 02:00 0.03 0.00 0.12 0.39 1.90 0.12 0.03
 24.01.13 03:00 0.03 0.00 0.12 0.39 1.90 0.10 0.03
 -------- 04:00 0.03 0.00 0.12 0.44 2.04 0.20 0.07
 -------- 05:00 0.04 0.00 0.75 0.51 2.36 0.31 0.09
 -------- 06:00 0.05 0.00 0.38 0.55 2.64 0.42 0.17
 -------- 07:00 0.04 0.00 0.21 0.58 2.66 0.48 0.10
 24.01.13 08:00 0.05 0.00 0.12 0.58 2.71 0.53 0.10
 -------- 09:00 0.06 0.00 0.25 0.64 2.84 0.56 0.10
 -------- 10:00 0.05 0.00 0.29 0.58 2.46 0.45 0.09
 -------- 11:00 0.04 0.01 0.21 0.58 2.25 0.43 0.09
 -------- 12:00 0.04 0.01 ---- 0.59 2.09 0.37 0.10
 24.01.13 13:00 0.02 0.02 ---- 0.47 1.87 0.19 0.07
 -------- 14:00 0.02 0.05 0.12 0.47 1.83 0.16 0.06
 -------- 15:00 0.02 0.03 0.12 0.48 1.85 0.15 0.06
 -------- 16:00 0.02 0.03 0.12 0.52 1.92 0.23 0.08
 -------- 17:00 0.02 0.03 0.12 0.53 1.98 0.25 0.09
 24.01.13 18:00 0.03 0.02 0.12 0.54 1.90 0.26 0.08
 -------- 19:00 0.02 0.02 ---- 0.39 1.64 0.05 0.02
 -------- 20:00 ---- 0.01 ---- 0.35 1.60 0.04 0.01
 -------- 21:00 ---- 0.01 ---- 0.36 1.59 0.04 0.01
 -------- 22:00 ---- 0.01 ---- 0.42 1.63 0.05 0.02
 24.01.13 23:00 ---- 0.01 ---- 0.36 1.61 0.04 0.02
 -------- 00:00 ---- 0.01 ---- 0.30 1.59 0.03 0.02
 -------- 01:00 ---- 0.00 ---- 0.25 1.59 0.03 0.02
 -------- 02:00 ---- 0.01 ---- 0.46 1.63 0.05 0.02
 -------- 03:00 ---- 0.01 ---- 0.36 1.62 0.04 0.02
 25.01.13 04:00 ---- 0.01 ---- 0.35 1.63 0.03 0.02
 -------- 05:00 ---- 0.01 ---- 0.39 1.62 0.04 0.02
 -------- 06:00 ---- 0.01 ---- 0.33 1.60 0.04 0.02
 -------- 07:00 ---- 0.01 ---- 0.34 1.64 0.04 0.02
 -------- 08:00 ---- 0.01 ---- 0.36 1.66 0.05 0.02
 25.01.13 09:00 ---- 0.01 ---- 0.35 1.64 0.05 0.02
 -------- 10:00 ---- 0.01 ---- 0.28 1.65 0.05 0.03
 -------- 11:00 ---- 0.00 ---- 0.18 1.64 0.05 0.02
