 Date Time CO SO2 H2S NO2 CHX NO PM10
 07.01.13 12:00 ---- 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 13:00 ---- 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 14:00 0.02 0.01 0.12 ---- 1.59 0.07 0.02
 -------- 15:00 0.02 0.01 0.12 ---- 1.61 0.07 0.02
 -------- 16:00 0.02 0.01 0.12 ---- 1.58 0.07 0.02
 07.01.13 17:00 0.02 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 18:00 0.02 0.01 0.12 ---- 1.58 0.07 0.02
 -------- 19:00 0.02 0.01 0.12 ---- 1.59 0.07 0.02
 -------- 20:00 0.02 0.01 0.12 ---- 1.60 0.06 0.02
 -------- 21:00 0.02 0.01 0.12 ---- 1.60 0.07 0.02
 07.01.13 22:00 0.02 0.01 0.12 ---- 1.60 0.07 0.02
 -------- 23:00 0.02 0.01 0.12 ---- 1.60 0.06 0.02
 -------- 00:00 0.02 0.00 0.12 ---- 1.61 0.06 0.02
 -------- 01:00 0.02 0.00 0.12 ---- 1.61 0.06 0.02
 -------- 02:00 0.02 0.00 0.12 ---- 1.61 0.06 0.02
 08.01.13 03:00 0.02 0.00 0.12 ---- 1.61 0.06 0.02
 -------- 04:00 0.02 0.00 0.12 ---- 1.62 0.06 0.02
 -------- 05:00 0.02 0.00 0.12 ---- 1.63 0.06 0.03
 -------- 06:00 0.02 0.00 0.12 ---- 1.64 0.07 0.03
 -------- 07:00 0.03 0.00 0.12 ---- 1.70 0.06 0.03
 08.01.13 08:00 0.04 0.00 0.12 0.03 1.72 0.07 0.03
 -------- 09:00 0.04 0.01 0.12 0.07 1.72 0.08 0.03
 -------- 10:00 0.04 0.01 0.12 0.07 1.70 0.10 0.04
 -------- 11:00 0.04 0.01 0.17 0.04 1.69 0.10 0.03
 -------- 12:00 0.04 0.01 0.12 0.01 1.70 0.09 0.03
 08.01.13 13:00 0.04 0.01 0.17 0.02 1.75 0.10 0.04
 -------- 14:00 0.05 0.01 0.12 0.03 1.73 0.11 0.03
 -------- 15:00 0.04 0.01 0.17 ---- 1.69 0.08 0.03
 -------- 16:00 0.04 0.01 0.17 0.01 1.69 0.08 0.03
 -------- 17:00 0.04 0.01 0.12 ---- 1.69 0.07 0.03
 08.01.13 18:00 0.04 0.01 0.12 ---- 1.63 0.07 0.02
 -------- 19:00 0.03 0.01 0.12 ---- 1.63 0.07 0.03
 -------- 20:00 ---- 0.01 0.12 ---- 1.63 0.07 0.03
 -------- 21:00 ---- 0.01 0.12 ---- 1.67 0.07 0.03
 -------- 22:00 ---- 0.01 0.12 0.01 1.68 0.07 0.03
 08.01.13 23:00 ---- 0.01 0.17 0.04 1.72 0.07 0.03
 -------- 00:00 ---- 0.00 0.12 0.05 1.72 0.07 0.03
 -------- 01:00 ---- 0.01 0.12 0.03 1.70 0.07 0.03
 -------- 02:00 ---- 0.01 0.12 0.02 1.69 0.06 0.02
 -------- 03:00 ---- 0.00 ---- ---- 1.73 0.06 0.02
 09.01.13 04:00 ---- 0.00 ---- ---- 1.66 0.06 0.02
 -------- 05:00 ---- 0.00 ---- ---- 1.63 0.06 0.02
 -------- 06:00 ---- 0.01 0.12 0.07 1.64 0.07 0.02
 -------- 07:00 0.02 0.01 ---- 0.06 1.65 0.08 0.02
 -------- 08:00 0.02 0.01 0.12 0.03 1.66 0.08 0.02
 09.01.13 09:00 0.02 0.01 ---- 0.07 1.66 0.07 0.02
 -------- 10:00 0.02 0.00 ---- 0.07 1.71 0.08 0.03
 -------- 11:00 0.02 0.01 ---- 0.07 1.73 0.09 0.03
