 Date Time CO SO2 H2S NO2 CHX NO PM10
 08.01.13 12:00 0.04 0.01 0.12 0.01 1.70 0.09 0.03
 -------- 13:00 0.04 0.01 0.17 0.02 1.75 0.10 0.04
 -------- 14:00 0.05 0.01 0.12 0.03 1.73 0.11 0.03
 -------- 15:00 0.04 0.01 0.17 ---- 1.69 0.08 0.03
 -------- 16:00 0.04 0.01 0.17 0.01 1.69 0.08 0.03
 08.01.13 17:00 0.04 0.01 0.12 ---- 1.69 0.07 0.03
 -------- 18:00 0.04 0.01 0.12 ---- 1.63 0.07 0.02
 -------- 19:00 0.03 0.01 0.12 ---- 1.63 0.07 0.03
 -------- 20:00 ---- 0.01 0.12 ---- 1.63 0.07 0.03
 -------- 21:00 ---- 0.01 0.12 ---- 1.67 0.07 0.03
 08.01.13 22:00 ---- 0.01 0.12 0.01 1.68 0.07 0.03
 -------- 23:00 ---- 0.01 0.17 0.04 1.72 0.07 0.03
 -------- 00:00 ---- 0.00 0.12 0.05 1.72 0.07 0.03
 -------- 01:00 ---- 0.01 0.12 0.03 1.70 0.07 0.03
 -------- 02:00 ---- 0.01 0.12 0.02 1.69 0.06 0.02
 09.01.13 03:00 ---- 0.00 ---- ---- 1.73 0.06 0.02
 -------- 04:00 ---- 0.00 ---- ---- 1.66 0.06 0.02
 -------- 05:00 ---- 0.00 ---- ---- 1.63 0.06 0.02
 -------- 06:00 ---- 0.01 0.12 0.07 1.64 0.07 0.02
 -------- 07:00 0.02 0.01 ---- 0.06 1.65 0.08 0.02
 09.01.13 08:00 0.02 0.01 0.12 0.03 1.66 0.08 0.02
 -------- 09:00 0.02 0.01 ---- 0.07 1.66 0.07 0.02
 -------- 10:00 0.02 0.00 ---- 0.07 1.71 0.08 0.03
 -------- 11:00 0.02 0.01 ---- 0.07 1.73 0.09 0.03
 -------- 12:00 0.02 0.01 ---- 0.05 1.64 0.09 0.03
 09.01.13 13:00 0.02 0.01 0.12 0.11 1.69 0.12 0.03
 -------- 14:00 0.02 0.01 0.12 0.13 1.73 0.13 0.03
 -------- 15:00 0.02 0.01 0.12 0.20 1.98 0.14 0.04
 -------- 16:00 0.02 0.01 0.12 0.24 1.83 0.14 0.04
 -------- 17:00 0.02 0.01 0.12 0.27 1.85 0.15 0.04
 09.01.13 18:00 0.02 0.01 0.17 0.30 2.74 0.17 0.05
 -------- 19:00 0.02 0.01 0.17 0.32 3.47 0.20 0.04
 -------- 20:00 0.02 0.01 0.12 0.34 1.84 0.17 0.03
 -------- 21:00 0.02 0.01 0.12 0.33 1.70 0.15 0.03
 -------- 22:00 0.02 0.01 0.12 0.32 1.71 0.13 0.03
 09.01.13 23:00 0.02 0.01 0.12 0.32 1.67 0.10 0.02
 -------- 00:00 0.02 0.00 ---- 0.32 1.65 0.09 0.02
 -------- 01:00 ---- 0.00 ---- 0.29 1.64 0.08 0.02
 -------- 02:00 ---- 0.00 ---- 0.17 1.62 0.07 0.01
 -------- 03:00 ---- 0.01 ---- 0.09 1.60 0.07 0.02
 10.01.13 04:00 ---- 0.01 ---- 0.04 1.60 0.07 0.02
 -------- 05:00 ---- 0.01 ---- 0.06 1.60 0.07 0.01
 -------- 06:00 ---- 0.02 0.12 0.18 1.63 0.09 0.02
 -------- 07:00 0.02 0.07 0.12 0.29 1.67 0.10 0.03
 -------- 08:00 0.02 0.02 0.12 0.25 1.70 0.10 0.04
 10.01.13 09:00 0.02 0.01 ---- 0.29 1.69 0.11 0.03
 -------- 10:00 0.02 0.01 ---- 0.27 1.70 0.12 0.03
 -------- 11:00 0.02 0.01 ---- 0.26 1.72 0.15 0.04
