 Date Time CO SO2 H2S NO2 CHX NO PM10
 16.02.13 00:00 0.04 0.00 0.25 0.43 8.30 0.04 0.09
 -------- 01:00 0.04 0.00 0.21 0.51 3.34 0.11 0.09
 -------- 02:00 0.05 0.00 0.12 0.51 2.39 0.13 0.10
 -------- 03:00 0.05 ---- 0.12 0.50 2.22 0.14 0.09
 -------- 04:00 0.05 ---- ---- 0.50 2.08 0.15 0.11
 16.02.13 05:00 0.06 ---- ---- 0.50 2.10 0.15 0.09
 -------- 06:00 0.06 ---- ---- 0.53 1.79 0.19 0.09
 -------- 07:00 0.07 ---- ---- 0.53 1.92 0.20 0.10
 -------- 08:00 0.09 ---- ---- 0.55 2.02 0.22 0.10
 -------- 09:00 0.07 ---- ---- 0.53 2.49 0.23 0.11
 16.02.13 10:00 0.07 ---- ---- 0.54 7.30 0.26 0.13
 -------- 11:00 0.08 0.00 ---- 0.55 3.30 0.24 0.15
 -------- 12:00 0.07 0.01 ---- 0.48 2.89 0.19 0.14
 -------- 13:00 0.07 0.02 ---- 0.39 1.67 0.10 0.09
 -------- 14:00 0.07 0.03 ---- 0.40 1.27 0.10 0.10
 16.02.13 15:00 0.04 0.02 ---- 0.36 1.22 0.07 0.08
 -------- 16:00 0.04 0.01 ---- 0.40 1.24 0.07 0.08
 -------- 17:00 0.04 0.01 ---- 0.33 1.17 0.05 0.06
 -------- 18:00 0.04 0.01 0.12 0.25 1.12 0.04 0.04
 -------- 19:00 0.03 0.01 ---- 0.24 1.14 0.04 0.05
 16.02.13 20:00 0.02 0.01 ---- 0.26 1.16 0.03 0.06
 -------- 21:00 0.02 0.01 ---- 0.23 1.13 0.03 0.06
 -------- 22:00 0.02 0.00 ---- 0.24 1.15 0.03 0.06
 -------- 23:00 0.02 0.00 ---- 0.18 1.13 0.03 0.06
 -------- 00:00 0.02 0.00 ---- 0.21 1.14 0.03 0.06
 17.02.13 01:00 0.02 0.00 ---- 0.21 1.15 0.03 0.06
 -------- 02:00 0.02 0.00 ---- 0.24 1.15 0.03 0.07
 -------- 03:00 0.02 0.00 ---- 0.31 1.18 0.03 0.07
 -------- 04:00 0.02 0.00 ---- 0.29 1.19 0.03 0.06
 -------- 05:00 0.02 0.01 0.12 0.23 1.18 0.03 0.06
 17.02.13 06:00 0.02 0.00 ---- 0.20 1.16 0.03 0.06
 -------- 07:00 0.02 0.00 ---- 0.18 1.16 0.03 0.06
 -------- 08:00 ---- 0.00 ---- 0.20 1.17 0.03 0.06
 -------- 09:00 ---- 0.01 ---- 0.25 1.19 0.03 0.06
 -------- 10:00 ---- 0.02 ---- 0.27 1.19 0.05 0.06
 17.02.13 11:00 ---- 0.02 ---- 0.21 1.17 0.05 0.06
 -------- 12:00 ---- 0.04 ---- 0.18 1.15 0.05 0.06
 -------- 13:00 ---- 0.05 0.12 0.20 1.15 0.05 0.06
 -------- 14:00 ---- 0.04 0.21 0.20 1.16 0.05 0.07
 -------- 15:00 0.02 0.03 0.29 0.21 1.17 0.05 0.06
 17.02.13 16:00 0.02 0.04 0.25 0.22 1.18 0.05 0.06
 -------- 17:00 0.02 0.03 0.25 0.24 1.19 0.05 0.06
 -------- 18:00 ---- 0.02 0.25 0.26 1.18 0.04 0.06
 -------- 19:00 0.03 0.02 0.17 0.33 1.18 0.03 0.07
 -------- 20:00 0.04 0.01 0.12 0.33 1.22 0.03 0.07
 17.02.13 21:00 0.04 0.01 0.12 0.25 1.20 0.03 0.05
 -------- 22:00 0.03 0.01 0.12 0.21 1.15 0.03 0.04
 -------- 23:00 0.02 0.01 ---- 0.19 1.13 0.03 0.04
