 Date Time CO SO2 H2S NO2 CHX NO PM10
 15.01.13 12:00 0.03 0.01 0.25 0.36 1.64 0.09 0.03
 -------- 13:00 0.03 0.01 0.25 0.39 1.66 0.10 0.04
 -------- 14:00 0.04 0.01 0.29 0.40 1.68 0.11 0.04
 -------- 15:00 0.04 0.01 0.38 0.41 1.69 0.11 0.04
 -------- 16:00 0.04 0.01 0.38 0.37 1.66 0.06 0.03
 15.01.13 17:00 0.03 0.01 0.38 0.42 1.64 0.07 0.03
 -------- 18:00 0.04 0.01 0.38 0.50 1.72 0.16 0.04
 -------- 19:00 0.03 0.01 0.50 0.50 1.79 0.18 0.05
 -------- 20:00 ---- 0.01 0.38 0.49 1.79 0.16 0.05
 -------- 21:00 ---- 0.01 0.38 0.50 1.82 0.17 0.05
 15.01.13 22:00 ---- 0.01 0.38 0.49 1.77 0.13 0.05
 -------- 23:00 ---- 0.01 0.38 0.49 1.68 0.08 0.03
 -------- 00:00 ---- 0.01 0.31 0.50 1.69 0.07 0.03
 -------- 01:00 ---- 0.00 0.12 0.50 2.04 0.11 0.03
 -------- 02:00 ---- 0.01 0.12 0.48 2.01 0.09 0.05
 16.01.13 03:00 ---- 0.00 0.56 0.39 1.87 0.04 0.04
 -------- 04:00 ---- ---- 0.25 0.38 1.78 0.04 0.03
 -------- 05:00 ---- ---- ---- 0.29 1.66 0.04 0.03
 -------- 06:00 ---- ---- ---- 0.27 1.65 0.04 0.03
 -------- 07:00 ---- ---- ---- 0.29 1.70 0.04 0.03
 16.01.13 08:00 ---- ---- ---- 0.27 1.86 0.04 0.02
 -------- 09:00 ---- ---- 0.12 0.31 1.82 0.04 0.03
 -------- 10:00 0.02 ---- ---- 0.36 1.77 0.05 0.04
 -------- 11:00 ---- ---- 0.12 0.38 1.90 0.08 0.05
 -------- 12:00 ---- ---- ---- 0.36 1.77 0.12 0.05
 16.01.13 13:00 ---- ---- ---- 0.32 1.72 0.07 0.05
 -------- 14:00 ---- ---- ---- 0.35 1.70 0.08 0.05
 -------- 15:00 0.02 ---- ---- 0.38 1.72 0.08 0.06
 -------- 16:00 0.02 ---- ---- 0.35 2.25 0.06 0.05
 -------- 17:00 0.02 ---- ---- 0.29 1.91 0.05 0.05
 16.01.13 18:00 0.02 ---- ---- 0.27 1.76 0.04 0.05
 -------- 19:00 ---- ---- ---- 0.30 1.77 0.04 0.06
 -------- 20:00 ---- ---- ---- 0.29 1.78 0.04 0.06
 -------- 21:00 ---- 0.00 ---- 0.27 1.77 0.04 0.06
 -------- 22:00 ---- 0.00 ---- 0.24 2.06 0.04 0.05
 16.01.13 23:00 ---- 0.00 ---- 0.24 1.98 0.04 0.06
 -------- 00:00 ---- 0.00 ---- 0.26 1.84 0.04 0.06
 -------- 01:00 ---- 0.00 0.12 0.26 2.26 0.04 0.05
 -------- 02:00 ---- 0.00 ---- 0.23 2.30 0.04 0.05
 -------- 03:00 ---- 0.01 0.12 0.23 2.60 0.04 0.05
 17.01.13 04:00 ---- 0.00 0.12 0.19 2.09 0.03 0.04
 -------- 05:00 ---- 0.00 ---- 0.16 1.99 0.04 0.05
 -------- 06:00 ---- 0.00 ---- 0.15 1.85 0.04 0.05
 -------- 07:00 ---- 0.00 ---- 0.15 1.87 0.04 0.04
 -------- 08:00 0.02 0.00 ---- 0.17 1.76 0.04 0.05
 17.01.13 09:00 ---- 0.00 ---- 0.17 1.95 0.04 0.04
 -------- 10:00 ---- 0.00 ---- 0.18 1.96 0.04 0.04
 -------- 11:00 ---- 0.00 ---- 0.17 1.99 0.04 0.03
