 Date Time CO SO2 H2S NO2 CHX NO PM10
 03.03.13 12:00 0.02 0.02 0.19 0.30 1.35 0.09 0.05
 -------- 13:00 ---- 0.01 0.19 0.20 1.26 0.06 0.04
 -------- 14:00 ---- 0.01 ---- 0.14 1.17 0.05 0.03
 -------- 15:00 ---- 0.00 ---- 0.13 1.15 0.04 0.03
 -------- 16:00 ---- 0.01 ---- 0.14 1.12 0.04 0.06
 03.03.13 17:00 ---- 0.01 ---- 0.17 1.10 0.06 0.08
 -------- 18:00 ---- ---- ---- 0.14 1.10 0.04 0.06
 -------- 19:00 0.02 ---- ---- 0.14 1.05 0.04 0.04
 -------- 20:00 0.02 ---- ---- 0.14 1.08 0.03 0.04
 -------- 21:00 0.02 0.01 ---- 0.15 0.83 0.03 0.05
 03.03.13 22:00 0.02 0.00 ---- 0.09 ---- 0.03 0.03
 -------- 23:00 0.02 0.00 ---- 0.09 ---- 0.03 0.03
 -------- 00:00 0.02 0.00 ---- 0.09 ---- 0.03 0.03
 -------- 01:00 0.02 0.01 0.12 0.09 ---- 0.03 0.03
 -------- 02:00 0.02 0.01 0.21 0.09 ---- 0.03 0.03
 04.03.13 03:00 0.04 0.01 0.25 0.09 ---- 0.03 0.03
 -------- 04:00 0.04 0.01 0.21 0.16 ---- 0.03 0.04
 -------- 05:00 0.04 0.01 0.25 0.18 ---- 0.03 0.04
 -------- 06:00 0.04 0.01 0.25 0.20 ---- 0.04 0.03
 -------- 07:00 0.03 0.01 0.25 0.16 ---- 0.04 0.03
 04.03.13 08:00 0.03 0.01 0.21 0.19 ---- 0.06 0.03
 -------- 09:00 0.02 0.01 0.17 0.16 ---- 0.04 0.03
 -------- 10:00 0.02 0.01 0.17 0.15 ---- 0.05 0.03
 -------- 11:00 0.02 0.01 0.21 0.12 ---- 0.04 0.03
 -------- 12:00 0.02 0.01 0.21 0.12 ---- 0.05 0.03
 04.03.13 13:00 0.02 0.01 0.25 0.09 ---- 0.04 0.03
 -------- 14:00 0.02 0.01 0.25 0.08 ---- 0.04 0.03
 -------- 15:00 0.02 0.01 0.17 0.07 ---- 0.04 0.03
 -------- 16:00 0.02 0.01 ---- 0.09 ---- 0.04 0.03
 -------- 17:00 0.02 0.01 ---- 0.10 ---- 0.04 0.03
 04.03.13 18:00 0.02 0.01 ---- 0.10 ---- 0.03 0.03
 -------- 19:00 0.02 0.01 ---- 0.16 ---- 0.03 0.04
 -------- 20:00 0.02 0.00 ---- 0.13 ---- 0.03 0.03
 -------- 21:00 0.02 ---- ---- 0.13 ---- 0.03 0.03
 -------- 22:00 0.02 ---- ---- 0.16 ---- 0.03 0.04
 04.03.13 23:00 ---- ---- ---- 0.19 ---- 0.03 0.03
 -------- 00:00 ---- 0.01 0.12 0.22 ---- 0.03 0.03
 -------- 01:00 0.02 0.01 0.12 0.27 ---- 0.03 0.04
 -------- 02:00 0.02 0.02 ---- 0.23 ---- 0.03 0.04
 -------- 03:00 0.02 0.02 ---- 0.29 ---- 0.03 0.04
 05.03.13 04:00 0.02 0.01 ---- 0.33 ---- 0.03 0.04
 -------- 05:00 0.02 0.02 ---- 0.36 ---- 0.03 0.04
 -------- 06:00 0.02 0.01 ---- 0.40 ---- 0.04 0.04
 -------- 07:00 0.02 0.01 ---- 0.51 ---- 0.15 0.05
 -------- 08:00 0.03 0.01 0.12 0.49 ---- 0.16 0.05
 05.03.13 09:00 0.03 0.01 0.12 0.47 ---- 0.22 0.06
 -------- 10:00 0.04 0.03 0.21 0.57 ---- 0.36 0.08
 -------- 11:00 0.04 0.04 0.42 0.38 ---- 0.14 0.05
