 Date Time CO SO2 H2S NO2 CHX NO PM10
 30.12.12 00:00 0.04 0.00 ---- ---- 1.60 0.07 0.02
 -------- 01:00 0.04 0.00 0.12 ---- 1.61 0.06 0.02
 -------- 02:00 0.04 0.00 0.12 ---- 1.61 0.06 0.02
 -------- 03:00 0.04 0.00 0.12 0.01 1.61 0.06 0.02
 -------- 04:00 0.04 0.00 0.12 ---- 1.61 0.06 0.02
 30.12.12 05:00 0.04 0.00 0.12 ---- 1.60 0.07 0.02
 -------- 06:00 0.04 0.00 0.12 0.01 1.61 0.07 0.02
 -------- 07:00 0.03 0.00 0.12 0.01 1.63 0.07 0.02
 -------- 08:00 0.02 0.00 0.12 0.01 1.64 0.07 0.02
 -------- 09:00 0.02 0.00 0.12 0.04 1.66 0.07 0.02
 30.12.12 10:00 0.02 0.00 0.12 0.10 1.66 0.08 0.02
 -------- 11:00 0.02 0.00 0.12 0.13 1.66 0.10 0.03
 -------- 12:00 0.02 0.00 0.12 0.12 1.68 0.11 0.03
 -------- 13:00 0.02 0.00 0.12 0.13 1.69 0.13 0.03
 -------- 14:00 0.02 0.01 0.12 0.13 1.67 0.13 0.03
 30.12.12 15:00 0.02 0.00 0.12 0.14 1.68 0.13 0.03
 -------- 16:00 0.02 0.00 0.12 0.18 1.70 0.14 0.03
 -------- 17:00 0.02 0.00 0.12 0.20 1.72 0.13 0.03
 -------- 18:00 0.02 0.00 0.12 0.21 1.74 0.13 0.03
 -------- 19:00 0.03 0.00 0.12 0.21 1.75 0.13 0.03
 30.12.12 20:00 0.04 0.00 0.12 0.20 1.72 0.09 0.03
 -------- 21:00 0.03 0.00 0.12 0.14 1.66 0.08 0.02
 -------- 22:00 0.02 0.00 0.12 0.08 1.68 0.08 0.03
 -------- 23:00 0.02 0.00 0.12 0.10 1.75 0.08 0.03
 -------- 00:00 0.02 0.00 0.12 0.18 1.81 0.10 0.03
 31.12.12 01:00 0.03 0.01 0.21 0.19 1.85 0.19 0.05
 -------- 02:00 0.05 0.01 0.21 0.23 1.85 0.28 0.05
 -------- 03:00 0.04 0.01 0.12 0.24 1.81 0.25 0.05
 -------- 04:00 0.04 0.01 0.12 0.23 1.81 0.24 0.05
 -------- 05:00 0.04 0.01 0.42 0.24 1.87 0.21 0.04
 31.12.12 06:00 0.03 0.01 0.12 0.21 1.76 0.15 0.03
 -------- 07:00 0.02 0.01 0.12 0.15 1.71 0.11 0.02
 -------- 08:00 ---- 0.01 0.12 0.06 1.68 0.08 0.02
 -------- 09:00 ---- 0.01 0.25 0.08 1.78 0.09 0.04
 -------- 10:00 ---- 0.01 0.21 0.11 1.79 0.10 0.05
 31.12.12 11:00 ---- 0.01 0.25 0.10 1.80 0.13 0.05
 -------- 12:00 ---- 0.01 0.25 ---- 1.83 0.10 0.03
 -------- 13:00 ---- 0.01 0.12 0.01 1.70 0.10 0.03
 -------- 14:00 ---- 0.01 0.12 ---- 1.65 0.09 0.03
 -------- 15:00 ---- 0.01 0.12 0.01 1.67 0.09 0.04
 31.12.12 16:00 ---- 0.01 0.12 0.04 1.69 0.09 0.03
 -------- 17:00 ---- 0.01 ---- 0.10 1.74 0.09 0.04
 -------- 18:00 0.02 0.01 0.12 0.15 1.72 0.10 0.05
 -------- 19:00 0.02 0.01 0.12 0.20 1.76 0.12 0.05
 -------- 20:00 0.03 0.01 0.12 0.22 1.83 0.13 0.05
 31.12.12 21:00 0.02 0.01 0.12 0.23 1.77 0.13 0.05
 -------- 22:00 ---- 0.01 0.12 0.21 1.80 0.16 0.07
 -------- 23:00 0.02 0.01 0.17 0.22 1.85 0.21 0.09
