 Date Time CO SO2 H2S NO2 CHX NO PM10
 01.03.13 00:00 0.02 0.01 0.19 0.53 1.17 0.11 0.05
 -------- 01:00 0.02 0.00 0.12 0.41 1.12 0.04 0.03
 -------- 02:00 ---- 0.00 0.12 0.33 1.10 0.03 0.02
 -------- 03:00 ---- 0.00 0.17 0.30 1.12 0.03 0.02
 -------- 04:00 ---- ---- 0.17 0.25 1.12 0.03 0.03
 01.03.13 05:00 0.02 ---- 0.21 0.26 1.11 0.03 0.03
 -------- 06:00 0.02 ---- 0.12 0.37 1.13 0.04 0.03
 -------- 07:00 0.02 0.00 0.12 0.42 1.12 0.05 0.03
 -------- 08:00 ---- 0.00 0.12 0.40 1.13 0.07 0.03
 -------- 09:00 ---- 0.00 0.12 0.38 1.14 0.06 0.03
 01.03.13 10:00 ---- 0.00 0.12 0.37 1.13 0.06 0.02
 -------- 11:00 ---- 0.00 0.12 0.34 1.12 0.07 0.03
 -------- 12:00 ---- 0.00 0.12 0.31 1.12 0.07 0.03
 -------- 13:00 ---- 0.00 0.12 0.29 1.12 0.06 0.04
 -------- 14:00 ---- 0.00 0.12 0.34 1.12 0.07 0.04
 01.03.13 15:00 ---- 0.00 0.12 0.32 1.13 0.06 0.03
 -------- 16:00 ---- 0.00 0.12 0.32 1.10 0.06 0.03
 -------- 17:00 ---- 0.00 0.12 0.31 1.08 0.05 0.02
 -------- 18:00 ---- 0.00 0.12 0.30 1.08 0.04 0.02
 -------- 19:00 0.04 0.00 0.12 0.31 1.06 0.04 0.02
 01.03.13 20:00 0.04 0.00 0.12 0.30 1.07 0.04 0.02
 -------- 21:00 0.04 ---- 0.12 0.29 1.06 0.03 0.02
 -------- 22:00 0.04 ---- 0.12 0.29 1.08 0.03 0.02
 -------- 23:00 0.04 ---- 0.12 0.30 1.08 0.03 0.02
 -------- 00:00 0.04 0.00 0.12 0.15 1.08 0.03 0.03
 02.03.13 01:00 0.04 0.00 0.21 0.13 1.08 0.03 0.03
 -------- 02:00 0.04 0.00 0.12 0.12 1.08 0.03 0.03
 -------- 03:00 0.03 0.00 0.12 0.09 1.07 0.03 0.03
 -------- 04:00 0.02 ---- 0.12 0.07 1.07 0.03 0.03
 -------- 05:00 0.02 ---- 0.12 0.09 1.07 0.03 0.03
 02.03.13 06:00 0.02 ---- 0.12 0.09 1.07 0.03 0.04
 -------- 07:00 0.02 ---- 0.12 0.08 1.08 0.03 0.04
 -------- 08:00 ---- ---- ---- 0.08 1.08 0.03 0.05
 -------- 09:00 ---- ---- ---- 0.10 1.08 0.03 0.03
 -------- 10:00 ---- ---- ---- 0.10 1.09 0.04 0.05
 02.03.13 11:00 ---- ---- ---- 0.09 1.09 0.04 0.05
 -------- 12:00 ---- ---- ---- 0.08 1.09 0.04 0.05
 -------- 13:00 ---- ---- ---- 0.09 1.09 0.04 0.04
 -------- 14:00 ---- ---- ---- 0.09 1.09 0.04 0.04
 -------- 15:00 ---- ---- ---- 0.09 1.09 0.04 0.04
 02.03.13 16:00 ---- 0.00 ---- 0.09 1.09 0.04 0.02
 -------- 17:00 ---- 0.00 0.12 0.08 1.08 0.04 0.02
 -------- 18:00 ---- 0.00 0.12 0.10 1.16 0.03 0.02
 -------- 19:00 0.02 0.00 0.12 0.14 1.21 0.03 0.03
 -------- 20:00 0.02 0.00 0.12 0.21 1.23 0.03 0.03
 02.03.13 21:00 0.02 0.00 0.12 0.22 1.29 0.03 0.03
 -------- 22:00 0.02 0.00 0.12 0.25 1.32 0.03 0.03
 -------- 23:00 0.03 0.00 0.12 0.31 1.46 0.04 0.03
