 Date Time CO SO2 H2S NO2 CHX NO PM10
 10.02.13 12:00 0.04 0.01 ---- 0.13 1.29 0.04 0.03
 -------- 13:00 0.04 0.01 ---- 0.12 1.24 0.04 0.02
 -------- 14:00 0.04 0.01 0.33 0.13 1.44 0.04 0.02
 -------- 15:00 0.04 0.01 0.54 0.15 1.62 0.05 0.03
 -------- 16:00 0.04 0.02 0.71 0.17 1.66 0.04 0.04
 10.02.13 17:00 0.04 0.02 0.92 0.19 1.74 0.04 0.04
 -------- 18:00 0.06 0.02 0.96 0.22 1.68 0.03 0.05
 -------- 19:00 0.03 0.02 1.00 0.19 1.71 0.03 0.06
 -------- 20:00 0.02 0.03 1.00 0.20 1.65 0.03 0.06
 -------- 21:00 0.02 0.03 1.12 0.22 1.71 0.03 0.06
 10.02.13 22:00 0.02 0.03 0.96 0.20 1.58 0.03 0.06
 -------- 23:00 0.02 0.03 0.75 0.18 1.54 0.03 0.05
 -------- 00:00 0.02 0.02 0.56 0.19 1.54 0.03 0.05
 -------- 01:00 0.02 0.00 0.25 0.25 1.55 0.03 0.04
 -------- 02:00 0.02 0.00 0.21 0.24 1.54 0.03 0.03
 11.02.13 03:00 0.02 0.00 0.25 0.25 1.57 0.03 0.03
 -------- 04:00 0.02 0.00 0.25 0.27 1.57 0.03 0.03
 -------- 05:00 0.03 0.01 0.25 0.33 1.60 0.04 0.04
 -------- 06:00 0.03 0.00 0.25 0.29 1.59 0.04 0.04
 -------- 07:00 0.04 0.01 0.29 0.31 1.60 0.04 0.04
 11.02.13 08:00 0.04 0.01 0.25 0.30 1.61 0.05 0.04
 -------- 09:00 0.04 0.01 0.58 0.32 1.79 0.08 0.06
 -------- 10:00 0.04 0.01 0.46 0.31 1.77 0.09 0.06
 -------- 11:00 0.04 0.01 0.50 0.26 1.72 0.07 0.06
 -------- 12:00 0.04 0.01 0.71 0.27 1.74 0.09 0.06
 11.02.13 13:00 0.04 0.01 0.33 0.27 1.63 0.09 0.05
 -------- 14:00 0.03 0.01 0.21 0.25 1.63 0.09 0.05
 -------- 15:00 0.02 ---- ---- 0.30 1.56 0.15 0.04
 -------- 16:00 0.02 ---- ---- 0.27 1.56 0.10 0.04
 -------- 17:00 0.02 0.00 0.12 0.25 1.63 0.06 0.06
 11.02.13 18:00 0.02 0.00 0.21 0.23 1.77 0.04 0.09
 -------- 19:00 0.03 0.01 0.25 0.25 1.74 0.04 0.07
 -------- 20:00 0.04 0.01 0.25 0.29 1.68 0.05 0.08
 -------- 21:00 0.04 0.01 0.29 0.26 1.62 0.04 0.07
 -------- 22:00 0.04 0.01 0.25 0.23 1.59 0.03 0.09
 11.02.13 23:00 0.04 0.01 0.25 0.20 1.83 0.03 0.09
 -------- 00:00 0.04 0.01 0.21 0.18 1.79 0.03 0.05
 -------- 01:00 0.04 0.00 0.17 0.17 1.67 0.03 0.04
 -------- 02:00 0.04 0.01 0.12 0.18 1.78 0.03 0.04
 -------- 03:00 0.03 0.01 0.12 0.12 1.74 0.03 0.02
 12.02.13 04:00 0.03 0.00 0.12 0.13 2.76 0.03 0.02
 -------- 05:00 0.04 0.00 0.12 0.17 2.04 0.03 0.02
 -------- 06:00 0.04 0.00 0.12 0.15 1.76 0.03 0.04
 -------- 07:00 0.03 0.01 0.12 0.12 1.68 0.03 0.03
 -------- 08:00 0.02 0.00 0.12 0.11 1.56 0.03 0.04
 12.02.13 09:00 0.02 0.00 0.12 0.13 1.91 0.03 0.03
 -------- 10:00 0.02 0.00 0.12 0.14 1.66 0.04 0.03
 -------- 11:00 0.02 0.01 0.12 0.13 1.62 0.03 0.04
