 Date Time CO SO2 H2S NO2 CHX NO PM10
 08.02.13 00:00 0.02 ---- ---- 0.13 1.57 0.03 0.04
 -------- 01:00 0.02 ---- 0.12 0.12 1.57 0.03 0.04
 -------- 02:00 0.02 0.00 ---- 0.13 1.56 0.03 0.04
 -------- 03:00 0.02 ---- ---- 0.13 1.53 0.03 0.04
 -------- 04:00 0.02 0.00 0.12 0.13 1.56 0.03 0.05
 08.02.13 05:00 0.02 0.00 0.12 0.14 1.55 0.03 0.04
 -------- 06:00 0.02 0.00 0.12 0.15 1.57 0.03 0.03
 -------- 07:00 0.02 0.00 0.17 0.15 1.61 0.03 0.03
 -------- 08:00 ---- 0.00 0.17 0.20 1.62 0.04 0.04
 -------- 09:00 ---- 0.00 0.25 0.24 1.62 0.03 0.04
 08.02.13 10:00 ---- 0.00 0.12 0.23 1.59 0.04 0.04
 -------- 11:00 ---- 0.00 0.21 0.20 1.61 0.04 0.03
 -------- 12:00 ---- 0.00 0.12 0.15 1.57 0.04 0.03
 -------- 13:00 ---- 0.00 ---- 0.16 1.59 0.04 0.04
 -------- 14:00 ---- ---- ---- 0.17 1.60 0.05 0.04
 08.02.13 15:00 ---- ---- ---- 0.18 1.58 0.04 0.03
 -------- 16:00 ---- ---- ---- 0.19 1.57 0.04 0.03
 -------- 17:00 ---- ---- ---- 0.22 1.57 0.04 0.03
 -------- 18:00 ---- ---- ---- 0.23 1.57 0.04 0.03
 -------- 19:00 0.02 ---- ---- 0.24 1.57 0.04 0.03
 08.02.13 20:00 0.02 ---- ---- 0.17 1.57 0.03 0.02
 -------- 21:00 0.02 ---- ---- 0.14 1.56 0.03 0.02
 -------- 22:00 ---- ---- ---- 0.13 1.56 0.03 0.02
 -------- 23:00 ---- ---- ---- 0.14 1.57 0.03 0.02
 -------- 00:00 ---- ---- 0.12 0.15 1.56 0.03 0.03
 09.02.13 01:00 0.02 0.00 ---- 0.14 1.55 0.03 0.03
 -------- 02:00 ---- ---- ---- 0.12 1.59 0.03 0.03
 -------- 03:00 ---- ---- ---- 0.12 1.57 0.03 0.03
 -------- 04:00 ---- ---- ---- 0.11 1.57 0.03 0.03
 -------- 05:00 ---- ---- ---- 0.12 1.59 0.03 0.03
 09.02.13 06:00 ---- 0.00 0.12 0.12 1.59 0.03 0.04
 -------- 07:00 0.02 0.00 0.12 0.12 1.57 0.03 0.04
 -------- 08:00 0.03 0.01 0.12 0.14 1.58 0.03 0.05
 -------- 09:00 0.03 0.01 0.25 0.16 1.59 0.04 0.05
 -------- 10:00 0.02 0.01 0.12 0.14 1.55 0.03 0.05
 09.02.13 11:00 0.02 0.01 0.21 0.16 1.60 0.04 0.04
 -------- 12:00 0.02 0.01 0.38 0.15 1.60 0.04 0.04
 -------- 13:00 0.03 0.01 0.33 0.15 1.55 0.04 0.04
 -------- 14:00 0.04 0.01 0.38 0.14 1.53 0.04 0.03
 -------- 15:00 0.04 0.01 0.29 0.15 1.54 0.04 0.05
 09.02.13 16:00 0.03 0.01 0.25 0.17 1.54 0.06 0.05
 -------- 17:00 0.02 0.01 0.25 0.16 1.54 0.04 0.05
 -------- 18:00 0.02 0.01 0.17 0.16 1.53 0.04 0.05
 -------- 19:00 0.02 0.01 0.21 0.17 1.54 0.03 0.07
 -------- 20:00 0.02 0.02 0.25 0.17 1.56 0.03 0.08
 09.02.13 21:00 0.02 0.02 0.25 0.15 1.55 0.03 0.04
 -------- 22:00 0.02 0.02 0.21 0.16 1.54 0.03 0.03
 -------- 23:00 ---- 0.02 0.12 0.14 1.55 0.03 0.04
