 Date Time CO SO2 H2S NO2 CHX NO PM10
 06.12.12 00:00 0.06 0.00 0.25 0.28 1.93 0.13 0.06
 -------- 01:00 0.07 0.00 0.46 0.28 1.94 0.10 0.06
 -------- 02:00 0.06 0.00 0.21 0.27 1.83 0.11 0.05
 -------- 03:00 0.06 0.00 ---- 0.26 1.76 0.07 0.04
 -------- 04:00 0.06 0.00 ---- 0.26 1.93 0.07 0.02
 06.12.12 05:00 0.06 0.00 ---- 0.26 1.87 0.07 0.03
 -------- 06:00 0.06 ---- ---- 0.25 1.94 0.06 0.04
 -------- 07:00 0.04 ---- 0.12 0.24 1.83 0.07 0.02
 -------- 08:00 0.02 ---- 0.12 0.21 1.81 0.01 0.08
 -------- 09:00 0.02 ---- ---- 0.18 1.78 0.01 0.05
 06.12.12 10:00 0.02 ---- 0.12 0.19 1.81 0.01 0.17
 -------- 11:00 0.02 ---- 0.12 0.22 1.78 0.04 0.17
 -------- 12:00 ---- ---- ---- 0.18 1.75 0.05 0.13
 -------- 13:00 0.02 ---- ---- 0.15 1.72 0.02 0.15
 -------- 14:00 ---- ---- ---- 0.16 1.74 0.08 0.12
 06.12.12 15:00 0.02 ---- ---- 0.17 1.71 0.04 0.11
 -------- 16:00 0.02 ---- ---- 0.20 1.70 0.02 0.18
 -------- 17:00 ---- ---- ---- 0.16 1.63 0.01 0.11
 -------- 18:00 ---- ---- ---- 0.15 1.68 0.00 0.05
 -------- 19:00 0.02 ---- ---- 0.13 1.63 0.00 0.06
 06.12.12 20:00 0.02 ---- ---- 0.17 1.61 0.00 0.13
 -------- 21:00 0.02 ---- ---- 0.13 1.64 0.00 0.10
 -------- 22:00 0.02 ---- ---- 0.11 1.66 0.01 0.12
 -------- 23:00 0.02 ---- ---- 0.07 1.65 ---- 0.07
 -------- 00:00 0.02 0.00 0.12 0.05 1.61 ---- 0.05
 07.12.12 01:00 0.02 0.00 0.12 0.05 1.62 ---- 0.03
 -------- 02:00 0.02 0.00 0.12 0.04 1.59 ---- 0.03
 -------- 03:00 0.02 0.00 0.12 0.04 1.57 ---- 0.02
 -------- 04:00 0.02 0.00 0.12 0.03 1.58 ---- 0.01
 -------- 05:00 0.02 0.00 0.12 0.06 1.65 ---- 0.01
 07.12.12 06:00 0.04 0.00 0.12 0.04 1.62 ---- 0.02
 -------- 07:00 0.02 0.00 ---- 0.04 1.62 ---- 0.01
 -------- 08:00 0.02 ---- ---- 0.07 1.60 ---- 0.02
 -------- 09:00 0.02 ---- ---- 0.06 1.60 0.00 0.09
 -------- 10:00 0.02 ---- ---- 0.08 1.64 0.01 0.02
 07.12.12 11:00 0.02 ---- ---- 0.12 1.63 0.01 0.04
 -------- 12:00 ---- ---- ---- 0.09 1.72 0.01 0.06
 -------- 13:00 0.02 ---- ---- 0.11 1.71 0.01 0.06
 -------- 14:00 ---- ---- ---- 0.09 1.66 0.01 0.05
 -------- 15:00 0.02 ---- ---- 0.08 1.64 0.00 0.05
 07.12.12 16:00 ---- ---- ---- 0.06 1.63 ---- 0.05
 -------- 17:00 0.02 ---- ---- 0.06 1.65 0.00 0.04
 -------- 18:00 0.02 ---- ---- 0.12 1.66 0.01 0.04
 -------- 19:00 0.02 ---- ---- 0.12 1.67 0.00 0.05
 -------- 20:00 0.02 0.00 ---- 0.11 1.73 0.01 0.06
 07.12.12 21:00 0.02 ---- ---- 0.11 1.76 0.00 0.06
 -------- 22:00 0.05 0.00 ---- 0.11 1.70 ---- 0.06
 -------- 23:00 0.02 0.00 0.12 0.10 2.27 0.01 0.04
