 Date Time CO SO2 H2S NO2 CHX NO PM10
 20.03.13 12:00 0.06 0.02 0.25 0.19 1.81 0.06 ----
 -------- 13:00 0.07 0.01 0.25 0.15 1.90 0.05 ----
 -------- 14:00 0.08 0.01 0.25 0.17 1.92 0.05 0.03
 -------- 15:00 0.07 0.01 0.25 0.13 1.80 0.04 0.03
 -------- 16:00 0.05 0.01 0.25 0.13 1.67 0.05 0.03
 20.03.13 17:00 0.05 0.01 0.21 0.11 1.61 0.04 0.02
 -------- 18:00 0.04 0.01 0.12 0.10 1.48 0.04 0.02
 -------- 19:00 0.05 0.00 0.12 0.11 1.48 0.03 0.04
 -------- 20:00 0.06 0.00 0.12 0.13 1.49 0.04 0.03
 -------- 21:00 0.07 0.00 0.12 0.13 1.49 0.03 0.03
 20.03.13 22:00 0.06 0.00 0.12 0.15 1.49 0.03 0.03
 -------- 23:00 0.04 0.00 0.12 0.16 1.52 0.03 0.03
 -------- 00:00 0.06 0.00 0.12 0.18 1.55 0.03 0.03
 -------- 01:00 0.04 0.01 0.12 0.15 1.51 0.03 0.02
 -------- 02:00 0.04 0.01 0.12 0.14 1.51 0.03 0.02
 21.03.13 03:00 0.04 0.01 0.12 0.13 1.51 0.03 0.03
 -------- 04:00 0.04 0.01 0.12 0.13 1.51 0.03 0.03
 -------- 05:00 0.05 0.01 0.17 0.14 1.52 0.03 0.03
 -------- 06:00 0.06 0.01 0.12 0.17 1.53 0.03 0.03
 -------- 07:00 0.06 0.01 0.12 0.17 1.52 0.03 0.03
 21.03.13 08:00 0.06 0.01 0.12 0.18 1.52 0.04 0.03
 -------- 09:00 0.06 0.01 0.12 0.16 1.52 0.04 0.03
 -------- 10:00 0.07 0.01 0.21 0.18 1.52 0.05 0.03
 -------- 11:00 0.06 0.02 0.17 0.14 1.51 0.05 0.03
 -------- 12:00 0.07 0.02 0.25 0.16 1.51 0.05 0.03
 21.03.13 13:00 0.06 0.02 0.25 0.15 1.51 0.05 0.03
 -------- 14:00 0.06 0.01 0.25 0.15 1.50 0.05 0.04
 -------- 15:00 0.06 0.02 0.25 0.17 1.50 0.05 0.03
 -------- 16:00 0.06 0.02 0.25 0.17 1.50 0.05 0.03
 -------- 17:00 0.06 0.01 0.25 0.17 1.53 0.04 0.03
 21.03.13 18:00 0.06 0.01 0.21 0.14 1.50 0.04 0.03
 -------- 19:00 0.05 0.01 0.25 0.14 1.48 0.04 0.03
 -------- 20:00 0.04 0.01 0.17 0.15 1.51 0.03 0.03
 -------- 21:00 0.04 0.01 0.17 0.16 1.52 0.03 0.03
 -------- 22:00 0.05 0.01 0.17 0.20 1.50 0.03 0.03
 21.03.13 23:00 0.05 0.02 0.21 0.25 1.51 0.03 0.03
 -------- 00:00 0.06 0.01 0.17 0.25 1.51 0.03 0.03
 -------- 01:00 0.06 0.02 0.21 0.24 1.53 0.03 0.04
 -------- 02:00 0.06 0.02 0.17 0.28 1.52 0.03 0.04
 -------- 03:00 0.06 0.02 0.12 0.33 1.54 0.03 0.03
 22.03.13 04:00 0.06 0.02 0.12 0.32 1.55 0.03 0.03
 -------- 05:00 0.06 0.02 ---- 0.32 1.59 0.03 0.03
 -------- 06:00 0.06 0.01 ---- 0.30 1.64 0.03 0.03
 -------- 07:00 0.06 0.01 ---- 0.35 1.64 0.04 0.03
 -------- 08:00 0.07 0.01 ---- 0.34 1.60 0.06 0.04
