 Date Time CO SO2 H2S NO2 CHX NO PM10
 04.01.13 00:00 0.02 0.01 0.12 0.12 1.70 0.08 0.04
 -------- 01:00 0.02 0.00 0.12 0.15 1.67 0.08 0.04
 -------- 02:00 0.02 0.00 0.12 0.09 1.66 0.07 0.04
 -------- 03:00 0.02 0.00 0.25 0.08 1.68 0.07 0.03
 -------- 04:00 0.02 0.00 0.17 0.08 1.66 0.07 0.03
 04.01.13 05:00 0.02 0.00 0.12 0.04 1.62 0.07 0.02
 -------- 06:00 0.02 0.00 0.12 0.03 1.61 0.07 0.02
 -------- 07:00 0.02 0.00 0.12 0.07 1.61 0.07 0.02
 -------- 08:00 0.02 0.01 0.12 0.10 1.61 0.08 0.02
 -------- 09:00 0.02 0.00 0.12 0.13 1.62 0.08 0.02
 04.01.13 10:00 0.02 0.01 0.12 0.15 1.65 0.11 0.02
 -------- 11:00 0.03 0.00 0.21 0.24 1.76 0.23 0.04
 -------- 12:00 0.04 0.01 0.25 0.20 1.85 0.25 0.04
 -------- 13:00 0.04 0.01 0.25 0.20 1.79 0.20 0.04
 -------- 14:00 0.03 0.01 0.21 0.17 1.72 0.15 0.03
 04.01.13 15:00 0.03 0.01 0.17 0.20 1.71 0.15 0.03
 -------- 16:00 0.02 0.01 0.12 0.18 1.67 0.11 0.03
 -------- 17:00 0.03 0.01 0.17 0.24 1.74 0.17 0.04
 -------- 18:00 0.04 0.01 0.25 0.24 1.79 0.30 0.05
 -------- 19:00 0.06 0.01 0.25 0.20 1.78 0.33 0.04
 04.01.13 20:00 0.08 0.01 0.25 0.16 1.80 0.30 0.04
 -------- 21:00 0.10 0.01 0.29 0.18 3.79 0.25 0.04
 -------- 22:00 0.09 0.01 0.42 0.21 4.05 0.30 0.05
 -------- 23:00 0.08 0.01 0.75 0.19 5.19 0.37 0.06
 -------- 00:00 0.08 0.00 0.33 0.14 5.04 0.33 0.05
 05.01.13 01:00 0.08 0.00 0.50 0.13 7.49 0.36 0.05
 -------- 02:00 0.09 0.00 1.46 0.20 26.37 0.37 0.07
 -------- 03:00 0.09 0.00 0.79 0.15 18.66 0.32 0.08
 -------- 04:00 0.08 0.00 0.25 0.14 5.13 0.24 0.06
 -------- 05:00 0.06 0.00 0.21 0.14 4.00 0.19 0.05
 05.01.13 06:00 0.06 0.00 0.12 0.15 2.73 0.12 0.04
 -------- 07:00 0.03 0.00 0.12 0.17 3.12 0.09 0.02
 -------- 08:00 0.03 0.00 ---- 0.19 2.15 0.12 0.03
 -------- 09:00 0.04 0.00 0.12 0.17 2.16 0.18 0.04
 -------- 10:00 0.04 0.00 0.12 0.15 2.23 0.13 0.03
 05.01.13 11:00 0.03 0.00 ---- 0.10 1.93 0.10 0.03
 -------- 12:00 0.02 0.00 ---- 0.04 1.74 0.08 0.02
 -------- 13:00 0.02 0.00 ---- 0.02 1.67 0.08 0.02
 -------- 14:00 0.02 0.00 ---- 0.04 1.71 0.08 0.02
 -------- 15:00 0.02 0.00 ---- 0.11 1.83 0.09 0.03
 05.01.13 16:00 0.02 0.00 ---- 0.09 1.77 0.08 0.03
 -------- 17:00 0.02 0.00 ---- 0.06 1.65 0.07 0.03
 -------- 18:00 0.02 0.00 ---- 0.07 1.63 0.07 0.02
 -------- 19:00 0.02 0.00 ---- 0.10 1.63 0.07 0.03
 -------- 20:00 0.02 0.00 ---- 0.12 1.65 0.07 0.03
 05.01.13 21:00 0.02 0.00 ---- 0.10 1.67 0.07 0.02
 -------- 22:00 ---- 0.00 ---- 0.04 1.62 0.06 0.02
 -------- 23:00 ---- 0.00 ---- 0.02 1.60 0.06 0.02
