 Date Time CO SO2 H2S NO2 CHX NO PM10
 21.01.13 00:00 ---- 0.01 0.25 0.34 2.04 0.08 0.05
 -------- 01:00 ---- 0.02 0.12 0.35 2.82 0.07 0.05
 -------- 02:00 ---- 0.02 ---- 0.34 1.98 0.09 0.05
 -------- 03:00 ---- 0.02 ---- 0.33 1.81 0.07 0.04
 -------- 04:00 ---- 0.01 ---- 0.32 1.78 0.06 0.04
 21.01.13 05:00 ---- 0.01 0.12 0.31 1.78 0.06 0.05
 -------- 06:00 ---- 0.01 0.12 0.32 1.78 0.07 0.04
 -------- 07:00 ---- 0.01 0.12 0.33 1.80 0.09 0.05
 -------- 08:00 0.02 0.02 0.12 0.36 1.87 0.21 0.05
 -------- 09:00 0.02 0.02 0.21 0.36 1.88 0.17 0.06
 21.01.13 10:00 0.02 0.02 0.25 0.36 1.97 0.19 0.06
 -------- 11:00 0.02 0.03 0.25 0.37 1.95 0.24 0.06
 -------- 12:00 0.02 0.03 0.33 0.35 2.01 0.24 0.06
 -------- 13:00 0.02 0.03 0.38 0.30 2.05 0.18 0.05
 -------- 14:00 ---- 0.03 0.33 0.27 1.85 0.14 0.05
 21.01.13 15:00 ---- 0.03 0.25 0.25 1.74 0.10 0.05
 -------- 16:00 ---- 0.03 0.25 0.27 1.73 0.09 0.05
 -------- 17:00 ---- 0.02 0.25 0.28 2.31 0.06 0.04
 -------- 18:00 ---- 0.02 0.25 0.35 2.41 0.06 0.04
 -------- 19:00 0.02 0.02 0.12 0.37 1.80 0.06 0.04
 21.01.13 20:00 0.02 0.02 0.12 0.36 1.67 0.04 0.04
 -------- 21:00 0.02 0.02 ---- 0.37 1.64 0.04 0.04
 -------- 22:00 ---- 0.02 ---- 0.30 1.66 0.04 0.03
 -------- 23:00 ---- 0.01 ---- 0.23 1.69 0.03 0.04
 -------- 00:00 ---- 0.01 ---- 0.26 1.67 0.03 0.03
 22.01.13 01:00 ---- 0.01 ---- 0.24 1.65 0.03 0.03
 -------- 02:00 ---- 0.01 ---- 0.20 1.63 0.03 0.02
 -------- 03:00 ---- 0.01 ---- 0.19 1.60 0.03 0.02
 -------- 04:00 ---- 0.00 ---- 0.20 1.59 0.03 0.02
 -------- 05:00 ---- ---- ---- 0.20 1.59 0.03 0.02
 22.01.13 06:00 ---- 0.00 ---- 0.28 1.61 0.04 0.02
 -------- 07:00 0.02 0.00 ---- 0.35 1.71 0.04 0.02
 -------- 08:00 0.03 0.00 ---- 0.46 1.74 0.07 0.03
 -------- 09:00 0.04 0.00 ---- 0.47 1.75 0.08 0.03
 -------- 10:00 0.04 0.00 ---- 0.45 1.81 0.12 0.03
 22.01.13 11:00 0.05 0.01 0.12 0.46 1.86 0.20 0.05
 -------- 12:00 0.06 0.02 0.12 0.46 1.81 0.25 0.06
 -------- 13:00 0.06 0.02 0.29 0.48 1.85 0.28 0.06
 -------- 14:00 0.07 0.03 0.46 0.52 1.91 0.31 0.07
 -------- 15:00 0.08 0.03 0.62 0.52 1.88 0.32 0.06
 22.01.13 16:00 0.09 0.03 0.62 0.50 1.82 0.22 0.05
 -------- 17:00 0.08 0.03 0.67 0.53 1.87 0.26 0.05
 -------- 18:00 0.08 0.03 0.62 0.54 1.88 0.27 0.05
 -------- 19:00 0.05 0.02 0.62 0.53 1.79 0.16 0.04
 -------- 20:00 0.02 0.02 0.54 0.50 1.72 0.09 0.03
 22.01.13 21:00 0.02 0.02 0.50 0.47 1.76 0.07 0.03
 -------- 22:00 0.02 0.02 0.50 0.48 1.69 0.10 0.03
 -------- 23:00 0.02 0.02 0.46 0.49 1.71 0.14 0.03
