 Date Time CO OZ NO2 NO
 13.02.13 00:00 0.13 0.08 0.26 0.09
 -------- 01:00 0.13 0.07 0.26 0.10
 -------- 02:00 0.11 0.09 0.23 0.07
 -------- 03:00 0.09 0.09 0.23 0.07
 -------- 04:00 0.11 0.07 0.24 0.09
 13.02.13 05:00 0.11 0.07 0.24 0.10
 -------- 06:00 0.14 0.09 0.25 0.11
 -------- 07:00 0.18 0.07 0.27 0.16
 -------- 08:00 0.25 0.06 0.28 0.18
 -------- 09:00 0.26 0.05 0.28 0.17
 13.02.13 10:00 0.24 0.06 0.29 0.17
 -------- 11:00 0.22 0.07 0.28 0.17
 -------- 12:00 0.24 0.08 0.33 0.19
 -------- 13:00 0.25 0.08 0.35 0.25
 -------- 14:00 0.25 0.08 0.32 0.22
 13.02.13 15:00 0.25 0.10 0.28 0.17
 -------- 16:00 0.21 0.10 0.29 0.15
 -------- 17:00 0.26 0.08 0.32 0.16
 -------- 18:00 0.31 0.06 0.34 0.18
 -------- 19:00 0.31 0.06 0.34 0.18
 13.02.13 20:00 0.31 0.06 0.33 0.21
 -------- 21:00 0.29 0.06 0.33 0.19
 -------- 22:00 0.29 0.06 0.32 0.26
 -------- 23:00 0.26 0.06 0.31 0.21
 -------- 00:00 0.21 0.06 0.30 0.18
 14.02.13 01:00 0.19 0.06 0.29 0.16
 -------- 02:00 0.16 0.06 0.30 0.16
 -------- 03:00 0.14 0.06 0.28 0.09
 -------- 04:00 0.16 0.05 0.28 0.13
 -------- 05:00 0.16 0.05 0.26 0.11
 14.02.13 06:00 0.22 0.06 0.28 0.23
 -------- 07:00 0.27 0.05 0.28 0.30
 -------- 08:00 0.29 0.06 0.28 0.23
 -------- 09:00 0.42 0.06 0.29 0.30
 -------- 10:00 0.37 0.06 0.31 0.33
 14.02.13 11:00 0.36 0.06 0.31 0.33
 -------- 12:00 0.31 0.07 0.33 0.30
 -------- 13:00 0.30 0.07 0.31 0.28
 -------- 14:00 0.31 0.09 0.30 0.23
 -------- 15:00 0.25 0.09 0.30 0.16
 14.02.13 16:00 0.24 0.09 0.30 0.15
 -------- 17:00 0.24 0.08 0.31 0.15
 -------- 18:00 0.32 0.06 0.34 0.21
 -------- 19:00 0.30 0.06 0.32 0.20
 -------- 20:00 0.26 0.06 0.32 0.18
 14.02.13 21:00 0.27 0.06 0.32 0.18
 -------- 22:00 0.27 0.06 0.32 0.23
 -------- 23:00 0.25 0.06 0.30 0.24
