 Date Time CO OZ NO2 NO
 10.05.13 23:00 0.20 ---- ---- ----
 -------- 00:00 0.15 ---- ---- ----
 -------- 01:00 0.12 ---- ---- ----
 -------- 02:00 0.10 ---- ---- ----
 -------- 03:00 0.14 ---- ---- ----
 11.05.13 04:00 0.11 ---- ---- ----
 -------- 05:00 0.09 ---- ---- ----
 -------- 06:00 0.08 ---- ---- ----
 -------- 07:00 0.16 ---- ---- ----
 -------- 08:00 0.15 ---- ---- ----
 11.05.13 09:00 0.13 ---- ---- ----
 -------- 10:00 0.13 ---- ---- ----
 -------- 11:00 0.15 ---- ---- ----
 -------- 12:00 0.13 ---- ---- ----
 -------- 13:00 0.13 ---- ---- ----
 11.05.13 14:00 0.13 ---- ---- ----
 -------- 15:00 0.12 ---- ---- ----
 -------- 16:00 0.13 ---- ---- ----
 -------- 17:00 0.13 ---- ---- ----
 -------- 18:00 0.13 ---- ---- ----
 11.05.13 19:00 0.12 ---- ---- ----
 -------- 20:00 0.16 ---- ---- ----
 -------- 21:00 0.19 ---- ---- ----
 -------- 22:00 0.27 ---- ---- ----
 -------- 23:00 0.37 ---- ---- ----
 12.05.13 00:00 0.37 ---- ---- ----
 -------- 01:00 0.19 ---- ---- ----
 -------- 02:00 0.15 ---- ---- ----
 -------- 03:00 0.12 ---- ---- ----
 -------- 04:00 0.11 ---- ---- ----
 12.05.13 05:00 0.11 ---- ---- ----
 -------- 06:00 0.20 ---- ---- ----
 -------- 07:00 0.19 ---- ---- ----
 -------- 08:00 0.14 ---- ---- ----
 -------- 09:00 0.15 ---- ---- ----
 12.05.13 10:00 0.19 ---- ---- ----
 -------- 11:00 0.13 ---- ---- ----
 -------- 12:00 0.11 ---- ---- ----
 -------- 13:00 0.11 ---- ---- ----
 -------- 14:00 0.10 ---- ---- ----
 12.05.13 15:00 0.10 ---- ---- ----
 -------- 16:00 0.08 ---- ---- ----
 -------- 17:00 0.10 ---- ---- ----
 -------- 18:00 0.12 ---- ---- ----
 -------- 19:00 0.15 ---- ---- ----
 12.05.13 20:00 0.14 ---- ---- ----
 -------- 21:00 0.12 ---- ---- ----
 -------- 22:00 0.13 ---- ---- ----
