 Date Time CO OZ NO2 NO
 25.03.13 00:00 0.12 0.34 0.14 0.01
 -------- 01:00 0.11 0.33 0.15 0.02
 -------- 02:00 0.11 0.35 0.13 0.01
 -------- 03:00 0.10 0.38 0.13 0.01
 -------- 04:00 0.10 0.40 0.13 0.01
 25.03.13 05:00 0.10 0.41 0.12 0.01
 -------- 06:00 0.11 0.38 0.13 0.01
 -------- 07:00 0.11 0.35 0.15 0.01
 -------- 08:00 0.13 0.33 0.15 0.02
 -------- 09:00 0.13 0.36 0.15 0.02
 25.03.13 10:00 0.13 0.35 0.16 0.03
 -------- 11:00 0.12 0.36 0.15 0.02
 -------- 12:00 0.11 0.38 0.15 0.02
 -------- 13:00 0.11 0.40 0.14 0.02
 -------- 14:00 0.12 0.37 0.16 0.03
 25.03.13 15:00 0.12 0.40 0.14 0.02
 -------- 16:00 0.13 0.39 0.15 0.02
 -------- 17:00 0.11 0.40 0.15 0.02
 -------- 18:00 0.13 0.39 0.15 0.01
 -------- 19:00 0.11 0.33 0.17 0.02
 25.03.13 20:00 0.12 0.31 0.17 0.01
 -------- 21:00 0.12 0.27 0.19 0.02
 -------- 22:00 0.09 0.32 0.16 0.01
 -------- 23:00 0.10 0.31 0.17 0.01
 -------- 00:00 0.09 0.33 0.15 0.01
 26.03.13 01:00 0.09 0.34 0.14 0.01
 -------- 02:00 0.07 0.36 0.13 0.01
 -------- 03:00 0.07 0.36 0.13 0.01
 -------- 04:00 0.07 0.38 0.12 0.01
 -------- 05:00 0.07 0.30 0.16 0.02
 26.03.13 06:00 0.09 0.32 0.15 0.01
 -------- 07:00 0.11 0.31 0.15 0.02
 -------- 08:00 0.11 0.25 0.18 0.02
 -------- 09:00 0.13 0.28 0.18 0.03
 -------- 10:00 0.09 0.30 0.16 0.03
 26.03.13 11:00 0.11 0.31 0.17 0.04
 -------- 12:00 0.10 0.29 0.18 0.05
 -------- 13:00 0.11 0.25 0.21 0.07
 -------- 14:00 0.13 0.28 0.20 0.07
 -------- 15:00 0.11 0.32 0.18 0.05
 26.03.13 16:00 0.12 0.35 0.17 0.04
 -------- 17:00 0.10 0.36 0.17 0.04
 -------- 18:00 0.09 0.32 0.19 0.04
 -------- 19:00 0.08 0.29 0.20 0.03
 -------- 20:00 0.09 0.29 0.21 0.03
 26.03.13 21:00 0.09 0.31 0.20 0.02
 -------- 22:00 0.13 0.23 0.24 0.03
 -------- 23:00 0.13 0.26 0.23 0.03
