 Date Time CO OZ NO2 NO
 14.02.13 12:00 0.32 0.07 0.35 0.30
 -------- 13:00 0.30 0.07 0.31 0.28
 -------- 14:00 0.31 0.09 0.30 0.23
 -------- 15:00 0.25 0.09 0.30 0.16
 -------- 16:00 0.24 0.09 0.30 0.15
 14.02.13 17:00 0.24 0.08 0.31 0.15
 -------- 18:00 0.32 0.06 0.34 0.21
 -------- 19:00 0.30 0.06 0.32 0.20
 -------- 20:00 0.26 0.06 0.32 0.18
 -------- 21:00 0.27 0.06 0.32 0.18
 14.02.13 22:00 0.27 0.06 0.32 0.23
 -------- 23:00 0.25 0.06 0.30 0.24
 -------- 00:00 0.19 0.06 0.29 0.16
 -------- 01:00 0.15 0.06 0.28 0.12
 -------- 02:00 0.17 0.06 0.28 0.13
 15.02.13 03:00 0.15 0.05 0.28 0.12
 -------- 04:00 0.14 0.06 0.27 0.12
 -------- 05:00 0.16 0.05 0.29 0.17
 -------- 06:00 0.17 0.06 0.29 0.17
 -------- 07:00 0.21 0.06 0.29 0.17
 15.02.13 08:00 0.29 0.06 0.31 0.21
 -------- 09:00 0.35 0.06 0.31 0.26
 -------- 10:00 0.39 0.06 0.32 0.27
 -------- 11:00 0.34 0.06 0.31 0.24
 -------- 12:00 0.39 0.06 0.33 0.33
 15.02.13 13:00 0.35 0.06 0.32 0.28
 -------- 14:00 0.39 0.06 0.36 0.32
 -------- 15:00 0.36 0.06 0.36 0.28
 -------- 16:00 0.35 0.06 0.35 0.22
 -------- 17:00 0.36 0.06 0.35 0.23
 15.02.13 18:00 0.36 0.06 0.34 0.25
 -------- 19:00 0.37 0.06 0.35 0.27
 -------- 20:00 0.30 0.06 0.33 0.20
 -------- 21:00 0.31 0.06 0.33 0.20
 -------- 22:00 0.35 0.06 0.34 0.24
 15.02.13 23:00 0.32 0.05 0.34 0.23
 -------- 00:00 0.35 0.06 0.32 0.27
 -------- 01:00 0.30 0.06 0.31 0.22
 -------- 02:00 0.27 0.05 0.29 0.19
 -------- 03:00 0.24 0.06 0.29 0.18
 16.02.13 04:00 0.31 0.06 0.32 0.30
 -------- 05:00 0.27 0.06 0.31 0.28
 -------- 06:00 0.27 0.05 0.30 0.27
 -------- 07:00 0.35 0.06 0.33 0.35
 -------- 08:00 0.37 0.05 0.32 0.30
 16.02.13 09:00 0.38 0.06 0.31 0.27
 -------- 10:00 0.37 0.06 0.32 0.28
 -------- 11:00 0.43 0.06 0.36 0.37
