 Date Time CO OZ NO2 NO
 15.02.13 12:00 0.38 0.06 0.33 0.33
 -------- 13:00 0.35 0.06 0.32 0.28
 -------- 14:00 0.39 0.06 0.36 0.32
 -------- 15:00 0.36 0.06 0.36 0.28
 -------- 16:00 0.35 0.06 0.35 0.22
 15.02.13 17:00 0.36 0.06 0.35 0.23
 -------- 18:00 0.36 0.06 0.34 0.25
 -------- 19:00 0.37 0.06 0.35 0.27
 -------- 20:00 0.30 0.06 0.33 0.20
 -------- 21:00 0.31 0.06 0.33 0.20
 15.02.13 22:00 0.35 0.06 0.34 0.24
 -------- 23:00 0.32 0.05 0.34 0.23
 -------- 00:00 0.35 0.06 0.32 0.27
 -------- 01:00 0.30 0.06 0.31 0.22
 -------- 02:00 0.27 0.05 0.29 0.19
 16.02.13 03:00 0.24 0.06 0.29 0.18
 -------- 04:00 0.31 0.06 0.32 0.30
 -------- 05:00 0.27 0.06 0.31 0.28
 -------- 06:00 0.27 0.05 0.30 0.27
 -------- 07:00 0.35 0.06 0.33 0.35
 16.02.13 08:00 0.37 0.05 0.32 0.30
 -------- 09:00 0.38 0.06 0.31 0.27
 -------- 10:00 0.37 0.06 0.32 0.28
 -------- 11:00 0.43 0.06 0.36 0.37
 -------- 12:00 0.34 0.06 0.36 0.28
 16.02.13 13:00 0.37 0.06 0.36 0.31
 -------- 14:00 0.37 0.06 0.36 0.29
 -------- 15:00 0.31 0.06 0.34 0.23
 -------- 16:00 0.27 0.06 0.34 0.18
 -------- 17:00 0.19 0.07 0.31 0.10
 16.02.13 18:00 0.15 0.08 0.27 0.06
 -------- 19:00 0.19 0.08 0.27 0.10
 -------- 20:00 0.17 0.09 0.25 0.08
 -------- 21:00 0.13 0.15 0.20 0.04
 -------- 22:00 0.19 0.09 0.26 0.08
 16.02.13 23:00 0.21 0.08 0.26 0.08
 -------- 00:00 0.19 0.12 0.24 0.09
 -------- 01:00 0.14 0.20 0.19 0.02
 -------- 02:00 0.13 0.22 0.18 0.02
 -------- 03:00 0.13 0.24 0.17 0.01
 17.02.13 04:00 0.13 0.24 0.17 0.01
 -------- 05:00 0.14 0.27 0.16 0.01
 -------- 06:00 0.13 0.27 0.15 0.01
 -------- 07:00 0.15 0.25 0.17 0.02
 -------- 08:00 0.15 0.25 0.17 0.02
 17.02.13 09:00 0.19 0.20 0.20 0.03
 -------- 10:00 0.14 0.24 0.17 0.01
 -------- 11:00 0.17 0.22 0.19 0.03
