 Date Time CO OZ NO2 NO
 17.05.13 12:00 0.17 0.31 0.31 ----
 -------- 13:00 0.17 0.33 0.34 ----
 -------- 14:00 0.18 0.33 0.30 ----
 -------- 15:00 0.24 0.26 0.41 ----
 -------- 16:00 0.26 0.22 0.38 ----
 17.05.13 17:00 0.24 0.23 0.27 ----
 -------- 18:00 0.19 0.23 0.27 ----
 -------- 19:00 0.20 0.24 0.32 ----
 -------- 20:00 0.15 0.20 0.24 ----
 -------- 21:00 0.21 0.19 0.28 ----
 17.05.13 22:00 0.21 0.13 0.34 ----
 -------- 23:00 0.25 0.09 0.35 ----
 -------- 00:00 0.26 0.07 0.32 ----
 -------- 01:00 0.22 0.03 0.32 ----
 -------- 02:00 0.21 0.03 0.30 ----
 18.05.13 03:00 0.17 0.03 0.30 ----
 -------- 04:00 0.17 0.04 0.32 ----
 -------- 05:00 0.13 0.08 0.28 ----
 -------- 06:00 0.17 0.07 0.27 ----
 -------- 07:00 0.22 0.07 0.27 ----
 18.05.13 08:00 0.19 0.10 0.26 ----
 -------- 09:00 0.22 0.08 0.29 ----
 -------- 10:00 0.17 0.15 0.30 ----
 -------- 11:00 0.15 0.28 0.19 ----
 -------- 12:00 0.16 0.30 0.23 ----
 18.05.13 13:00 0.15 0.35 0.22 ----
 -------- 14:00 0.14 0.36 0.19 ----
 -------- 15:00 0.15 0.35 0.23 ----
 -------- 16:00 0.15 0.31 0.27 ----
 -------- 17:00 0.18 0.28 0.29 ----
 18.05.13 18:00 0.17 0.25 0.30 ----
 -------- 19:00 0.13 0.18 0.29 ----
 -------- 20:00 0.19 0.05 0.39 ----
 -------- 21:00 0.16 0.07 0.41 ----
 -------- 22:00 0.40 0.04 0.51 ----
 18.05.13 23:00 0.41 0.07 0.49 ----
 -------- 00:00 0.27 0.09 0.43 ----
 -------- 01:00 0.17 0.13 0.34 ----
 -------- 02:00 0.13 0.12 0.34 ----
 -------- 03:00 0.16 0.11 0.39 ----
 19.05.13 04:00 0.15 0.10 0.38 ----
 -------- 05:00 0.13 0.11 0.36 ----
 -------- 06:00 0.16 0.07 0.40 ----
 -------- 07:00 0.15 0.06 0.36 ----
 -------- 08:00 0.18 0.09 0.36 ----
 19.05.13 09:00 0.13 0.12 0.30 ----
 -------- 10:00 0.13 0.26 0.23 ----
 -------- 11:00 0.13 0.30 0.26 ----
