 Date Time CO OZ NO2 NO
 31.12.12 00:00 0.24 0.06 0.15 0.17
 -------- 01:00 0.25 0.06 0.15 0.18
 -------- 02:00 0.27 0.06 0.15 0.18
 -------- 03:00 0.24 0.06 0.16 0.17
 -------- 04:00 0.22 0.06 0.15 0.12
 31.12.12 05:00 0.19 0.05 0.13 0.07
 -------- 06:00 0.16 0.06 0.12 0.06
 -------- 07:00 0.15 0.06 0.12 0.06
 -------- 08:00 0.14 0.06 0.10 0.05
 -------- 09:00 0.14 0.06 0.10 0.05
 31.12.12 10:00 0.15 0.06 0.12 0.07
 -------- 11:00 0.16 0.06 0.11 0.08
 -------- 12:00 0.17 0.06 0.11 0.08
 -------- 13:00 0.17 0.06 0.12 0.08
 -------- 14:00 0.19 0.05 0.12 0.09
 31.12.12 15:00 0.22 0.06 0.12 0.10
 -------- 16:00 0.21 0.06 0.13 0.07
 -------- 17:00 0.19 0.06 0.14 0.07
 -------- 18:00 0.19 0.06 0.14 0.09
 -------- 19:00 0.19 0.05 0.13 0.07
 31.12.12 20:00 0.19 0.05 0.14 0.10
 -------- 21:00 0.19 0.05 0.13 0.05
 -------- 22:00 0.19 0.06 0.13 0.09
 -------- 23:00 0.19 0.06 0.12 0.06
 -------- 00:00 0.22 0.05 0.13 0.14
 01.01.13 01:00 0.20 0.06 0.12 0.06
 -------- 02:00 0.21 0.06 0.12 0.07
 -------- 03:00 0.19 0.05 0.11 0.04
 -------- 04:00 0.21 0.06 0.11 0.07
 -------- 05:00 0.19 0.05 0.11 0.03
 01.01.13 06:00 0.17 0.06 0.09 0.03
 -------- 07:00 0.15 0.06 0.09 0.02
 -------- 08:00 0.14 0.06 0.08 0.02
 -------- 09:00 0.15 0.05 0.10 0.04
 -------- 10:00 0.15 0.05 0.13 0.07
 01.01.13 11:00 0.17 0.06 0.14 0.10
 -------- 12:00 0.15 0.06 0.13 0.07
 -------- 13:00 0.14 0.05 0.11 0.05
 -------- 14:00 0.13 0.06 0.09 0.04
 -------- 15:00 0.13 0.05 0.10 0.06
 01.01.13 16:00 0.14 0.05 0.10 0.04
 -------- 17:00 0.14 0.05 0.09 0.04
 -------- 18:00 0.16 0.05 0.11 0.04
 -------- 19:00 0.16 0.05 0.11 0.04
 -------- 20:00 0.17 0.05 0.11 0.06
 01.01.13 21:00 0.15 0.05 0.09 0.04
 -------- 22:00 0.15 0.05 0.09 0.04
 -------- 23:00 0.14 0.05 0.08 0.03
