 Date Time CO OZ NO2 NO
 22.03.13 12:00 0.18 0.21 0.25 0.11
 -------- 13:00 0.11 0.27 0.20 0.06
 -------- 14:00 0.11 0.28 0.19 0.06
 -------- 15:00 0.11 0.30 0.18 0.05
 -------- 16:00 0.09 0.31 0.18 0.05
 22.03.13 17:00 0.11 0.26 0.20 0.06
 -------- 18:00 0.11 0.22 0.21 0.06
 -------- 19:00 0.10 0.20 0.21 0.04
 -------- 20:00 0.11 0.15 0.21 0.04
 -------- 21:00 0.12 0.19 0.18 0.03
 22.03.13 22:00 0.12 0.16 0.17 0.02
 -------- 23:00 0.11 0.16 0.17 0.02
 -------- 00:00 0.13 0.12 0.18 0.05
 -------- 01:00 0.12 0.14 0.17 0.02
 -------- 02:00 0.13 0.09 0.19 0.04
 23.03.13 03:00 0.13 0.13 0.18 0.04
 -------- 04:00 0.15 0.12 0.22 0.07
 -------- 05:00 0.14 0.12 0.22 0.07
 -------- 06:00 0.16 0.12 0.21 0.07
 -------- 07:00 0.18 0.11 0.23 0.09
 23.03.13 08:00 0.21 0.11 0.22 0.10
 -------- 09:00 0.26 0.10 0.25 0.15
 -------- 10:00 0.23 0.13 0.25 0.14
 -------- 11:00 0.21 0.18 0.24 0.10
 -------- 12:00 0.21 0.21 0.23 0.10
 23.03.13 13:00 0.19 0.21 0.23 0.10
 -------- 14:00 0.16 0.28 0.20 0.06
 -------- 15:00 0.19 0.21 0.24 0.09
 -------- 16:00 0.15 0.25 0.21 0.06
 -------- 17:00 0.17 0.22 0.23 0.08
 23.03.13 18:00 0.17 0.22 0.22 0.07
 -------- 19:00 0.15 0.23 0.22 0.06
 -------- 20:00 0.14 0.21 0.22 0.06
 -------- 21:00 0.15 0.21 0.21 0.05
 -------- 22:00 0.15 0.19 0.22 0.05
 23.03.13 23:00 0.14 0.21 0.21 0.04
 -------- 00:00 0.15 0.23 0.20 0.04
 -------- 01:00 0.14 0.21 0.23 0.05
 -------- 02:00 0.14 0.25 0.19 0.03
 -------- 03:00 0.11 0.27 0.18 0.03
 24.03.13 04:00 0.12 0.29 0.18 0.03
 -------- 05:00 0.12 0.28 0.19 0.03
 -------- 06:00 0.13 0.29 0.18 0.02
 -------- 07:00 0.12 0.30 0.18 0.03
 -------- 08:00 0.12 0.32 0.17 0.02
 24.03.13 09:00 0.12 0.36 0.15 0.02
 -------- 10:00 0.12 0.35 0.16 0.03
 -------- 11:00 0.12 0.35 0.16 0.03
