 Date Time CO OZ NO2 NO
 01.03.13 12:00 0.18 0.11 0.25 0.09
 -------- 13:00 0.16 0.11 0.25 0.09
 -------- 14:00 0.16 0.12 0.24 0.09
 -------- 15:00 0.17 0.12 0.25 0.10
 -------- 16:00 0.16 0.12 0.25 0.08
 01.03.13 17:00 0.15 0.13 0.24 0.07
 -------- 18:00 0.15 0.11 0.25 0.07
 -------- 19:00 0.14 0.09 0.26 0.07
 -------- 20:00 0.14 0.17 0.22 0.04
 -------- 21:00 0.12 0.26 0.17 0.03
 01.03.13 22:00 0.09 0.26 0.15 0.02
 -------- 23:00 0.10 0.19 0.18 0.02
 -------- 00:00 0.11 0.14 0.18 0.04
 -------- 01:00 0.09 0.19 0.14 0.02
 -------- 02:00 0.09 0.22 0.13 0.02
 02.03.13 03:00 0.08 0.29 0.12 0.01
 -------- 04:00 0.08 0.30 0.11 0.01
 -------- 05:00 0.08 0.30 0.12 0.01
 -------- 06:00 0.08 0.30 0.12 0.01
 -------- 07:00 0.08 0.31 0.12 0.01
 02.03.13 08:00 0.08 0.31 0.13 0.01
 -------- 09:00 0.11 0.27 0.14 0.02
 -------- 10:00 0.13 0.29 0.14 0.02
 -------- 11:00 0.15 0.28 0.16 0.03
 -------- 12:00 0.15 0.30 0.14 0.03
 02.03.13 13:00 0.15 0.30 0.15 0.03
 -------- 14:00 0.14 0.34 0.14 0.02
 -------- 15:00 0.17 0.30 0.17 0.03
 -------- 16:00 0.16 0.32 0.16 0.03
 -------- 17:00 0.15 0.34 0.15 0.02
 02.03.13 18:00 0.15 0.33 0.16 0.02
 -------- 19:00 0.15 0.31 0.18 0.02
 -------- 20:00 0.15 0.29 0.18 0.02
 -------- 21:00 0.17 0.21 0.21 0.02
 -------- 22:00 0.13 0.15 0.24 0.02
 02.03.13 23:00 0.19 0.13 0.25 0.03
 -------- 00:00 0.13 0.20 0.21 0.01
 -------- 01:00 0.21 0.08 0.28 0.14
 -------- 02:00 0.31 0.06 0.30 0.25
 -------- 03:00 0.31 0.06 0.30 0.33
 03.03.13 04:00 0.21 0.06 0.29 0.16
 -------- 05:00 0.25 0.06 0.30 0.23
 -------- 06:00 0.23 0.06 0.30 0.21
 -------- 07:00 0.21 0.06 0.30 0.18
 -------- 08:00 0.21 0.06 0.31 0.20
 03.03.13 09:00 0.20 0.07 0.28 0.12
 -------- 10:00 0.15 0.16 0.24 0.07
 -------- 11:00 0.23 0.12 0.28 0.13
