 Date Time CO OZ NO2 NO
 15.05.13 12:00 0.21 0.12 0.56 ----
 -------- 13:00 0.20 0.18 0.52 ----
 -------- 14:00 0.18 0.29 0.48 ----
 -------- 15:00 0.14 0.33 0.40 ----
 -------- 16:00 0.14 0.31 0.29 ----
 15.05.13 17:00 0.16 0.17 0.40 ----
 -------- 18:00 0.23 0.06 0.55 ----
 -------- 19:00 0.24 0.06 0.59 ----
 -------- 20:00 0.29 0.05 0.61 ----
 -------- 21:00 0.18 0.08 0.46 ----
 15.05.13 22:00 0.27 0.09 0.52 ----
 -------- 23:00 0.29 0.04 0.59 ----
 -------- 00:00 0.27 0.05 0.57 ----
 -------- 01:00 0.27 0.01 0.59 ----
 -------- 02:00 0.19 0.04 0.55 ----
 16.05.13 03:00 0.14 0.07 0.42 ----
 -------- 04:00 0.17 0.03 0.42 ----
 -------- 05:00 0.14 0.06 0.43 ----
 -------- 06:00 0.29 0.04 0.46 ----
 -------- 07:00 0.36 0.05 0.46 ----
 16.05.13 08:00 0.27 0.15 0.40 ----
 -------- 09:00 0.26 0.18 0.38 ----
 -------- 10:00 0.25 0.16 0.41 ----
 -------- 11:00 0.27 0.20 0.46 ----
 -------- 12:00 0.27 0.20 0.44 ----
 16.05.13 13:00 0.21 0.28 0.47 ----
 -------- 14:00 0.21 0.22 0.54 ----
 -------- 15:00 0.19 0.33 0.44 ----
 -------- 16:00 0.19 0.41 0.39 ----
 -------- 17:00 0.19 0.34 0.37 ----
 16.05.13 18:00 0.26 0.14 0.50 ----
 -------- 19:00 0.23 0.07 0.58 ----
 -------- 20:00 0.40 0.06 0.66 ----
 -------- 21:00 0.39 0.03 0.71 ----
 -------- 22:00 0.38 0.04 0.62 ----
 16.05.13 23:00 0.26 0.09 0.47 ----
 -------- 00:00 0.19 0.12 0.41 ----
 -------- 01:00 0.17 0.11 0.46 ----
 -------- 02:00 0.14 0.12 0.43 ----
 -------- 03:00 0.12 0.10 0.41 ----
 17.05.13 04:00 0.11 0.12 0.36 ----
 -------- 05:00 0.12 0.14 0.31 ----
 -------- 06:00 0.18 0.11 0.38 ----
 -------- 07:00 0.30 0.10 0.47 ----
 -------- 08:00 0.38 0.13 0.44 ----
 17.05.13 09:00 0.25 0.19 0.40 ----
 -------- 10:00 0.23 0.24 0.35 ----
 -------- 11:00 0.18 0.33 0.28 ----
