 Date Time CO OZ NO2 NO
 26.02.13 12:00 0.16 0.18 0.26 0.06
 -------- 13:00 0.15 0.19 0.25 0.06
 -------- 14:00 0.17 0.24 0.24 0.08
 -------- 15:00 0.13 0.29 0.21 0.05
 -------- 16:00 0.11 0.30 0.21 0.04
 26.02.13 17:00 0.13 0.24 0.25 0.04
 -------- 18:00 0.15 0.17 0.29 0.05
 -------- 19:00 0.18 0.09 0.33 0.08
 -------- 20:00 0.17 0.08 0.32 0.07
 -------- 21:00 0.15 0.08 0.32 0.09
 26.02.13 22:00 0.14 0.15 0.27 0.05
 -------- 23:00 0.11 0.24 0.24 0.03
 -------- 00:00 0.10 0.28 0.21 0.03
 -------- 01:00 0.10 0.26 0.21 0.02
 -------- 02:00 0.11 0.25 0.22 0.02
 27.02.13 03:00 0.10 0.31 0.18 0.02
 -------- 04:00 0.08 0.38 0.16 0.02
 -------- 05:00 0.08 0.39 0.15 0.02
 -------- 06:00 0.09 0.38 0.16 0.02
 -------- 07:00 0.11 0.29 0.20 0.02
 27.02.13 08:00 0.19 0.22 0.25 0.05
 -------- 09:00 0.16 0.22 0.23 0.03
 -------- 10:00 0.17 0.16 0.25 0.06
 -------- 11:00 0.13 0.20 0.23 0.03
 -------- 12:00 0.19 0.16 0.26 0.07
 27.02.13 13:00 0.17 0.17 0.25 0.07
 -------- 14:00 0.15 0.19 0.23 0.06
 -------- 15:00 0.13 0.22 0.20 0.03
 -------- 16:00 0.19 0.14 0.25 0.06
 -------- 17:00 0.15 0.21 0.21 0.04
 27.02.13 18:00 0.11 0.28 0.18 0.02
 -------- 19:00 0.15 0.19 0.23 0.03
 -------- 20:00 0.14 0.16 0.24 0.03
 -------- 21:00 0.23 0.09 0.29 0.12
 -------- 22:00 0.32 0.06 0.33 0.26
 27.02.13 23:00 0.26 0.06 0.32 0.21
 -------- 00:00 0.21 0.06 0.32 0.18
 -------- 01:00 0.20 0.05 0.31 0.18
 -------- 02:00 0.12 0.07 0.26 0.09
 -------- 03:00 0.11 0.13 0.21 0.05
 28.02.13 04:00 0.09 0.15 0.21 0.06
 -------- 05:00 0.08 0.19 0.19 0.04
 -------- 06:00 0.08 0.13 0.22 0.04
 -------- 07:00 0.11 0.13 0.23 0.06
 -------- 08:00 0.13 0.17 0.21 0.05
 28.02.13 09:00 0.11 0.20 0.19 0.04
 -------- 10:00 0.10 0.22 0.18 0.04
 -------- 11:00 0.10 0.25 0.17 0.03
