 Date Time CO OZ NO2 NO
 08.02.13 12:00 0.21 0.10 0.22 0.13
 -------- 13:00 0.20 0.10 0.21 0.12
 -------- 14:00 0.20 0.10 0.21 0.12
 -------- 15:00 0.21 0.10 0.21 0.12
 -------- 16:00 0.20 0.07 0.22 0.13
 08.02.13 17:00 0.25 0.06 0.24 0.15
 -------- 18:00 0.21 0.06 0.23 0.12
 -------- 19:00 0.20 0.05 0.24 0.14
 -------- 20:00 0.15 0.08 0.22 0.09
 -------- 21:00 0.13 0.12 0.19 0.06
 08.02.13 22:00 0.14 0.13 0.20 0.07
 -------- 23:00 0.12 0.19 0.17 0.04
 -------- 00:00 0.12 0.19 0.17 0.04
 -------- 01:00 0.13 0.15 0.19 0.06
 -------- 02:00 0.11 0.16 0.18 0.04
 09.02.13 03:00 0.09 0.22 0.15 0.03
 -------- 04:00 0.10 0.21 0.16 0.04
 -------- 05:00 0.09 0.22 0.15 0.03
 -------- 06:00 0.10 0.23 0.15 0.03
 -------- 07:00 0.12 0.19 0.18 0.07
 09.02.13 08:00 0.13 0.18 0.19 0.06
 -------- 09:00 0.14 0.17 0.19 0.06
 -------- 10:00 0.15 0.17 0.19 0.07
 -------- 11:00 0.15 0.19 0.18 0.06
 -------- 12:00 0.18 0.16 0.20 0.08
 09.02.13 13:00 0.22 0.11 0.23 0.10
 -------- 14:00 0.19 0.11 0.23 0.10
 -------- 15:00 0.25 0.08 0.26 0.13
 -------- 16:00 0.22 0.08 0.26 0.12
 -------- 17:00 0.17 0.15 0.23 0.06
 09.02.13 18:00 0.17 0.10 0.26 0.09
 -------- 19:00 0.21 0.11 0.27 0.10
 -------- 20:00 0.19 0.11 0.26 0.09
 -------- 21:00 0.14 0.16 0.21 0.05
 -------- 22:00 0.12 0.20 0.20 0.06
 09.02.13 23:00 0.12 0.21 0.19 0.05
 -------- 00:00 0.11 0.24 0.17 0.04
 -------- 01:00 0.11 0.26 0.16 0.04
 -------- 02:00 0.09 0.28 0.14 0.03
 -------- 03:00 0.09 0.29 0.13 0.02
 10.02.13 04:00 0.08 0.29 0.13 0.02
 -------- 05:00 0.08 0.28 0.12 0.02
 -------- 06:00 0.09 0.24 0.13 0.03
 -------- 07:00 0.09 0.21 0.15 0.03
 -------- 08:00 0.10 0.22 0.14 0.03
 10.02.13 09:00 0.11 0.17 0.16 0.05
 -------- 10:00 0.11 0.15 0.18 0.06
 -------- 11:00 0.12 0.16 0.18 0.06
