 Date Time CO OZ NO2 NO
 16.03.13 00:00 0.16 0.05 0.27 0.20
 -------- 01:00 0.10 0.07 0.24 0.11
 -------- 02:00 0.12 0.07 0.24 0.12
 -------- 03:00 0.15 0.05 0.26 0.15
 -------- 04:00 0.19 0.05 0.25 0.20
 16.03.13 05:00 0.20 0.04 0.26 0.18
 -------- 06:00 0.31 0.05 0.25 0.20
 -------- 07:00 0.34 0.05 0.26 0.30
 -------- 08:00 0.51 0.05 0.27 0.37
 -------- 09:00 0.27 0.05 0.25 0.20
 16.03.13 10:00 0.03 0.07 0.22 0.12
 -------- 11:00 0.06 0.06 0.25 0.17
 -------- 12:00 0.08 0.07 0.24 0.16
 -------- 13:00 0.08 0.10 0.28 0.14
 -------- 14:00 0.06 0.23 0.27 0.08
 16.03.13 15:00 0.02 0.24 0.23 0.06
 -------- 16:00 0.02 0.24 0.20 0.06
 -------- 17:00 0.02 0.20 0.22 0.06
 -------- 18:00 0.02 0.19 0.23 0.07
 -------- 19:00 0.04 0.20 0.21 0.05
 16.03.13 20:00 0.02 0.22 0.20 0.04
 -------- 21:00 0.03 0.20 0.20 0.04
 -------- 22:00 0.05 0.16 0.21 0.06
 -------- 23:00 0.04 0.17 0.21 0.05
 -------- 00:00 0.02 0.21 0.18 0.02
 17.03.13 01:00 0.02 0.21 0.19 0.02
 -------- 02:00 0.02 0.28 0.16 0.02
 -------- 03:00 0.02 0.34 0.13 0.01
 -------- 04:00 0.02 0.37 0.12 0.01
 -------- 05:00 0.02 0.37 0.13 0.01
 17.03.13 06:00 0.02 0.35 0.14 0.01
 -------- 07:00 0.04 0.30 0.16 0.02
 -------- 08:00 0.06 0.29 0.16 0.02
 -------- 09:00 0.06 0.28 0.17 0.02
 -------- 10:00 ---- 0.28 0.17 0.02
 17.03.13 11:00 ---- 0.29 0.17 0.03
 -------- 12:00 0.02 0.29 0.18 0.03
 -------- 13:00 0.02 0.30 0.17 0.03
 -------- 14:00 ---- 0.33 0.16 0.02
 -------- 15:00 0.02 0.31 0.18 0.03
 17.03.13 16:00 0.02 0.32 0.16 0.02
 -------- 17:00 0.03 0.27 0.19 0.03
 -------- 18:00 0.04 0.20 0.22 0.03
 -------- 19:00 0.03 0.24 0.20 0.02
 -------- 20:00 0.05 0.27 0.18 0.02
 17.03.13 21:00 0.05 0.24 0.20 0.03
 -------- 22:00 0.03 0.25 0.18 0.02
 -------- 23:00 0.02 0.25 0.19 0.03
