 Date Time CO OZ NO2 NO
 22.01.13 00:00 0.12 0.08 0.24 0.04
 -------- 01:00 0.13 0.09 0.23 0.05
 -------- 02:00 0.10 0.15 0.19 0.02
 -------- 03:00 0.10 0.16 0.19 0.02
 -------- 04:00 0.09 0.22 0.17 0.01
 22.01.13 05:00 0.10 0.17 0.20 0.03
 -------- 06:00 0.11 0.11 0.23 0.03
 -------- 07:00 0.14 0.08 0.25 0.06
 -------- 08:00 0.19 0.07 0.26 0.07
 -------- 09:00 0.19 0.06 0.26 0.07
 22.01.13 10:00 0.17 0.07 0.26 0.09
 -------- 11:00 0.17 0.09 0.26 0.09
 -------- 12:00 0.14 0.12 0.23 0.07
 -------- 13:00 0.15 0.11 0.24 0.09
 -------- 14:00 0.17 0.10 0.25 0.09
 22.01.13 15:00 0.15 0.11 0.24 0.08
 -------- 16:00 0.13 0.11 0.23 0.06
 -------- 17:00 0.16 0.07 0.26 0.08
 -------- 18:00 0.15 0.06 0.27 0.06
 -------- 19:00 0.15 0.07 0.25 0.04
 22.01.13 20:00 0.13 0.08 0.24 0.03
 -------- 21:00 0.12 0.09 0.22 0.02
 -------- 22:00 0.13 0.09 0.23 0.04
 -------- 23:00 0.11 0.08 0.23 0.03
 -------- 00:00 0.10 0.08 0.23 0.02
 23.01.13 01:00 0.10 0.08 0.23 0.02
 -------- 02:00 0.11 0.07 0.23 0.03
 -------- 03:00 0.09 0.11 0.21 0.02
 -------- 04:00 0.08 0.12 0.20 0.02
 -------- 05:00 0.09 0.12 0.20 0.02
 23.01.13 06:00 0.09 0.08 0.22 0.03
 -------- 07:00 0.11 0.06 0.23 0.03
 -------- 08:00 0.15 0.06 0.25 0.06
 -------- 09:00 0.19 0.05 0.25 0.09
 -------- 10:00 0.21 0.06 0.26 0.12
 23.01.13 11:00 0.21 0.07 0.26 0.13
 -------- 12:00 0.25 0.08 0.28 0.17
 -------- 13:00 0.22 0.09 0.27 0.14
 -------- 14:00 0.19 0.10 0.24 0.10
 -------- 15:00 0.22 0.09 0.26 0.13
 23.01.13 16:00 0.17 0.09 0.25 0.08
 -------- 17:00 0.17 0.06 0.26 0.08
 -------- 18:00 0.17 0.05 0.27 0.08
 -------- 19:00 0.19 0.05 0.28 0.10
 -------- 20:00 0.23 0.05 0.28 0.14
 23.01.13 21:00 0.21 0.06 0.27 0.13
 -------- 22:00 0.13 0.16 0.19 0.02
 -------- 23:00 0.16 0.09 0.24 0.08
