 Date Time CO OZ NO2 NO
 27.01.13 00:00 0.22 0.06 0.27 0.17
 -------- 01:00 0.17 0.05 0.27 0.13
 -------- 02:00 0.17 0.06 0.27 0.12
 -------- 03:00 0.17 0.05 0.27 0.14
 -------- 04:00 0.13 0.06 0.27 0.09
 27.01.13 05:00 0.09 0.14 0.22 0.03
 -------- 06:00 0.09 0.12 0.24 0.05
 -------- 07:00 0.10 0.11 0.25 0.04
 -------- 08:00 0.11 0.12 0.23 0.04
 -------- 09:00 0.18 0.06 0.26 0.13
 27.01.13 10:00 0.27 0.06 0.28 0.24
 -------- 11:00 0.35 0.06 0.31 0.34
 -------- 12:00 0.29 0.07 0.31 0.24
 -------- 13:00 0.17 0.09 0.26 0.12
 -------- 14:00 0.18 0.11 0.25 0.11
 27.01.13 15:00 0.22 0.10 0.27 0.16
 -------- 16:00 0.22 0.09 0.28 0.17
 -------- 17:00 0.23 0.07 0.30 0.18
 -------- 18:00 0.31 0.06 0.30 0.25
 -------- 19:00 0.34 0.06 0.32 0.29
 27.01.13 20:00 0.30 0.06 0.30 0.23
 -------- 21:00 0.32 0.06 0.30 0.26
 -------- 22:00 0.32 0.05 0.29 0.24
 -------- 23:00 0.27 0.06 0.30 0.21
 -------- 00:00 0.23 0.06 0.29 0.18
 28.01.13 01:00 0.25 0.06 0.29 0.20
 -------- 02:00 0.21 0.06 0.28 0.17
 -------- 03:00 0.15 0.06 0.27 0.09
 -------- 04:00 0.13 0.06 0.26 0.09
 -------- 05:00 0.13 0.07 0.26 0.08
 28.01.13 06:00 0.21 0.07 0.27 0.20
 -------- 07:00 0.33 0.06 0.32 0.29
 -------- 08:00 0.32 0.06 0.30 0.24
 -------- 09:00 0.36 0.06 0.31 0.31
 -------- 10:00 0.34 0.06 0.32 0.31
 28.01.13 11:00 0.23 0.07 0.28 0.18
 -------- 12:00 0.22 0.08 0.27 0.16
 -------- 13:00 0.23 0.08 0.28 0.17
 -------- 14:00 0.25 0.08 0.29 0.19
 -------- 15:00 0.19 0.10 0.26 0.12
 28.01.13 16:00 0.19 0.08 0.28 0.14
 -------- 17:00 0.17 0.09 0.27 0.13
 -------- 18:00 0.19 0.06 0.28 0.14
 -------- 19:00 0.21 0.05 0.29 0.13
 -------- 20:00 0.21 0.05 0.28 0.11
 28.01.13 21:00 0.20 0.05 0.28 0.11
 -------- 22:00 0.19 0.05 0.28 0.12
 -------- 23:00 0.20 0.05 0.28 0.13
