 Date Time CO OZ NO2 NO
 07.03.13 00:00 0.10 0.25 0.27 0.06
 -------- 01:00 0.08 0.36 0.21 0.03
 -------- 02:00 0.06 0.39 0.19 0.02
 -------- 03:00 0.06 0.32 0.23 0.03
 -------- 04:00 0.06 0.25 0.26 0.03
 07.03.13 05:00 0.07 0.24 0.27 0.04
 -------- 06:00 0.09 0.18 0.30 0.05
 -------- 07:00 0.09 0.23 0.28 0.04
 -------- 08:00 0.13 0.23 0.28 0.05
 -------- 09:00 0.13 0.20 0.28 0.05
 07.03.13 10:00 0.13 0.32 0.20 0.04
 -------- 11:00 0.09 0.38 0.16 0.03
 -------- 12:00 0.07 0.40 0.13 0.02
 -------- 13:00 0.07 0.40 0.13 0.02
 -------- 14:00 0.08 0.41 0.13 0.02
 07.03.13 15:00 0.08 0.41 0.14 0.02
 -------- 16:00 0.07 0.40 0.15 0.02
 -------- 17:00 0.07 0.41 0.14 0.02
 -------- 18:00 0.10 0.35 0.17 0.03
 -------- 19:00 0.11 0.30 0.20 0.03
 07.03.13 20:00 0.11 0.28 0.19 0.04
 -------- 21:00 0.14 0.26 0.20 0.03
 -------- 22:00 0.13 0.21 0.21 0.02
 -------- 23:00 0.13 0.18 0.21 0.02
 -------- 00:00 0.13 0.17 0.22 0.03
 08.03.13 01:00 0.13 0.19 0.21 0.02
 -------- 02:00 0.12 0.21 0.20 0.02
 -------- 03:00 0.11 0.30 0.15 0.02
 -------- 04:00 0.10 0.34 0.14 0.01
 -------- 05:00 0.10 0.36 0.13 0.01
 08.03.13 06:00 0.12 0.30 0.16 0.01
 -------- 07:00 0.12 0.32 0.15 0.01
 -------- 08:00 0.12 0.31 0.14 0.02
 -------- 09:00 0.13 0.34 0.14 0.02
 -------- 10:00 0.12 0.34 0.13 0.02
 08.03.13 11:00 0.13 0.34 0.14 0.02
 -------- 12:00 0.14 0.33 0.14 0.03
 -------- 13:00 0.13 0.34 0.13 0.02
 -------- 14:00 0.11 0.35 0.13 0.02
 -------- 15:00 0.11 0.33 0.14 0.03
 08.03.13 16:00 0.10 0.35 0.14 0.02
 -------- 17:00 0.10 0.34 0.15 0.02
 -------- 18:00 0.09 0.30 0.16 0.02
 -------- 19:00 0.11 0.23 0.20 0.02
 -------- 20:00 0.13 0.20 0.22 0.03
 08.03.13 21:00 0.14 0.18 0.22 0.03
 -------- 22:00 0.13 0.13 0.24 0.03
 -------- 23:00 0.14 0.10 0.26 0.05
