 Date Time CO OZ NO2 NO
 14.01.13 00:00 0.14 ---- 0.19 0.02
 -------- 01:00 0.13 ---- 0.19 0.02
 -------- 02:00 0.12 ---- 0.17 0.01
 -------- 03:00 0.12 ---- 0.17 0.01
 -------- 04:00 0.11 ---- 0.17 0.01
 14.01.13 05:00 0.11 ---- 0.16 0.01
 -------- 06:00 0.12 ---- 0.17 0.01
 -------- 07:00 0.12 ---- 0.17 0.02
 -------- 08:00 0.16 ---- 0.19 0.03
 -------- 09:00 0.16 ---- 0.19 0.04
 14.01.13 10:00 0.14 ---- 0.20 0.05
 -------- 11:00 0.16 ---- 0.20 0.06
 -------- 12:00 0.16 ---- 0.20 0.07
 -------- 13:00 0.15 ---- 0.20 0.06
 -------- 14:00 0.16 ---- 0.21 0.07
 14.01.13 15:00 0.15 ---- 0.22 0.06
 -------- 16:00 0.33 0.08 0.23 0.09
 -------- 17:00 0.13 0.10 0.21 0.04
 -------- 18:00 0.11 0.14 0.19 0.03
 -------- 19:00 0.12 0.13 0.19 0.03
 14.01.13 20:00 0.11 0.17 0.17 0.03
 -------- 21:00 0.10 0.22 0.14 0.02
 -------- 22:00 0.12 0.21 0.14 0.02
 -------- 23:00 0.11 0.21 0.14 0.01
 -------- 00:00 0.12 0.21 0.14 0.01
 15.01.13 01:00 0.12 0.21 0.14 0.01
 -------- 02:00 0.10 0.22 0.13 0.01
 -------- 03:00 0.10 0.24 0.13 0.01
 -------- 04:00 0.10 0.28 0.11 0.01
 -------- 05:00 0.10 0.25 0.12 0.02
 15.01.13 06:00 0.10 0.22 0.14 0.01
 -------- 07:00 0.15 0.17 0.17 0.05
 -------- 08:00 0.19 0.14 0.21 0.06
 -------- 09:00 0.15 0.14 0.20 0.05
 -------- 10:00 0.14 0.15 0.20 0.04
 15.01.13 11:00 0.16 0.10 0.23 0.07
 -------- 12:00 0.17 0.11 0.23 0.06
 -------- 13:00 0.17 0.12 0.23 0.06
 -------- 14:00 0.19 0.12 0.22 0.09
 -------- 15:00 0.19 0.13 0.21 0.06
 15.01.13 16:00 0.17 0.10 0.23 0.05
 -------- 17:00 0.20 0.07 0.25 0.08
 -------- 18:00 0.16 0.06 0.25 0.05
 -------- 19:00 0.21 0.05 0.28 0.09
 -------- 20:00 0.17 0.07 0.25 0.05
 15.01.13 21:00 0.24 0.06 0.26 0.14
 -------- 22:00 0.25 0.05 0.28 0.19
 -------- 23:00 0.19 0.06 0.27 0.13
