 Date Time CO OZ NO2 NO
 03.04.13 12:00 0.09 0.11 0.30 0.08
 -------- 13:00 0.14 0.14 0.28 0.09
 -------- 14:00 0.09 0.20 0.23 0.04
 -------- 15:00 0.07 0.27 0.20 0.04
 -------- 16:00 0.05 0.30 0.19 0.03
 03.04.13 17:00 0.08 0.27 0.22 0.06
 -------- 18:00 0.12 0.22 0.25 0.07
 -------- 19:00 0.10 0.26 0.25 0.04
 -------- 20:00 0.09 0.29 0.24 0.03
 -------- 21:00 0.08 0.28 0.25 0.03
 03.04.13 22:00 0.03 0.22 0.27 0.05
 -------- 23:00 0.09 0.16 0.30 0.06
 -------- 00:00 0.06 0.15 0.32 0.09
 -------- 01:00 0.04 0.18 0.27 0.04
 -------- 02:00 0.02 0.16 0.28 0.05
 04.04.13 03:00 0.03 0.16 0.28 0.05
 -------- 04:00 0.02 0.17 0.27 0.04
 -------- 05:00 0.03 0.19 0.26 0.05
 -------- 06:00 0.14 0.07 0.34 0.21
 -------- 07:00 0.18 0.08 0.34 0.18
 04.04.13 08:00 0.26 0.10 0.36 0.23
 -------- 09:00 0.21 0.13 0.34 0.16
 -------- 10:00 0.16 0.22 0.29 0.10
 -------- 11:00 0.14 0.23 0.29 0.10
 -------- 12:00 0.17 0.25 0.29 0.10
 04.04.13 13:00 0.16 0.23 0.30 0.11
 -------- 14:00 0.15 0.28 0.27 0.08
 -------- 15:00 0.17 0.24 0.29 0.11
 -------- 16:00 0.19 0.23 0.30 0.10
 -------- 17:00 0.17 0.28 0.26 0.06
 04.04.13 18:00 0.21 0.20 0.30 0.09
 -------- 19:00 0.22 0.17 0.32 0.09
 -------- 20:00 0.18 0.12 0.34 0.10
 -------- 21:00 0.15 0.11 0.34 0.09
 -------- 22:00 0.14 0.11 0.32 0.09
 04.04.13 23:00 0.14 0.10 0.32 0.12
 -------- 00:00 0.15 0.09 0.33 0.14
 -------- 01:00 0.09 0.17 0.29 0.08
 -------- 02:00 0.06 0.25 0.24 0.05
 -------- 03:00 0.06 0.25 0.25 0.05
 05.04.13 04:00 0.06 0.17 0.28 0.06
 -------- 05:00 0.07 0.14 0.29 0.06
 -------- 06:00 0.17 0.11 0.33 0.15
 -------- 07:00 0.18 0.12 0.32 0.15
 -------- 08:00 0.25 0.12 0.33 0.15
 05.04.13 09:00 0.24 0.12 0.33 0.15
 -------- 10:00 0.20 0.09 0.35 0.19
 -------- 11:00 0.18 0.12 0.34 0.17
