 Date Time CO OZ NO2 NO
 13.03.13 12:00 0.17 0.15 0.29 0.14
 -------- 13:00 0.18 0.14 0.31 0.16
 -------- 14:00 0.17 0.19 0.28 0.12
 -------- 15:00 0.14 0.24 0.26 0.09
 -------- 16:00 0.14 0.25 0.26 0.08
 13.03.13 17:00 0.18 0.18 0.30 0.12
 -------- 18:00 0.20 0.16 0.30 0.11
 -------- 19:00 0.21 0.11 0.34 0.12
 -------- 20:00 0.24 0.09 0.34 0.11
 -------- 21:00 0.18 0.10 0.32 0.09
 13.03.13 22:00 0.19 0.11 0.29 0.08
 -------- 23:00 0.17 0.10 0.30 0.10
 -------- 00:00 0.17 0.08 0.31 0.11
 -------- 01:00 0.14 0.08 0.30 0.09
 -------- 02:00 0.15 0.06 0.31 0.13
 14.03.13 03:00 0.13 0.08 0.28 0.07
 -------- 04:00 0.12 0.08 0.28 0.07
 -------- 05:00 0.13 0.08 0.29 0.09
 -------- 06:00 0.25 0.06 0.33 0.28
 -------- 07:00 0.33 0.06 0.36 0.31
 14.03.13 08:00 0.41 0.06 0.36 0.31
 -------- 09:00 0.37 0.06 0.36 0.26
 -------- 10:00 0.39 0.06 0.35 0.27
 -------- 11:00 0.45 0.08 0.35 0.24
 -------- 12:00 0.31 0.12 0.30 0.14
 14.03.13 13:00 0.49 0.11 0.30 0.14
 -------- 14:00 0.45 0.11 0.32 0.14
 -------- 15:00 0.51 0.10 0.33 0.16
 -------- 16:00 0.44 0.08 0.34 0.17
 -------- 17:00 0.41 0.06 0.35 0.17
 14.03.13 18:00 0.41 0.06 0.36 0.17
 -------- 19:00 0.35 0.06 0.34 0.15
 -------- 20:00 0.23 0.06 0.34 0.14
 -------- 21:00 0.97 0.08 0.32 0.13
 -------- 22:00 0.59 0.10 0.31 0.10
 14.03.13 23:00 0.38 0.11 0.31 0.10
 -------- 00:00 0.25 0.14 0.29 0.09
 -------- 01:00 1.84 0.14 0.27 0.10
 -------- 02:00 1.90 0.12 0.28 0.11
 -------- 03:00 1.89 0.09 0.24 0.07
 15.03.13 04:00 1.93 0.08 0.23 0.08
 -------- 05:00 1.93 0.06 0.25 0.12
 -------- 06:00 1.85 0.05 0.29 0.28
 -------- 07:00 1.65 0.05 0.30 0.29
 -------- 08:00 1.77 0.05 0.32 0.39
 15.03.13 09:00 1.30 0.05 0.31 0.40
 -------- 10:00 0.30 0.06 0.34 0.44
 -------- 11:00 0.41 0.06 0.28 0.28
