 Date Time CO OZ NO2 NO
 15.02.13 00:00 0.18 0.06 0.29 0.15
 -------- 01:00 0.15 0.06 0.28 0.12
 -------- 02:00 0.17 0.06 0.28 0.13
 -------- 03:00 0.15 0.05 0.28 0.12
 -------- 04:00 0.14 0.06 0.27 0.12
 15.02.13 05:00 0.16 0.05 0.29 0.17
 -------- 06:00 0.17 0.06 0.29 0.17
 -------- 07:00 0.21 0.06 0.29 0.17
 -------- 08:00 0.29 0.06 0.31 0.21
 -------- 09:00 0.35 0.06 0.31 0.26
 15.02.13 10:00 0.39 0.06 0.32 0.27
 -------- 11:00 0.34 0.06 0.31 0.24
 -------- 12:00 0.39 0.06 0.33 0.33
 -------- 13:00 0.35 0.06 0.32 0.28
 -------- 14:00 0.39 0.06 0.36 0.32
 15.02.13 15:00 0.36 0.06 0.36 0.28
 -------- 16:00 0.35 0.06 0.35 0.22
 -------- 17:00 0.36 0.06 0.35 0.23
 -------- 18:00 0.36 0.06 0.34 0.25
 -------- 19:00 0.37 0.06 0.35 0.27
 15.02.13 20:00 0.30 0.06 0.33 0.20
 -------- 21:00 0.31 0.06 0.33 0.20
 -------- 22:00 0.35 0.06 0.34 0.24
 -------- 23:00 0.32 0.05 0.34 0.23
 -------- 00:00 0.35 0.06 0.32 0.27
 16.02.13 01:00 0.30 0.06 0.31 0.22
 -------- 02:00 0.27 0.05 0.29 0.19
 -------- 03:00 0.24 0.06 0.29 0.18
 -------- 04:00 0.31 0.06 0.32 0.30
 -------- 05:00 0.27 0.06 0.31 0.28
 16.02.13 06:00 0.27 0.05 0.30 0.27
 -------- 07:00 0.35 0.06 0.33 0.35
 -------- 08:00 0.37 0.05 0.32 0.30
 -------- 09:00 0.38 0.06 0.31 0.27
 -------- 10:00 0.37 0.06 0.32 0.28
 16.02.13 11:00 0.43 0.06 0.36 0.37
 -------- 12:00 0.34 0.06 0.36 0.28
 -------- 13:00 0.37 0.06 0.36 0.31
 -------- 14:00 0.37 0.06 0.36 0.29
 -------- 15:00 0.31 0.06 0.34 0.23
 16.02.13 16:00 0.27 0.06 0.34 0.18
 -------- 17:00 0.19 0.07 0.31 0.10
 -------- 18:00 0.15 0.08 0.27 0.06
 -------- 19:00 0.19 0.08 0.27 0.10
 -------- 20:00 0.17 0.09 0.25 0.08
 16.02.13 21:00 0.13 0.15 0.20 0.04
 -------- 22:00 0.19 0.09 0.26 0.08
 -------- 23:00 0.21 0.08 0.26 0.08
