 Date Time CO NO2 CHX NO
 01.12.12 12:00 0.27 0.12 1.69 0.32
 -------- 13:00 0.27 0.10 1.69 0.27
 -------- 14:00 0.26 0.09 1.71 0.23
 -------- 15:00 0.31 0.10 1.73 0.30
 -------- 16:00 0.28 0.09 1.71 0.25
 01.12.12 17:00 0.31 0.09 1.77 0.30
 -------- 18:00 0.30 0.10 1.80 0.31
 -------- 19:00 0.31 0.10 1.80 0.33
 -------- 20:00 0.30 0.09 1.80 0.28
 -------- 21:00 0.31 0.09 1.79 0.32
 01.12.12 22:00 0.39 0.09 1.80 0.32
 -------- 23:00 0.36 0.09 1.73 0.29
 -------- 00:00 0.33 0.09 1.66 0.26
 -------- 01:00 0.32 0.07 1.68 0.23
 -------- 02:00 0.34 0.07 1.72 0.25
 02.12.12 03:00 0.33 0.08 1.75 0.25
 -------- 04:00 0.27 0.07 1.66 0.13
 -------- 05:00 0.26 0.06 1.62 0.09
 -------- 06:00 0.24 0.06 1.62 0.08
 -------- 07:00 0.25 0.05 1.62 0.07
 02.12.12 08:00 0.27 0.06 1.66 0.11
 -------- 09:00 0.28 0.06 1.64 0.12
 -------- 10:00 0.24 0.07 1.65 0.12
 -------- 11:00 0.22 0.08 1.63 0.12
 -------- 12:00 0.21 0.09 1.60 0.11
 02.12.12 13:00 0.19 0.08 1.61 0.08
 -------- 14:00 0.21 0.09 1.58 0.09
 -------- 15:00 0.20 0.08 1.58 0.08
 -------- 16:00 0.21 0.09 1.58 0.11
 -------- 17:00 0.21 0.10 1.57 0.10
 02.12.12 18:00 0.21 0.10 1.57 0.08
 -------- 19:00 0.22 0.11 1.60 0.10
 -------- 20:00 0.20 0.11 1.59 0.10
 -------- 21:00 0.20 0.11 1.59 0.08
 -------- 22:00 0.19 0.11 1.64 0.09
 02.12.12 23:00 0.16 0.11 1.59 0.06
 -------- 00:00 0.15 0.11 1.56 0.05
 -------- 01:00 0.14 0.11 1.53 0.07
 -------- 02:00 0.14 0.12 1.54 0.08
 -------- 03:00 0.14 0.12 1.56 0.05
 03.12.12 04:00 0.14 0.11 1.59 0.05
 -------- 05:00 0.14 0.11 1.55 0.07
 -------- 06:00 0.16 0.13 1.60 0.14
 -------- 07:00 0.20 0.13 1.62 0.19
 -------- 08:00 0.22 0.14 1.66 0.20
 03.12.12 09:00 0.23 0.13 1.66 0.20
 -------- 10:00 0.23 0.14 1.65 0.20
 -------- 11:00 0.23 0.15 1.67 0.27
