 Date Time CO OZ NO2 NO
 17.01.13 00:00 0.21 0.05 0.26 0.18
 -------- 01:00 0.17 0.05 0.24 0.13
 -------- 02:00 0.16 0.05 0.24 0.12
 -------- 03:00 0.14 0.06 0.22 0.09
 -------- 04:00 0.13 0.07 0.22 0.08
 17.01.13 05:00 0.13 0.07 0.22 0.10
 -------- 06:00 0.15 0.07 0.23 0.11
 -------- 07:00 0.20 0.06 0.24 0.15
 -------- 08:00 0.25 0.06 0.25 0.15
 -------- 09:00 0.22 0.06 0.24 0.15
 17.01.13 10:00 0.23 0.06 0.25 0.17
 -------- 11:00 0.26 0.06 0.26 0.18
 -------- 12:00 0.21 0.08 0.24 0.16
 -------- 13:00 0.21 0.08 0.24 0.16
 -------- 14:00 0.21 0.08 0.23 0.14
 17.01.13 15:00 0.17 0.07 0.25 0.14
 -------- 16:00 0.18 0.07 0.23 0.15
 -------- 17:00 0.17 0.07 0.23 0.12
 -------- 18:00 0.17 0.07 0.22 0.10
 -------- 19:00 0.16 0.07 0.23 0.09
 17.01.13 20:00 0.17 0.07 0.23 0.08
 -------- 21:00 0.15 0.08 0.22 0.08
 -------- 22:00 0.17 0.09 0.21 0.07
 -------- 23:00 0.15 0.09 0.21 0.07
 -------- 00:00 0.13 0.10 0.20 0.06
 18.01.13 01:00 0.12 0.10 0.20 0.06
 -------- 02:00 0.12 0.11 0.19 0.05
 -------- 03:00 0.11 0.10 0.20 0.05
 -------- 04:00 0.12 0.11 0.19 0.05
 -------- 05:00 0.12 0.10 0.20 0.06
 18.01.13 06:00 0.15 0.09 0.21 0.08
 -------- 07:00 0.17 0.08 0.22 0.10
 -------- 08:00 0.21 0.06 0.25 0.14
 -------- 09:00 0.19 0.06 0.24 0.12
 -------- 10:00 0.19 0.06 0.25 0.13
 18.01.13 11:00 0.20 0.07 0.25 0.16
 -------- 12:00 0.21 0.07 0.24 0.15
 -------- 13:00 0.22 0.07 0.24 0.18
 -------- 14:00 0.19 0.08 0.24 0.16
 -------- 15:00 0.24 0.07 0.26 0.19
 18.01.13 16:00 0.20 0.06 0.25 0.17
 -------- 17:00 0.19 0.06 0.24 0.17
 -------- 18:00 0.18 0.06 0.25 0.12
 -------- 19:00 0.18 0.06 0.25 0.13
 -------- 20:00 0.17 0.05 0.24 0.13
 18.01.13 21:00 0.17 0.05 0.24 0.13
 -------- 22:00 0.20 0.05 0.25 0.17
 -------- 23:00 0.21 0.05 0.25 0.19
