 Date Time CO OZ NO2 NO
 02.02.13 12:00 0.19 0.06 0.25 0.13
 -------- 13:00 0.21 0.08 0.25 0.15
 -------- 14:00 0.21 0.09 0.25 0.13
 -------- 15:00 0.21 0.08 0.26 0.14
 -------- 16:00 0.19 0.08 0.26 0.13
 02.02.13 17:00 0.27 0.05 0.28 0.21
 -------- 18:00 0.23 0.05 0.26 0.17
 -------- 19:00 0.23 0.05 0.26 0.15
 -------- 20:00 0.21 0.05 0.26 0.14
 -------- 21:00 0.22 0.05 0.25 0.14
 02.02.13 22:00 0.25 0.05 0.25 0.16
 -------- 23:00 0.20 0.05 0.23 0.14
 -------- 00:00 0.23 0.04 0.25 0.19
 -------- 01:00 0.20 0.05 0.23 0.12
 -------- 02:00 0.18 0.04 0.23 0.13
 03.02.13 03:00 0.13 0.07 0.21 0.06
 -------- 04:00 0.10 0.11 0.19 0.04
 -------- 05:00 0.10 0.12 0.19 0.04
 -------- 06:00 0.11 0.13 0.19 0.04
 -------- 07:00 0.10 0.13 0.20 0.06
 03.02.13 08:00 0.11 0.13 0.19 0.05
 -------- 09:00 0.13 0.14 0.20 0.06
 -------- 10:00 0.13 0.15 0.20 0.05
 -------- 11:00 0.14 0.15 0.21 0.07
 -------- 12:00 0.13 0.18 0.19 0.05
 03.02.13 13:00 0.13 0.20 0.18 0.05
 -------- 14:00 0.13 0.24 0.17 0.05
 -------- 15:00 0.12 0.26 0.16 0.04
 -------- 16:00 0.14 0.22 0.18 0.05
 -------- 17:00 0.14 0.22 0.17 0.04
 03.02.13 18:00 0.15 0.19 0.18 0.04
 -------- 19:00 0.15 0.14 0.21 0.06
 -------- 20:00 0.17 0.12 0.22 0.06
 -------- 21:00 0.17 0.12 0.21 0.06
 -------- 22:00 0.17 0.11 0.21 0.07
 03.02.13 23:00 0.17 0.09 0.23 0.08
 -------- 00:00 0.17 0.09 0.22 0.07
 -------- 01:00 0.14 0.09 0.23 0.07
 -------- 02:00 0.14 0.10 0.21 0.05
 -------- 03:00 0.12 0.12 0.19 0.05
 04.02.13 04:00 0.13 0.09 0.21 0.06
 -------- 05:00 0.15 0.07 0.22 0.09
 -------- 06:00 0.21 0.05 0.23 0.18
 -------- 07:00 0.29 0.05 0.24 0.24
 -------- 08:00 0.42 0.05 0.27 0.31
 04.02.13 09:00 0.45 0.05 0.28 0.38
 -------- 10:00 0.57 0.05 0.31 0.56
 -------- 11:00 0.64 0.05 0.33 0.63
