 Date Time CO OZ NO2 CHX NO
 18.12.12 12:00 ---- ---- 0.20 ---- 0.29
 -------- 13:00 ---- ---- 0.18 ---- 0.25
 -------- 14:00 ---- ---- 0.15 ---- 0.19
 -------- 15:00 ---- ---- 0.18 ---- 0.31
 -------- 16:00 ---- ---- 0.18 ---- 0.22
 18.12.12 17:00 ---- ---- 0.17 ---- 0.16
 -------- 18:00 ---- ---- 0.18 ---- 0.17
 -------- 19:00 ---- ---- 0.18 ---- 0.15
 -------- 20:00 ---- ---- 0.17 ---- 0.17
 -------- 21:00 ---- ---- 0.16 ---- 0.21
 18.12.12 22:00 ---- ---- 0.16 ---- 0.18
 -------- 23:00 ---- ---- 0.15 ---- 0.17
 -------- 00:00 ---- ---- 0.14 ---- 0.15
 -------- 01:00 ---- ---- 0.13 ---- 0.10
 -------- 02:00 ---- ---- 0.12 ---- 0.08
 19.12.12 03:00 ---- ---- 0.14 ---- 0.11
 -------- 04:00 ---- ---- 0.14 ---- 0.12
 -------- 05:00 ---- ---- 0.15 ---- 0.14
 -------- 06:00 ---- ---- 0.15 ---- 0.20
 -------- 07:00 ---- ---- 0.17 ---- 0.28
 19.12.12 08:00 ---- ---- 0.18 ---- 0.28
 -------- 09:00 ---- ---- 0.15 ---- 0.16
 -------- 10:00 ---- ---- 0.15 ---- 0.16
 -------- 11:00 0.24 ---- 0.12 ---- 0.16
 -------- 12:00 ---- ---- 0.16 ---- 0.15
 19.12.12 13:00 ---- ---- 0.13 ---- 0.14
 -------- 14:00 ---- ---- 0.15 ---- 0.15
 -------- 15:00 ---- ---- 0.19 ---- 0.21
 -------- 16:00 ---- ---- 0.20 ---- 0.22
 -------- 17:00 ---- ---- 0.21 ---- 0.22
 19.12.12 18:00 0.77 ---- 0.23 ---- 0.34
 -------- 19:00 0.69 ---- 0.26 ---- 0.32
 -------- 20:00 1.21 ---- 0.25 ---- 0.29
 -------- 21:00 0.92 ---- 0.24 ---- 0.30
 -------- 22:00 0.68 ---- 0.20 ---- 0.32
 19.12.12 23:00 1.32 ---- 0.20 ---- 0.31
 -------- 00:00 1.01 ---- 0.19 ---- 0.29
 -------- 01:00 0.33 ---- 0.20 ---- 0.33
 -------- 02:00 0.64 ---- 0.20 ---- 0.29
 -------- 03:00 0.89 ---- 0.19 ---- 0.26
 20.12.12 04:00 1.13 ---- 0.20 ---- 0.26
 -------- 05:00 1.36 ---- 0.20 ---- 0.29
 -------- 06:00 1.62 ---- 0.21 ---- 0.36
 -------- 07:00 1.74 ---- 0.22 ---- 0.36
 -------- 08:00 0.22 ---- 0.23 ---- 0.36
 20.12.12 09:00 0.35 ---- 0.22 ---- 0.32
 -------- 10:00 0.55 ---- 0.22 ---- 0.31
 -------- 11:00 0.71 ---- 0.23 ---- 0.34
