 Date Time CO OZ NO2 NO
 25.01.13 12:00 0.17 0.13 0.22 0.08
 -------- 13:00 0.17 0.12 0.23 0.09
 -------- 14:00 0.16 0.12 0.24 0.09
 -------- 15:00 0.14 0.13 0.23 0.06
 -------- 16:00 0.11 0.14 0.21 0.04
 25.01.13 17:00 0.13 0.14 0.22 0.04
 -------- 18:00 0.12 0.13 0.22 0.02
 -------- 19:00 0.13 0.09 0.24 0.04
 -------- 20:00 0.13 0.13 0.21 0.03
 -------- 21:00 0.13 0.14 0.20 0.03
 25.01.13 22:00 0.13 0.11 0.21 0.03
 -------- 23:00 0.14 0.09 0.23 0.03
 -------- 00:00 0.13 0.08 0.23 0.03
 -------- 01:00 0.14 0.08 0.23 0.03
 -------- 02:00 0.13 0.07 0.23 0.03
 26.01.13 03:00 0.14 0.07 0.23 0.05
 -------- 04:00 0.12 0.10 0.20 0.02
 -------- 05:00 0.11 0.11 0.20 0.02
 -------- 06:00 0.10 0.16 0.17 0.01
 -------- 07:00 0.11 0.17 0.17 0.02
 26.01.13 08:00 0.13 0.09 0.21 0.02
 -------- 09:00 0.17 0.06 0.25 0.08
 -------- 10:00 0.19 0.07 0.25 0.11
 -------- 11:00 0.19 0.08 0.25 0.13
 -------- 12:00 0.22 0.08 0.27 0.15
 26.01.13 13:00 0.20 0.11 0.25 0.11
 -------- 14:00 0.15 0.13 0.22 0.06
 -------- 15:00 0.24 0.09 0.26 0.17
 -------- 16:00 0.28 0.07 0.29 0.21
 -------- 17:00 0.23 0.06 0.28 0.14
 26.01.13 18:00 0.21 0.06 0.27 0.10
 -------- 19:00 0.20 0.06 0.28 0.10
 -------- 20:00 0.17 0.08 0.25 0.07
 -------- 21:00 0.16 0.09 0.24 0.05
 -------- 22:00 0.25 0.06 0.29 0.22
 26.01.13 23:00 0.23 0.06 0.28 0.19
 -------- 00:00 0.23 0.06 0.28 0.19
 -------- 01:00 0.17 0.05 0.27 0.13
 -------- 02:00 0.17 0.06 0.27 0.12
 -------- 03:00 0.17 0.05 0.27 0.14
 27.01.13 04:00 0.13 0.06 0.27 0.09
 -------- 05:00 0.09 0.14 0.22 0.03
 -------- 06:00 0.09 0.12 0.24 0.05
 -------- 07:00 0.10 0.11 0.25 0.04
 -------- 08:00 0.11 0.12 0.23 0.04
 27.01.13 09:00 0.18 0.06 0.26 0.13
 -------- 10:00 0.27 0.06 0.28 0.24
 -------- 11:00 0.35 0.06 0.31 0.34
