 Date Time CO OZ NO2 NO
 29.01.13 12:00 0.29 0.06 0.31 0.28
 -------- 13:00 0.25 0.07 0.30 0.20
 -------- 14:00 0.24 0.07 0.29 0.19
 -------- 15:00 0.28 0.06 0.29 0.25
 -------- 16:00 0.28 0.07 0.29 0.22
 29.01.13 17:00 0.24 0.06 0.28 0.17
 -------- 18:00 0.21 0.06 0.29 0.15
 -------- 19:00 0.23 0.05 0.29 0.16
 -------- 20:00 0.23 0.05 0.28 0.17
 -------- 21:00 0.24 0.05 0.28 0.20
 29.01.13 22:00 0.23 0.05 0.28 0.18
 -------- 23:00 0.19 0.05 0.28 0.16
 -------- 00:00 0.19 0.05 0.27 0.17
 -------- 01:00 0.16 0.05 0.27 0.14
 -------- 02:00 0.13 0.06 0.25 0.09
 30.01.13 03:00 0.12 0.06 0.26 0.11
 -------- 04:00 0.11 0.06 0.26 0.11
 -------- 05:00 0.12 0.05 0.26 0.11
 -------- 06:00 0.15 0.05 0.27 0.15
 -------- 07:00 0.17 0.06 0.26 0.15
 30.01.13 08:00 0.27 0.06 0.28 0.16
 -------- 09:00 0.28 0.05 0.27 0.17
 -------- 10:00 0.27 0.06 0.26 0.21
 -------- 11:00 0.28 0.06 0.26 0.20
 -------- 12:00 0.32 0.06 0.27 0.24
 30.01.13 13:00 0.39 0.06 0.28 0.32
 -------- 14:00 0.33 0.06 0.28 0.24
 -------- 15:00 0.31 0.06 0.29 0.23
 -------- 16:00 0.38 0.06 0.29 0.25
 -------- 17:00 0.31 0.06 0.29 0.22
 30.01.13 18:00 0.33 0.05 0.28 0.20
 -------- 19:00 0.25 0.06 0.27 0.11
 -------- 20:00 0.24 0.07 0.26 0.10
 -------- 21:00 0.23 0.05 0.27 0.13
 -------- 22:00 0.21 0.07 0.27 0.10
 30.01.13 23:00 0.19 0.07 0.26 0.09
 -------- 00:00 0.17 0.09 0.25 0.10
 -------- 01:00 0.13 0.11 0.23 0.06
 -------- 02:00 0.11 0.14 0.19 0.05
 -------- 03:00 0.11 0.14 0.20 0.04
 31.01.13 04:00 0.10 0.17 0.18 0.04
 -------- 05:00 0.11 0.15 0.20 0.04
 -------- 06:00 0.13 0.12 0.21 0.07
 -------- 07:00 0.18 0.08 0.24 0.11
 -------- 08:00 0.21 0.07 0.26 0.11
 31.01.13 09:00 0.19 0.08 0.25 0.10
 -------- 10:00 0.20 0.07 0.25 0.12
 -------- 11:00 0.19 0.08 0.24 0.12
