 Date Time CO OZ NO2 NO
 05.02.13 12:00 0.25 0.09 0.29 0.18
 -------- 13:00 0.24 0.10 0.27 0.17
 -------- 14:00 0.26 0.10 0.27 0.18
 -------- 15:00 0.28 0.09 0.27 0.20
 -------- 16:00 0.27 0.07 0.28 0.20
 05.02.13 17:00 0.27 0.07 0.27 0.15
 -------- 18:00 0.22 0.08 0.26 0.10
 -------- 19:00 0.23 0.07 0.27 0.12
 -------- 20:00 0.23 0.06 0.26 0.12
 -------- 21:00 0.21 0.06 0.27 0.09
 05.02.13 22:00 0.17 0.09 0.25 0.08
 -------- 23:00 0.17 0.08 0.25 0.09
 -------- 00:00 0.15 0.08 0.25 0.11
 -------- 01:00 0.13 0.10 0.22 0.07
 -------- 02:00 0.09 0.13 0.21 0.05
 06.02.13 03:00 0.09 0.14 0.20 0.05
 -------- 04:00 0.08 0.18 0.21 0.06
 -------- 05:00 0.10 0.14 0.22 0.06
 -------- 06:00 0.13 0.11 0.23 0.09
 -------- 07:00 0.17 0.09 0.26 0.14
 06.02.13 08:00 0.23 0.08 0.27 0.14
 -------- 09:00 0.19 0.11 0.25 0.10
 -------- 10:00 0.18 0.11 0.25 0.12
 -------- 11:00 0.17 0.13 0.24 0.11
 -------- 12:00 0.21 0.13 0.25 0.13
 06.02.13 13:00 0.23 0.10 0.30 0.17
 -------- 14:00 0.26 0.08 0.29 0.17
 -------- 15:00 0.21 0.12 0.27 0.12
 -------- 16:00 0.25 0.08 0.29 0.17
 -------- 17:00 0.25 0.08 0.29 0.14
 06.02.13 18:00 0.21 0.07 0.28 0.11
 -------- 19:00 0.19 0.09 0.25 0.08
 -------- 20:00 0.18 0.09 0.23 0.07
 -------- 21:00 0.17 0.08 0.24 0.07
 -------- 22:00 0.19 0.08 0.24 0.10
 06.02.13 23:00 0.17 0.09 0.24 0.08
 -------- 00:00 0.17 0.07 0.25 0.11
 -------- 01:00 0.16 0.06 0.26 0.11
 -------- 02:00 0.13 0.11 0.23 0.07
 -------- 03:00 0.10 0.19 0.19 0.04
 07.02.13 04:00 0.09 0.16 0.20 0.06
 -------- 05:00 0.10 0.18 0.18 0.04
 -------- 06:00 0.12 0.14 0.20 0.07
 -------- 07:00 0.15 0.10 0.22 0.11
 -------- 08:00 0.19 0.10 0.21 0.09
 07.02.13 09:00 0.19 0.09 0.23 0.11
 -------- 10:00 0.17 0.09 0.23 0.10
 -------- 11:00 0.17 0.11 0.22 0.10
