 Date Time CO OZ NO2 NO
 29.03.13 00:00 0.97 ---- ---- ----
 -------- 01:00 0.94 ---- ---- ----
 -------- 02:00 0.92 ---- ---- ----
 -------- 03:00 0.86 ---- ---- ----
 -------- 04:00 0.79 ---- ---- ----
 29.03.13 05:00 0.76 ---- ---- ----
 -------- 06:00 0.74 ---- ---- ----
 -------- 07:00 0.72 ---- ---- ----
 -------- 08:00 0.72 ---- ---- ----
 -------- 09:00 0.79 ---- ---- ----
 29.03.13 10:00 0.97 ---- ---- ----
 -------- 11:00 0.93 ---- 0.06 ----
 -------- 12:00 0.66 ---- ---- ----
 -------- 13:00 0.68 0.35 0.12 0.02
 -------- 14:00 0.87 0.35 0.20 0.04
 29.03.13 15:00 1.03 0.36 0.19 0.05
 -------- 16:00 1.15 0.39 0.19 0.04
 -------- 17:00 1.26 0.43 0.18 0.03
 -------- 18:00 1.27 0.44 0.17 0.02
 -------- 19:00 1.31 0.39 0.20 0.02
 29.03.13 20:00 1.42 0.21 0.29 0.06
 -------- 21:00 1.60 0.10 0.35 0.12
 -------- 22:00 1.56 0.06 0.42 0.37
 -------- 23:00 0.17 0.07 0.46 0.72
 -------- 00:00 0.37 0.07 0.54 1.21
 30.03.13 01:00 0.33 0.06 0.48 0.81
 -------- 02:00 0.24 0.07 0.50 0.83
 -------- 03:00 0.18 0.07 0.51 0.85
 -------- 04:00 0.73 0.06 0.45 0.56
 -------- 05:00 1.84 0.05 0.40 0.28
 30.03.13 06:00 1.79 0.06 0.41 0.47
 -------- 07:00 1.66 0.05 0.40 0.33
 -------- 08:00 1.59 0.06 0.38 0.19
 -------- 09:00 1.56 0.06 0.37 0.22
 -------- 10:00 1.58 0.08 0.38 0.19
 30.03.13 11:00 1.53 0.14 0.36 0.14
 -------- 12:00 1.37 0.20 0.32 0.10
 -------- 13:00 1.33 0.27 0.29 0.07
 -------- 14:00 1.28 0.35 0.26 0.06
 -------- 15:00 1.16 0.40 0.24 0.05
 30.03.13 16:00 1.07 0.41 0.22 0.05
 -------- 17:00 0.95 0.43 0.20 0.03
 -------- 18:00 1.07 0.38 0.23 0.05
 -------- 19:00 1.09 0.38 0.23 0.04
 -------- 20:00 1.11 0.45 0.20 0.03
 30.03.13 21:00 1.13 0.41 0.21 0.03
 -------- 22:00 1.12 0.39 0.24 0.04
 -------- 23:00 1.11 0.44 0.21 0.04
 -------- 00:00 1.12 0.41 0.20 0.03
