 Date Time CO OZ NO2 NO
 03.02.13 12:00 0.13 0.19 0.18 0.05
 -------- 13:00 0.13 0.20 0.18 0.05
 -------- 14:00 0.13 0.24 0.17 0.05
 -------- 15:00 0.12 0.26 0.16 0.04
 -------- 16:00 0.14 0.22 0.18 0.05
 03.02.13 17:00 0.14 0.22 0.17 0.04
 -------- 18:00 0.15 0.19 0.18 0.04
 -------- 19:00 0.15 0.14 0.21 0.06
 -------- 20:00 0.17 0.12 0.22 0.06
 -------- 21:00 0.17 0.12 0.21 0.06
 03.02.13 22:00 0.17 0.11 0.21 0.07
 -------- 23:00 0.17 0.09 0.23 0.08
 -------- 00:00 0.17 0.09 0.22 0.07
 -------- 01:00 0.14 0.09 0.23 0.07
 -------- 02:00 0.14 0.10 0.21 0.05
 04.02.13 03:00 0.12 0.12 0.19 0.05
 -------- 04:00 0.13 0.09 0.21 0.06
 -------- 05:00 0.15 0.07 0.22 0.09
 -------- 06:00 0.21 0.05 0.23 0.18
 -------- 07:00 0.29 0.05 0.24 0.24
 04.02.13 08:00 0.42 0.05 0.27 0.31
 -------- 09:00 0.45 0.05 0.28 0.38
 -------- 10:00 0.57 0.05 0.31 0.56
 -------- 11:00 0.64 0.05 0.33 0.63
 -------- 12:00 0.53 0.05 0.30 0.46
 04.02.13 13:00 0.43 0.05 0.27 0.34
 -------- 14:00 0.26 0.05 0.23 0.19
 -------- 15:00 0.12 0.06 0.19 0.08
 -------- 16:00 0.09 0.07 0.17 0.05
 -------- 17:00 0.10 0.06 0.19 0.06
