 Date Time CO OZ NO2 NO
 01.01.13 12:00 0.15 0.06 0.13 0.07
 -------- 13:00 0.14 0.05 0.11 0.05
 -------- 14:00 0.13 0.06 0.09 0.04
 -------- 15:00 0.13 0.05 0.10 0.06
 -------- 16:00 0.14 0.05 0.10 0.04
 01.01.13 17:00 0.14 0.05 0.09 0.04
 -------- 18:00 0.16 0.05 0.11 0.04
 -------- 19:00 0.16 0.05 0.11 0.04
 -------- 20:00 0.17 0.05 0.11 0.06
 -------- 21:00 0.15 0.05 0.09 0.04
 01.01.13 22:00 0.15 0.05 0.09 0.04
 -------- 23:00 0.14 0.05 0.08 0.03
 -------- 00:00 0.14 0.05 0.09 0.03
 -------- 01:00 0.15 0.05 0.10 0.04
 -------- 02:00 0.17 0.05 0.11 0.08
 02.01.13 03:00 0.16 0.05 0.11 0.06
 -------- 04:00 0.14 0.05 0.06 0.03
 -------- 05:00 0.12 0.05 0.07 0.03
 -------- 06:00 0.12 0.05 0.06 0.03
 -------- 07:00 0.12 0.05 0.07 0.03
 02.01.13 08:00 0.12 0.05 0.07 0.03
 -------- 09:00 0.12 0.05 0.08 0.04
 -------- 10:00 0.12 0.05 0.09 0.03
 -------- 11:00 0.14 0.05 0.11 0.06
 -------- 12:00 0.15 0.05 0.08 0.04
 02.01.13 13:00 0.14 0.04 0.08 0.04
 -------- 14:00 0.16 0.05 0.11 0.05
 -------- 15:00 0.19 0.05 0.12 0.06
 -------- 16:00 0.19 0.05 0.14 0.07
 -------- 17:00 0.19 0.05 0.15 0.08
 02.01.13 18:00 0.21 0.05 0.15 0.08
 -------- 19:00 0.21 0.05 0.16 0.08
 -------- 20:00 0.21 0.04 0.13 0.06
 -------- 21:00 0.19 0.05 0.14 0.06
 -------- 22:00 0.16 0.05 0.15 0.09
 02.01.13 23:00 0.16 0.05 0.16 0.08
 -------- 00:00 0.15 0.05 0.16 0.06
 -------- 01:00 0.13 0.05 0.14 0.05
 -------- 02:00 0.12 0.05 0.10 0.04
 -------- 03:00 0.11 0.05 0.09 0.03
 03.01.13 04:00 0.10 0.05 0.11 0.04
 -------- 05:00 0.09 0.06 0.09 0.03
 -------- 06:00 0.09 0.05 0.08 0.03
 -------- 07:00 0.12 0.06 0.13 0.06
 -------- 08:00 0.13 0.05 0.12 0.05
 03.01.13 09:00 0.15 0.05 0.14 0.06
 -------- 10:00 0.20 0.05 0.14 0.08
 -------- 11:00 0.21 0.06 0.15 0.08
